RAA20131203201312023608031040000プリンセスＣ（中央認定）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　PRINCESS CUP                                                                                                                                                                                                                                                                                                                                                            プリンセスＣ（中央認プリンセスＣプリン0000D 110000000000000000000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    000250000000575000003250000022500000125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000121010204000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(2,5,10),11,7,1,9,3,6,12                                              202,5,10,1,7,11,9,3,6,12                                                302,5,10,(1,7),11,9,3,6,12                                              402,5,7,1,11,10,9,3,6,12                                                0
RAA20131202201312013608020420000フューチャーステップ（中央認定）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TWO-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                            フューチャーステップフューチャーフュー0000  110000000000000000000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0002000000004600000026000000180000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,8,9,10,6,2,4,3,5,7                                                  201,8,9,2,10,4,6,3,5,7                                                  301,9,8,10,4,2,6,3,5,7                                                  401,(4,9),3,(2,8),6,5,7,10                                              0
RAA20131216201312153609021020000寒菊賞（中央認定）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　KANGIKU SHO                                                                                                                                                                                                                                                                                                                                                             寒菊賞（中央認定）　寒菊賞（中央寒菊賞0000D 110000000000000000000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0002500000005750000032500000225000001250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,4,3,5,1,8,7,2,6                                                     209,3,1,4,8,5,7,2,6                                                     30(3,9),1,4,8,6,7,(2,5)                                                 403,1,9,4,8,7,5,2,6                                                     0
RAA20140106201312293610010420000２歳Ａ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TWO-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                            ２歳Ａ　　　　　　　２歳Ａ　　　２歳Ａ0000  110000000000000000000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000640000001280000006400000045000000190000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010105040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,9,10,5,4,8,1,3,2,6                                                  207,9,10,4,5,8,2,1,3,6                                                  307,9,5,10,8,4,2,3,6,1                                                  407,9,8,5,2,10,6,4,3,1                                                  0
RAA20131204201312013608020320000Ｃ２七組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２七組　　　　　　Ｃ２七組　　Ｃ２七0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    000010000000020000000100000000700000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101010204000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(5,7,10),(2,4,8),6,(1,3,9)                                            205,7,10,8,4,2,6,(3,9),1                                                305,7,10,8,4,2,6,(3,9),1                                                405,7,10,(4,8),2,6,(3,9),1                                              0
RAA20131202201312013608021020000ひいらぎ賞　Ｂ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          ひいらぎ賞　Ｂ１　　ひいらぎ賞　ひいら0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　190000002400    0000400000000800000004000000028000000120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111112040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,6,9,4,5,(10,11),7,3,(1,8)                                           202,6,5,9,7,4,3,(10,11),1,8                                             302,6,7,5,9,11,3,10,1,4,8                                               402,6,7,5,3,10,11,1,9,4,8                                               0
RAA20131215201312143609011010000銀嶺賞　Ｂ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          銀嶺賞　Ｂ１　　　　銀嶺賞　Ｂ１銀嶺賞0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000400000000800000004000000028000000120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212126040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,10,12,1,7,8,9,4,(2,6),11,3                                          205,10,12,1,7,8,9,4,2,6,11,3                                            305,12,10,1,(4,7),8,9,11,(2,6),3                                        405,1,7,12,(4,8),10,9,11,6,2,3                                          0
RAA20131216201312153609020520000Ｃ２七組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２七組　　　　　　Ｃ２七組　　Ｃ２七0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    000010000000020000000100000000700000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101010204000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(1,3),9,10,2,4,6,7,8,5                                                201,3,9,(2,10),7,4,8,6,5                                                301,3,9,10,2,7,8,4,6,5                                                  401,3,2,9,10,7,8,4,6,5                                                  0
RAA20131217201312163609030240000Ｃ２五組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２五組　　　　　　Ｃ２五組　　Ｃ２五0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000100000000200000001000000007000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,9,10,6,8,4,7,5,3,2                                                  201,9,10,6,8,4,7,5,2,3                                                  301,9,10,6,5,(7,8),4,3,2                                                401,9,5,10,7,6,8,4,3,2                                                  0
RAA20140106201312313610030250000ＴＶ岩手開運どかーんＣＣ２五組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     ＴＶ岩手開運どかーんＴＶ岩手開運ＴＶ岩0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000100000000200000001000000007000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,9,8,2,6,7,4,5,1                                                     203,9,8,2,6,7,4,5,1                                                     303,9,8,2,6,7,(4,5),1                                                   403,9,8,2,7,(5,6),4,1                                                   0
