RAA20130604201306033503030840000アンバー賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               アンバー賞（中央交流アンバー賞（アンバ0000E 120000000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　170000001100    0001000000002000000010000000070000000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111112100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,2,3,9,4,1,10,6,7,8,11                                               205,2,9,4,1,3,10,8,6,7,11                                               305,2,9,1,4,10,8,11,7,6,3                                               402,9,5,4,1,10,11,8,7,6,3                                               0
RAA20130604201306033503030940000十文字さくらんぼまつりレースＢ２五組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     十文字さくらんぼまつ十文字さくら十文字0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0000190000000380000001900000014000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000301,7,10,6,2,9,8,4,5,3                                                  407,6,10,1,9,2,8,4,3,5                                                  00                                                                      00                                                                      0
RAA20130610201306083503041010000かきつばた賞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　KAKITSUBATA SHO                                                                                                                                                                                                                                                                                                                                                         かきつばた賞　　　　かきつばた賞かきつ0000D 000000000000000000000サラ系一般　ＯＰ　　　　　　　　　　　　　　　　　　　　　　240000001100    0001500000003000000015000000105000000450000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,5,10,2,3,11,4,12,9,7,8,1                                            206,5,10,2,3,4,11,12,9,7,8,1                                            306,10,5,3,2,(1,9),12,8,4,7,11                                          4010,3,8,1,9,5,12,6,7,2,4,11                                            0
RAA20130603201306013503011010000盛岡神子田朝市レースＢ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     盛岡神子田朝市レース盛岡神子田朝盛岡神0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　100000001100    0000270000000540000002700000019000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000308,5,7,2,9,(1,10),3,6,4                                                408,5,7,2,1,10,9,3,6,4                                                  00                                                                      00                                                                      0
RAA20130611201306103503060240000３歳Ｃ２四組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３歳Ｃ２四組　　　　３歳Ｃ２四組３歳Ｃ0000  120000000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　120000002300    0000160000000320000001600000012000000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000305,7,8,10,2,4,3,1,6,9                                                  405,7,10,8,2,4,1,3,6,9                                                  00                                                                      00                                                                      0
