RAA20131106201311015016030580000Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ３　　　　　　　　Ｃ３　　　　Ｃ３　0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　123000002400    0000200000000360000001800000010000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,8,(1,6),9,2,10,4,5,7                                                203,8,1,6,2,9,10,5,(4,7)                                                30(2,8),3,10,1,6,9,5,7,4                                                402,3,8,10,1,5,6,7,9,4                                                  0
RAA20131107201311065016040860000Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ１　　　　　　　　Ｃ１　　　　Ｃ１　0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    00003000000005400000027000000150000000900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121210200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010,7,9,5,12,2,4,3,6,(1,11),8                                          2010,7,9,5,12,2,4,3,6,11,1,8                                            3010,7,9,5,4,12,2,3,6,8,11,1                                            4010,7,5,2,9,4,12,3,1,6,8,11                                            0
RAA20131114201311135017021060000千種川特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          千種川特別（中央交流千種川特別（千種川0000E 130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　187000002400    0001100000002200000011000000066000000440000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,8,(1,10),2,5,9,11,4,3,6                                             207,8,(1,10),2,5,9,11,4,3,6                                             307,8,10,1,9,2,(3,5),4,11,6                                             4010,7,2,1,3,9,5,4,11,8,6                                               0
RAA20131106201311015016030780000Ｃ２三　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２三　　　　　　　Ｃ２三　　　Ｃ２三0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000450000002250000012500000075000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,4,10,3,9,8,5,7,1,6                                                  202,4,(3,10),(8,9),5,7,1,6                                              302,4,3,10,9,8,5,1,7,6                                                  40(2,4),3,9,10,8,5,1,7,6                                                0
RAA20131106201311015016030980000Ｃ２一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２一　　　　　　　Ｃ２一　　　Ｃ２一0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000450000002250000012500000075000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,5,8,1,6,9,7,10,3,2                                                  204,5,8,1,6,9,7,10,3,2                                                  304,5,8,1,6,9,7,10,3,2                                                  404,5,1,8,6,9,3,7,10,2                                                  0
RAA20131107201311065016040360000Ｃ２三　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２三　　　　　　　Ｃ２三　　　Ｃ２三0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000450000002250000012500000075000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,9,1,5,8,2,3,10,(4,12),7,11                                          206,9,5,1,8,2,3,4,10,12,7,11                                            306,1,9,2,5,8,4,3,12,10,7,11                                            406,1,2,9,5,4,8,3,7,10,12,11                                            0
RAA20131107201311065016040560000Ｃ２二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２二　　　　　　　Ｃ２二　　　Ｃ２二0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    00002500000004500000022500000125000000750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121210200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011,8,2,3,5,7,6,1,10,12,4,9                                            2011,8,2,3,5,6,7,1,10,4,12,9                                            3011,8,2,6,3,5,7,1,(10,12),9,4                                          408,(2,6),(3,11),5,7,1,(9,10),12,4                                      0
RAA20131107201311065016040660000Ｃ２一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２一　　　　　　　Ｃ２一　　　Ｃ２一0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000450000002250000012500000075000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,7,12,2,8,9,10,11,4,1,3,6                                            205,7,12,2,8,10,9,11,4,1,3,6                                            305,7,12,8,2,10,11,4,9,1,6,3                                            40(7,8,12),5,2,10,11,(4,9),1,6,3                                        0
RAA20131107201311065016041060000兵庫クイーンＣ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　HYOGO QUEEN CUP                                                                                                                                                                                                                                                                                                                                                         兵庫クイーンＣ　　　兵庫クイーン兵庫ク0000D 130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　170000002400    0002500000005000000025000000150000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,8,11,2,3,10,4,6,12,9,1,7                                            205,8,11,2,3,10,4,6,(9,12),1,7                                          305,8,2,3,11,7,(4,10),9,12,6,1                                          405,8,(2,3),7,9,11,4,6,12,10,1                                          0
RAA20131108201311075016050570000Ｃ２三　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２三　　　　　　　Ｃ２三　　　Ｃ２三0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000450000002250000012500000075000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,8,(1,9),4,(2,12),10,3,7,11,5                                        206,8,9,1,4,12,2,3,7,10,5,11                                            308,6,1,12,7,2,3,4,9,5,(10,11)                                          408,3,1,6,4,12,2,7,5,10,11,9                                            0
RAA20131108201311075016050870000Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          Ｃ２　　　　　　　　Ｃ２　　　　Ｃ２　0000E 130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　170000002400    0000300000000540000002700000015000000090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,12,(4,11),7,(3,9),6,2,8,5,10                                        201,12,4,11,7,(3,9),6,(2,8),5,10                                        3012,11,1,9,8,4,3,6,2,5,10,7                                            4011,12,1,9,8,(3,4),2,6,(5,10),7                                        0
