SEA2013112820131127481802101012008100469トロピカルジュエル　　　　　　　　　00210305000000武宏平　000000小川　勲　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　550000000000000000東川公則　　　　00446-003000050012982        0707080700000800000160000000000000000000002008102719マイティースコール　　　　　　　　　2010101760コピーライター　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　+013000000000000000004
SEA2013112820131127481802102022010105930マイネヴァイザー　　　　　　　　　　00210403000000倉地学　000000平賀　義貴　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　530000000000000000阪野学　　　　　00429-00200004001294 34      0101010100000700000240000000000000000000002008102719マイティースコール　　　　　　　　　2010101760コピーライター　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　+009000000000000000001
SEA2013112820131127481802103032008105265ケントリュウコウ　　　　　　　　　　00110405000000今津博之000000大西　優　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000000000000大畑雅章　　　　00482-00200007001302 12      0809090800000900000000000000000000000000002008102719マイティースコール　　　　　　　　　2010101760コピーライター　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　+017000000000000000004
SEA2013112820131127481802104042010103462スリーフォスター　　　　　　　　　　00110403000000西橋豊治000000永井商事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　550000000000000000菱田裕二　　　　00456-00400009001334T        0908070900000600000000000000000000000000002008102719マイティースコール　　　　　　　　　2010101760コピーライター　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　+049000000000000000004
SEA2013112820131127481802105052005109138ヒビキマーカー　　　　　　　　　　　00110108000000小森勝政000000ホースケア　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000000000000島崎和也　　　　00405-003000100013361        1010101000001000000000000000000000000000002008102719マイティースコール　　　　　　　　　2010101760コピーライター　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　+051000000000000000004
SEA2013112820131127481802106062007103978ネオエピック　　　　　　　　　　　　00110506000000角田輝也000000小林　仁幸　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000000000000丸野勝虎　　　　00460+00600008001307212      0606060600000500000000000000000000000000002008102719マイティースコール　　　　　　　　　2010101760コピーライター　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　+022000000000000000003
SEA2013112820131127481802107072010104990ヒデサンスピリット　　　　　　　　　00110103000000清水出美000000井之口　二三雄　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　550000000000000000酒井学　　　　　00503-005000030012923        0202020300000200000410000000000000000000002008102719マイティースコール　　　　　　　　　2010101760コピーライター　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　+007000000000000000002
SEA2013112820131127481802107082009106533シルクヴェリタス　　　　　　　　　　00110404000000藤ケ崎一000000南波　壽　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000000000000柿原翔　　　　　00471+00700006001301112      0304050500000400000000000000000000000000002008102719マイティースコール　　　　　　　　　2010101760コピーライター　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　+016000000000000000003
SEA2013112820131127481802108092008102719マイティースコール　　　　　　　　　00110105000000宮徹　　000000小川　勲　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000000000000中井裕二　　　　00466-00200001111285         0403030200000100002560000000000000000000002010101760コピーライター　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　-000000000000000000002
SEA2013112820131127481802108102010101760コピーライター　　　　　　　　　　　00110303000000境直行　000000グリーンスウォード　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　550000000000000000幸英明　　　　　00524+00600001111285D        0504040400000300002560000000000000000000002008102719マイティースコール　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　-000000000000000000002
SEA2013110220131101481604041012010101299マリーダダ　　　　　　　　　　　　　00210403000000荒巻透　000000和田　博美　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　540000000000000000安部幸夫　　　　00428+00200008001322212      0304040600000300000000000000000000000000002010104868マルサンムテキ　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　+018000000000000000003
