RAA20130213201302124211020950000ツインマッチ特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               ツインマッチ特別（中ツインマッチツイン0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0002000000006000000034000000260000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,8,9,10,6,1,5,7,11,12,2,4                                            203,8,9,6,10,1,7,5,12,11,2,4                                            308,3,7,9,6,1,10,5,12,2,11,4                                            408,3,6,9,5,7,1,12,10,2,4,11                                            0
RAA20130213201302124211021150000マルチフレンド特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          マルチフレンド特別（マルチフレンマルチ0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0004000000012000000068000000520000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,2,10,1,9,6,8,4,3,12,11,5                                            207,2,10,9,1,6,8,4,3,12,11,5                                            307,10,(2,8),9,1,6,4,11,3,12,5                                          407,10,8,1,6,2,4,9,11,3,12,5                                            0
RAA20130215201302144211040970000ツインドリーム特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               ツインドリーム特別（ツインドリーツイン0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0002000000006000000034000000260000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,10,5,7,11,1,2,4,12,8,6,3                                            209,10,(5,11),7,12,1,2,4,8,6,3                                          309,10,11,5,12,7,2,1,4,3,8,6                                            409,10,11,5,12,(1,7),2,3,8,4,6                                          0
RAA20130212201302114211011040000越生梅林賞　Ｃ１四　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     越生梅林賞　Ｃ１四　越生梅林賞　越生梅0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0001200000003600000020400000156000001200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808081020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,7,5,8,6,4,3,2                                                       201,7,5,8,6,4,2,3                                                       301,7,(5,6),2,4,8,3                                                     401,7,5,6,4,2,8,3                                                       0
RAA20130213201302124211020550000サラ系一般　Ｃ２七八　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２七八サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0001000000003000000017000000130000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,5,8,9,11,12,2,6,7,3,1,10                                            204,5,8,9,11,12,2,6,7,3,1,10                                            304,5,8,(6,12),9,11,2,1,10,3,7                                          408,12,4,6,3,11,9,2,(1,10),5,7                                          0
RAA20130214201302134211031060000浅春特別　Ｂ３一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          浅春特別　Ｂ３一　　浅春特別　Ｂ浅春特0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0002200000006600000037400000286000002200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,5,7,2,1,10,8,4,11,9,6                                               203,5,2,7,1,10,11,8,4,9,6                                               303,7,2,5,1,11,10,4,8,9,6                                               403,7,2,1,5,11,8,10,4,6,9                                               0
RAA20130213201302124211021250000特選　Ｃ１三　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     特選　Ｃ１三　　　　特選　Ｃ１三特選　0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0001200000003600000020400000156000001200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111112010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,9,2,11,5,7,10,3,4,6,8                                               201,9,11,2,7,5,10,3,4,6,8                                               301,9,2,11,5,10,7,3,4,6,8                                               401,9,5,2,10,11,3,4,6,8,7                                               0
RAA20130214201302134211030160000サラ系４歳　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                           サラ系４歳　　　　　サラ系４歳　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    00008000000024000000136000001040000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111110300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011,6,9,10,4,8,5,3,7,2,1                                               2011,6,4,9,(5,10),8,3,2,7,1                                             306,4,(3,11),5,2,10,8,7,9,1                                             404,3,6,5,7,11,2,8,9,10,1                                               0
RAA20130214201302134211031160000ユングフラウ賞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　JUNGFRAU SHO                                                                                                                                                                                                                                                                                                                                                            ユングフラウ賞　　　ユングフラウユング0000D 120002000000000000000サラ系３歳　ＯＰ　　　　　　　　　　　　　　　　　　　　　　140000002300    0012000000042000000240000001200000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,8,12,6,10,2,4,9,11,5,7,1                                            203,8,12,6,2,10,4,5,11,9,7,1                                            308,12,10,3,6,4,2,5,9,11,7,1                                            4010,8,12,6,4,9,2,5,3,7,1,11                                            0
RAA20130216201302154211050380000サラ系４歳　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                           サラ系４歳　　　　　サラ系４歳　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0000800000002400000013600000104000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909083020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,4,8,9,2,1,3,6,7                                                     204,1,2,3,8,9,6,7                                                       30(1,4),2,9,3,8,6,7                                                     402,1,4,3,9,6,8,7                                                       0
RAA20130215201302144211040670000サラ系一般　Ｃ２１２１３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２１２サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0001000000003000000017000000130000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,5,7,10,1,2,8,9,6,12,4,11                                            203,5,7,8,10,1,6,2,9,12,4,11                                            30(3,8),7,6,9,10,5,2,12,1,4,11                                          408,6,3,7,9,12,10,2,4,1,5,11                                            0
RAA20130213201302124211021050000サラ系一般　Ｃ２五　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２五　サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0001000000003000000017000000130000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110102010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,4,6,10,7,8,11,3,9,5                                                 202,4,6,7,10,8,3,11,5,9                                                 302,4,6,7,11,9,(3,5),8,10                                               402,4,7,6,5,9,11,3,8,10                                                 0
RAA20130214201302134211030660000サラ系一般　Ｃ２九十　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２九十サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0001000000003000000017000000130000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212111020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,4,2,7,12,10,3,5,9,11,6,8                                            201,4,2,7,(3,12),10,5,11,9,6,8                                          301,4,7,2,10,12,(3,11),9,5,8,6                                          404,1,7,11,10,12,9,8,3,6,5                                              0
