RAA20131205201312044309030960000フェイスフルブーツ特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          フェイスフルブーツ特フェイスフルフェイ0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0004000000012000000080000000480000003200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001414141010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,5,1,2,7,6,14,13,10,8,12,9,11,4                                      203,5,1,2,6,7,14,13,8,10,9,12,11,4                                      303,5,2,1,6,10,8,14,13,9,4,11,7,12                                      403,5,2,1,8,9,6,13,10,14,11,4,12,7                                      0
RAA20131205201312044309031060000クイーン賞（中央交流）　Ｊｐｎ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　QUEEN SHO                                                                                                                                                                                                                                                                                                                                                               クイーン賞（中央交流クイーン賞（クイー0000C 130001000000000000000サラ系３歳上　ＯＰ　　　　　　　　　　　　　　　　　　　　　180000002300    0021000000073500000420000002100000010500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001313121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,4,11,13,9,7,12,8,3,5,6,10                                           201,4,11,9,13,7,12,8,3,5,6,10                                           301,4,11,13,7,9,8,3,12,5,6,10                                           401,4,13,11,7,9,3,8,12,6,5,10                                           0
RAA20131206201312054309040970000フェイスフルステッキ特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          フェイスフルステッキフェイスフルフェイ0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　180000002300    0004000000012000000080000000480000003200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001313131010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,6,13,4,3,10,11,2,1,8,12,7,5                                         209,6,4,13,3,10,11,2,1,8,12,7,5                                         309,6,13,4,3,10,2,11,1,7,8,12,5                                         409,13,6,10,3,4,1,2,11,12,8,7,5                                         0
RAA20131207201312064309050980000除月賞　Ｃ１Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     除月賞　Ｃ１Ｃ２　　除月賞　Ｃ１除月賞0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　180000002300    00012000000036000000216000001440000012000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014141310100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010,9,13,1,2,14,12,7,3,8,6,5,4,11                                      2010,9,13,1,14,2,12,7,3,8,4,5,6,11                                      3010,9,13,7,14,2,(8,12),3,5,(1,4),6,11                                  409,10,13,7,14,8,3,5,12,4,6,2,11,1                                      0
RAA20131204201312034309020250000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　　　　　サラ系３歳　サラ系0000  120000000000000000000１００万上１１３万未満　　　　　　　　　　　　　　　　　　　160000002300    0001000000003000000018000000120000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001414141010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,6,10,4,2,7,12,1,5,13,8,9,11,14                                      203,6,10,2,4,12,7,1,5,13,8,9,11,14                                      303,6,(2,10),(1,4,7,12),13,5,8,9,14,11                                  403,6,2,1,4,12,5,13,8,7,10,9,14,11                                      0
RAA20131206201312054309041170000リバーサイドジュニア特別（中央認定）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(TWO-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                                 リバーサイドジュニアリバーサイドリバー0000E 110000000000000000000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　120000002300    0002500000007500000050000000300000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000206,10,1,2,3,9,4,8,7,5                                                  3010,6,2,1,9,3,8,4,5,7                                                  4010,1,6,2,8,9,3,4,5,7                                                  00                                                                      0
RAA20131204201312034309021150000疾風スプリント　Ｂ２Ｂ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          疾風スプリント　Ｂ２疾風スプリン疾風ス0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　120000002300    0002400000007200000048000000288000001920000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000202,5,9,6,12,4,8,10,11,1,7,3                                            30(2,5),12,4,(9,10),(8,11),6,(1,7),3                                    402,5,12,4,10,9,11,8,7,1,6,3                                            00                                                                      0
RAA20131207201312064309050680000シャコー５二周年５０名突破にありがとう　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     シャコー５二周年５０シャコー５二シャコ0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　120000002300    0001000000003000000018000000120000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000205,6,10,1,3,12,8,9,4,2,11,7                                            305,6,10,1,12,8,3,4,(9,11),(2,7)                                        405,6,10,1,12,8,11,3,9,4,2,7                                            00                                                                      0
RAA20131206201312054309040670000加納天ぷらそば＆加納兄弟ラーメン賞　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     加納天ぷらそば＆加納加納天ぷらそ加納天0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0001000000003000000018000000120000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,1,8,2,11,9,6,3,10,7,5,12                                            201,4,8,2,11,6,9,3,7,10,5,12                                            301,4,8,2,6,9,11,3,7,5,10,12                                            401,4,2,8,6,9,3,7,10,11,5,12                                            0
RAA20131203201312024309010240000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　　　　　サラ系３歳　サラ系0000  120000000000000000000１１３万上１４５万未満　　　　　　　　　　　　　　　　　　　120000002300    00010000000030000000180000001200000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012111110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002012,1,6,7,10,11,9,2,4,3,8                                              30(1,7,12),11,10,6,2,9,3,4,8                                            401,7,12,11,10,2,6,9,3,4,8                                              00                                                                      0
RAA20131207201312064309050480000サラ系一般　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２　　サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　120000002300    0001000000003000000018000000120000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000204,7,10,3,11,9,6,2,8,12,1,5                                            304,10,7,3,11,2,9,6,5,8,12,1                                            404,10,7,11,3,2,5,9,6,12,8,1                                            00                                                                      0
RAA20131203201312024309010540000サラ系一般　Ｃ２一二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２一二サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    00010000000030000000180000001200000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014141410100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011,13,9,2,7,5,1,6,3,14,8,4,10,12                                      2011,13,9,7,2,5,1,6,14,3,8,12,4,10                                      30(9,11,13),7,(2,5),(3,14),1,8,10,(6,12),4                              4011,13,9,2,1,3,7,10,5,14,4,8,12,6                                      0
RAA20131204201312034309020750000サラ系一般　Ｃ１三四　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ１三四サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0001100000003300000019800000132000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001414141010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,5,11,12,14,13,7,8,3,9,4,10,1,6                                      202,5,11,12,13,14,7,8,9,3,4,10,1,6                                      302,5,11,12,13,9,(3,14),8,(1,7),4,10,6                                  402,5,13,11,1,3,12,4,9,8,6,14,7,10                                      0
RAA20131205201312044309030760000サラ系一般　Ｃ２五六　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２五六サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0001000000003000000018000000120000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001414141010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,5,10,2,3,7,13,9,14,12,4,8,11,6                                      201,5,2,10,3,13,9,7,14,4,12,8,11,6                                      301,5,10,14,2,3,12,7,9,13,8,4,11,6                                      401,5,14,12,2,10,9,7,4,13,8,3,11,6                                      0
RAA20131203201312024309010440000サラ系一般　Ｃ２一二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２一二サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　120000002300    0001000000003000000018000000120000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000203,6,7,9,8,2,11,10,1,4,12,5                                            303,6,7,9,8,2,11,10,(1,12),(4,5)                                        403,6,9,7,8,2,11,1,10,12,4,5                                            00                                                                      0
RAA20131206201312054309040870000サラ系一般　Ｃ１二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ１二　サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0001100000003300000019800000132000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001414141010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,12,3,2,1,10,14,5,4,8,11,7,9,13                                      206,12,1,3,2,10,14,4,5,11,8,7,13,9                                      306,12,1,2,3,10,4,14,11,7,5,8,13,9                                      406,12,1,2,3,10,4,7,11,14,5,13,8,9                                      0
RAA20131204201312034309021050000総の国オープン　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP OP)                                                                                                                                                                                                                                                                                                                                       総の国オープン　　　総の国オープ総の国0000E 130002000000000000000サラ系３歳上　ＯＰ　　　　　　　　　　　　　　　　　　　　　160000002300    0005000000015000000100000000600000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001414131010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,9,13,2,3,14,5,6,4,1,10,12,11                                        207,9,13,2,3,14,5,6,4,1,10,12,11                                        30(7,9),13,2,(3,5),6,14,(1,4),12,(10,11)                                407,9,13,2,5,3,6,4,1,11,14,10,12                                        0
