RAA20130719201307184203011270000雲取山特別　Ｃ２一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          雲取山特別　Ｃ２一　雲取山特別　雲取山0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0001600000004800000027200000208000001600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,12,10,8,7,4,11,1,9,6,3,2                                            205,12,10,8,7,4,11,1,9,6,2,3                                            305,12,7,4,10,8,11,1,9,6,2,3                                            405,7,12,4,10,8,1,6,11,9,2,3                                            0
RAA20130720201307194203021080000ニッカンスポコム杯　Ｃ２三　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     ニッカンスポコム杯　ニッカンスポニッカ0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0001100000003300000018700000143000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,6,1,4,12,2,3,8,9,5,11,10                                            207,6,12,4,1,(2,3),8,9,5,10,11                                          307,6,12,4,1,3,2,5,8,9,10,11                                            407,12,6,4,3,1,8,5,2,9,10,11                                            0
RAA20130719201307184203010370000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TWO-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                            サラ系２歳　　　　　サラ系２歳　サラ系0000  110000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　130000002300    0001500000004500000025500000195000001500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,6,10,4,8,1,7,5,3,9                                                  202,6,10,4,8,1,7,5,3,9                                                  302,10,6,4,8,7,5,1,3,9                                                  402,10,4,6,5,7,3,8,1,9                                                  0
