RAA20130409201304083601030540000Ｃ２一組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２一組　　　　　　Ｃ２一組　　Ｃ２一0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    000010000000020000000100000000700000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101010204000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(3,6),1,8,2,10,9,7,5,4                                                203,6,2,(1,8),10,9,7,5,4                                                30(3,6),2,(1,8),10,5,9,7,4                                              402,3,6,1,8,10,5,9,7,4                                                  0
RAA20130424201304223602030640000Ｃ２一組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２一組　　　　　　Ｃ２一組　　Ｃ２一0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    000010000000020000000100000000700000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000090909204000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(7,9),(1,4,6),2,8,3,5                                                 207,9,6,1,2,4,3,8,5                                                     30(7,9),6,(1,2),4,3,5,8                                                 40(2,9),6,7,3,4,1,5,8                                                   0
RAA20130430201304293602060640000Ｃ２一組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２一組　　　　　　Ｃ２一組　　Ｃ２一0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000100000000200000001000000007000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,6,2,9,4,3,(1,7),10,8                                                205,6,9,2,10,7,4,3,8,1                                                  30(5,6),9,(7,8),(2,4),1,(3,10)                                          406,9,5,8,7,2,(1,4),3,10                                                0
RAA20130529201304293602060940000留守杯日高賞（ＧＤＪ）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　HIDAKA SHO                                                                                                                                                                                                                                                                                                                                                              留守杯日高賞（ＧＤＪ留守杯日高賞留守杯0000D 120000000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0002500000005750000032500000225000001250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,5,7,8,10,1,4,12,11,9,3,6                                            202,5,7,(8,10),1,4,12,9,11,3,6                                          302,7,5,8,1,10,4,9,12,11,(3,6)                                          402,7,8,1,5,4,9,10,12,11,6,3                                            0
RAA20130415201304143601050820000優れた芸術岩谷堂箪笥レースＣ１四組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     優れた芸術岩谷堂箪笥優れた芸術岩優れた0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000160000000320000001600000012000000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,9,1,2,7,3,8,10,6,5                                                  204,9,1,2,3,7,8,6,10,5                                                  304,1,2,(3,9),(6,7),8,5,10                                              404,1,3,(2,7),6,10,5,8,9                                                0
RAA20130430201304283602050920000ミヤマリンドウレースＣ１四組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     ミヤマリンドウレースミヤマリンドミヤマ0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000160000000320000001600000012000000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,7,8,4,(6,10),2,9,1,3                                                205,7,8,4,10,6,2,9,1,3                                                  305,7,8,4,6,1,2,9,10,3                                                  405,7,(1,4),6,2,8,3,9,10                                                0
RAA20130409201304083601030440000Ｃ２二組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２二組　　　　　　Ｃ２二組　　Ｃ２二0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000100000000200000001000000007000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,8,9,6,3,10,2,5,1,4                                                  207,8,9,6,10,2,1,5,3,4                                                  307,8,9,6,1,10,5,4,2,3                                                  407,8,6,9,1,2,5,10,4,3                                                  0
RAA20130424201304223602030540000Ｃ２二組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２二組　　　　　　Ｃ２二組　　Ｃ２二0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    000010000000020000000100000000700000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101010204000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(2,5),(1,10),4,3,7,8,(6,9)                                            202,5,10,1,3,4,7,9,6,8                                                  302,5,(1,10),3,9,4,(6,8),7                                              402,5,10,1,3,9,6,(4,8),7                                                0
RAA20130424201304223602031140000ヒナザクラレースＢ１一組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     ヒナザクラレースＢ１ヒナザクラレヒナザ0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000270000000540000002700000019000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,3,4,5,9,7,8,6,1                                                     202,3,4,9,7,8,6,5,1                                                     30(3,4),9,2,(7,8),(1,6),5                                               40(3,4,9),8,2,7,1,6,5                                                   0
