RAA20130902201309013605051120000宮古秋まつりレースＡ一組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     宮古秋まつりレースＡ宮古秋まつり宮古秋0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　180000002400    0000520000001040000005200000037000000150000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,9,10,6,7,1,5,4,8,2                                                  203,9,6,10,7,1,5,4,8,2                                                  303,9,10,(6,7),5,1,(4,8),2                                              403,(6,9),(1,10),7,5,4,8,2                                              0
RAA20130910201309093606030240000Ｃ２九組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２九組　　　　　　Ｃ２九組　　Ｃ２九0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000100000000200000001000000007000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,6,9,7,10,3,5,4,1,8                                                  202,6,3,9,5,7,10,4,1,8                                                  302,6,3,9,5,10,(4,7),1,8                                                406,2,3,5,9,4,10,7,8,1                                                  0
RAA20130909201309073606010210000Ｃ２十六組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２十六組　　　　　Ｃ２十六組　Ｃ２十0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000100000000200000001000000007000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,9,3,10,6,7,2,8,1,5                                                  204,9,6,(3,10),7,2,8,1,5                                                304,9,10,6,3,2,7,8,5,1                                                  404,9,10,3,2,7,5,6,8,1                                                  0
RAA20130919201309143606040510000選抜戦Ｃ２七組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     選抜戦Ｃ２七組　　　選抜戦Ｃ２七選抜戦0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000120000000240000001200000009000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,9,1,(3,7),10,6,4,8,5                                                202,9,1,3,7,4,10,6,5,8                                                  30(2,9),5,3,1,(4,7),10,6,8                                              402,5,9,1,3,4,7,10,8,6                                                  0
RAA20130903201309023605060840000Ｃ１二組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ１二組　　　　　　Ｃ１二組　　Ｃ１二0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000160000000320000001600000012000000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010103040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,9,2,4,3,10,7,6,1,8                                                  205,9,2,4,3,10,7,6,1,8                                                  30(5,9),7,4,2,10,3,6,1,8                                                409,5,2,4,1,7,6,3,10,8                                                  0
RAA20130919201309143606040210000一般戦Ｃ２八組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     一般戦Ｃ２八組　　　一般戦Ｃ２八一般戦0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000100000000200000001000000007000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,(4,7),9,8,3,2,5,1                                                   206,7,4,9,8,3,1,2,5                                                     306,7,9,4,(1,3),8,2,5                                                   406,7,4,1,9,3,2,5,8                                                     0
RAA20130919201309163606060840000ナンブアザミレースＣ１二組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     ナンブアザミレースＣナンブアザミナンブ0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000160000000320000001600000012000000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010103040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,4,7,3,1,10,9,5,8,6                                                  202,4,3,1,7,10,9,5,8,6                                                  302,4,8,3,1,9,10,5,6,7                                                  40(2,4),1,9,3,10,8,5,6,7                                                0
RAA20130909201309083606020220000Ｂ１一組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｂ１一組　　　　　　Ｂ１一組　　Ｂ１一0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　180000002400    0000270000000540000002700000019000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000606064040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,6,5,1,4,3                                                           202,6,(1,5),4,3                                                         302,6,(3,5),1,4                                                         406,2,3,1,5,4                                                           0
RAA20130909201309073606011110000ビギナーズＣ（中央認定）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　BEGINNERS CUP                                                                                                                                                                                                                                                                                                                                                           ビギナーズＣ（中央認ビギナーズＣビギナ0000D 110000000000000000000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0002500000005750000032500000225000001250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,3,(7,9),6,1,4,2,5                                                   208,3,7,(6,9),1,4,2,5                                                   308,3,7,9,1,6,4,2,5                                                     408,1,(3,7),6,2,9,4,5                                                   0
