RAA20131211201312104208021050000マルチウイン特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          マルチウイン特別（中マルチウインマルチ0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0004000000012000000068000000520000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,6,5,2,7,1,8,10,4,12,3,11                                            209,6,2,5,10,7,1,8,12,4,3,11                                            309,6,5,2,12,4,7,1,10,8,3,11                                            409,6,5,2,12,7,4,1,10,8,3,11                                            0
RAA20131212201312114208030860000川越藩の御蔵米記念　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     川越藩の御蔵米記念　川越藩の御蔵川越藩0000  000001000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0001100000003300000018700000143000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,5,2,7,3,11,12,1,8,9,6,10                                            204,5,2,7,3,11,1,12,9,8,6,10                                            304,7,11,2,5,12,3,9,1,8,6,10                                            407,11,4,2,3,12,9,5,8,6,1,10                                            0
RAA20131213201312124208040370000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　　　　　サラ系３歳　サラ系0000  120000000000000000000８２万上１１３万未満　　　　　　　　　　　　　　　　　　　　140000002300    0001000000003000000017000000130000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,9,8,11,12,6,4,10,2,3,1,7                                            205,9,8,11,6,4,12,10,3,2,7,1                                            305,9,11,8,6,12,4,3,10,7,2,1                                            405,11,8,6,9,12,4,10,3,7,2,1                                            0
RAA20131213201312124208040970000マルチサドル特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          マルチサドル特別（中マルチサドルマルチ0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0004000000012000000068000000520000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,8,9,1,10,11,5,4,3,6,12,7                                            202,8,9,10,1,11,5,4,6,3,12,7                                            308,2,10,1,9,11,4,6,12,3,5,7                                            408,10,1,11,4,6,12,2,9,3,7,5                                            0
RAA20131212201312114208031060000ゴールドＣ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　GOLD CUP                                                                                                                                                                                                                                                                                                                                                                ゴールドＣ　　　　　ゴールドＣ　ゴール0000D 130002000000000000000サラ系３歳上　ＯＰ　　　　　　　　　　　　　　　　　　　　　150000002300    0012000000042000000240000001200000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,7,11,8,9,10,1,3,6,12,2,5                                            204,7,11,8,10,9,1,3,6,5,2,12                                            3010,4,6,3,8,5,9,1,7,2,12,11                                            406,4,10,3,8,5,1,2,9,12,7,11                                            0
RAA20131214201312134208050780000サラ系一般　Ｃ２十１１１２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２十１サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0001000000003000000017000000130000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,5,12,7,1,8,3,10,4,6,2,11                                            209,12,5,7,8,10,1,3,4,6,11,2                                            3012,9,10,7,1,8,5,6,3,4,2,11                                            409,10,12,1,5,7,8,3,6,4,2,11                                            0
RAA20131214201312134208050880000葉牡丹賞　Ｃ３一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     葉牡丹賞　Ｃ３一　　葉牡丹賞　Ｃ葉牡丹0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0000900000002700000015300000117000000900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,6,12,8,4,9,3,10,11,7,1,5                                            202,6,12,8,4,9,3,11,10,1,7,5                                            302,6,12,8,3,7,11,10,9,4,1,5                                            402,8,3,12,7,6,10,(1,5),11,9,4                                          0
RAA20131226201312254209021060000キャンドルライト賞　Ｃ１二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     キャンドルライト賞　キャンドルラキャン0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0001200000003600000020400000156000001200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,3,8,1,9,5,7,10,2,6,12,11                                            204,3,7,8,1,9,5,10,2,6,12,11                                            303,7,4,9,8,1,10,5,6,12,2,11                                            403,4,7,(1,9),8,5,10,6,12,2,11                                          0
RAA20131210201312094208010340000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　　　　　サラ系３歳　サラ系0000  120000000000000000000１４１万上１７４万未満　　　　　　　　　　　　　　　　　　　140000002300    0001000000003000000017000000130000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,7,2,8,9,12,3,11,5,6,10,4                                            201,7,2,8,3,12,9,11,5,6,10,4                                            307,1,8,2,11,3,12,9,10,5,6,4                                            407,2,11,8,1,3,6,10,9,5,12,4                                            0
RAA20131211201312104208020650000サラ系一般　Ｃ２六　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２六　サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0001000000003000000017000000130000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111112030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,2,6,4,9,11,1,7,3,8,10                                               202,5,6,4,9,11,1,7,3,10,8                                               305,6,2,4,9,3,11,1,8,7,10                                               405,6,4,2,9,1,8,3,7,11,10                                               0
