RAA20131201201311305412011010000Ｂ－３　Ｂ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｂ－３　Ｂ　　　　　Ｂ－３　Ｂ　Ｂ－３0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000110000000280000001400000009000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808081030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,8,7,2,6,5,3,4                                                       201,8,7,2,6,5,3,4                                                       301,8,7,2,(5,6),3,4                                                     408,7,1,2,3,4,5,6                                                       0
RAA20131125201311245411060720000Ｃ２－５　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２－５　Ｃ２　　　Ｃ２－５　ＣＣ２－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000100000000250000001200000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,12,(8,11),10,2,(4,7),5,1,6,3                                        209,12,10,8,4,11,2,7,5,1,6,3                                            309,12,10,8,4,11,7,2,5,1,6,3                                            408,9,10,11,4,12,1,2,(3,7),6,5                                          0
RAA20131103201311025410051010000津野山神楽特別　Ａ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     津野山神楽特別　Ａ　津野山神楽特津野山0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000150000000380000001800000012000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,7,9,5,8,(2,3),6,4                                                   20(1,7),9,5,8,(2,3),6,4                                                 30(2,3,8,9),7,(1,5),6,4                                                 408,6,3,2,9,5,4,1,7                                                     0
RAA20131118201311175411040820000Ａ－２　Ａ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ａ－２　Ａ　　　　　Ａ－２　Ａ　Ａ－２0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000150000000380000001800000012000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,(2,4,5),8,1,(7,9),6                                                 203,4,(1,2),5,8,(7,9),6                                                 303,1,4,2,5,8,(7,9),6                                                   403,4,1,8,7,9,5,2,6                                                     0
