RAA20130716201307155507040940000えびの特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          えびの特別（中央交流えびの特別（えびの0000E 130002000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0005000000015000000050000000300000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,6,1,10,8,2,7,9,4,5                                                  203,6,10,1,8,7,2,9,4,5                                                  303,6,10,8,1,7,2,9,4,5                                                  403,6,10,8,1,9,7,2,4,5                                                  0
RAA20130716201307155507041040000大隅特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          大隅特別（中央交流）大隅特別（中大隅特0000E 130002000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0005000000015000000050000000300000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,7,1,6,5,4,2,9,8,10                                                  203,7,1,6,5,2,4,9,8,10                                                  301,7,3,5,6,2,4,9,8,10                                                  401,5,7,2,6,3,4,8,9,10                                                  0
RAA20130708201307075507020220000２歳－２組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TWO-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                            ２歳－２組　　　　　２歳－２組　２歳－0000  110004000000000000000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000290000000670000002600000015000000090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000707071040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,7,6,2,3,4,1                                                         205,7,6,2,3,4,1                                                         305,7,2,6,3,4,1                                                         405,7,2,6,3,1,4                                                         0
RAA20130722201307215508020720000２歳－１組（中央認定）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TWO-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                            ２歳－１組（中央認定２歳－１組（２歳－0000  110004000000000000000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0002500000007500000025000000150000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,2,7,6,4,8,1,9,3                                                     205,7,2,4,6,8,9,1,3                                                     305,7,2,4,6,8,9,1,3                                                     405,7,2,8,4,9,1,3,6                                                     0
RAA20130708201307065507010910000文月賞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FUMITSUKI SHO                                                                                                                                                                                                                                                                                                                                                           文月賞　　　　　　　文月賞　　　文月賞0000D 130002000000000000000サラ系３歳上　ＯＰ　　　　　　　　　　　　　　　　　　　　　175000002400    0000400000000920000003600000020000000120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808083040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,4,8,3,6,2,7,1                                                       205,4,8,3,6,2,7,1                                                       308,6,4,2,5,3,7,1                                                       408,6,2,4,3,7,5,1                                                       0
RAA20130722201307215508021120000里帰りＪｓＣホームタウンＣ　Ｂ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          里帰りＪｓＣホームタ里帰りＪｓＣ里帰り0000E 130002000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　175000002400    0000450000001040000004100000023000000140000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,10,5,11,6,2,9,3,4,7,1                                               208,10,11,5,6,3,2,9,4,7,1                                               308,10,11,6,5,3,2,4,7,1,9                                               406,11,8,10,5,4,3,7,2,1,9                                               0
RAA20130716201307155507040640000Ｃ２－３組　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      Ｃ２－３組　Ｃ２　　Ｃ２－３組　Ｃ２－0000  140004000000000000000サラ系４歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000100000000230000000900000005000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,5,8,7,9,1,6,2,3                                                     204,5,8,7,9,1,6,2,3                                                     304,5,7,8,9,2,6,1,3                                                     405,4,7,2,8,6,9,1,3                                                     0
RAA20130729201307285508040820000Ｃ２－２組　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      Ｃ２－２組　Ｃ２　　Ｃ２－２組　Ｃ２－0000  140004000000000000000サラ系４歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000100000000230000000900000005000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010092010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,4,2,8,5,7,10,6,9,3                                                  201,4,8,2,5,7,10,6,9,3                                                  304,8,2,5,1,7,10,6,3,9                                                  402,4,8,5,7,1,6,3,9                                                     0
RAA20130715201307145507030320000３歳－５組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３歳－５組　　　　　３歳－５組　３歳－0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000150000000350000001400000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,8,5,6,9,2,4,3,1                                                     207,8,9,5,6,2,4,3,1                                                     307,9,8,6,5,4,2,3,1                                                     407,9,8,6,5,4,2,3,1                                                     0
RAA20130715201307145507030420000Ｃ２－７組　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      Ｃ２－７組　Ｃ２　　Ｃ２－７組　Ｃ２－0000  140004000000000000000サラ系４歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000100000000230000000900000005000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000707072010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,5,1,2,6,4,3                                                         207,5,1,2,6,4,3                                                         307,5,6,1,4,2,3                                                         405,7,6,1,2,4,3                                                         0
RAA20130729201307285508040620000Ｃ２－７組　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      Ｃ２－７組　Ｃ２　　Ｃ２－７組　Ｃ２－0000  140004000000000000000サラ系４歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000100000000230000000900000005000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,4,8,1,6,3,7,5,9                                                     202,4,8,1,6,7,3,5,9                                                     302,8,1,4,7,6,3,5,9                                                     402,8,1,7,4,6,3,5,9                                                     0
RAA20130708201307075507020920000３歳－３組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３歳－３組　　　　　３歳－３組　３歳－0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000210000000480000001900000011000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808082030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,8,3,1,5,7,2,6                                                       204,8,3,1,5,7,2,6                                                       304,8,1,3,5,7,6,2                                                       404,8,1,3,5,7,6,2                                                       0
