SEB2002122020000325C70000020010000000000CONFLICT                            00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00001001364         0000000000000000000000000000000000000000000000000000IFTITAH                             0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020000325C70000020020000000000IFTITAH                             00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00002000000         0000000000000000000000000000000000000000000000000000CONFLICT                            0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020000325C70000020030000000000MUHTATHIR                           00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00003000000         0000000000000000000000000000000000000000000000000000CONFLICT                            0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020000325C70000020040000000000RAZIK                               00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00004000000         0000000000000000000000000000000000000000000000000000CONFLICT                            0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020000325C70000020050000000000FIRE THUNDER                        00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00005000000         0000000000000000000000000000000000000000000000000000CONFLICT                            0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020000325C70000020061993107657タガノサイレンス　　　　　　　　　　04110308200382橋本寿正859002八木　良司　　　　　　　　　　　　　　　　　　　　　　　　　　　緑，桃襷，袖黄一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　550000000065700000松永幹夫　　　　00       00606000000 34      0000000000000000000000000000000000000000000000000000CONFLICT                            0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020000325C70000020070000000000OUZO                                00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00007000000         0000000000000000000000000000000000000000000000000000CONFLICT                            0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020000325C70000020080000000000SIEGE                               00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00008000000         0000000000000000000000000000000000000000000000000000CONFLICT                            0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020000325C70000020090000000000BLUE SNAKE                          00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00009000000         0000000000000000000000000000000000000000000000000000CONFLICT                            0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020000325C70000020100000000000LATE NIGHT OUT                      00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00010000000         0000000000000000000000000000000000000000000000000000CONFLICT                            0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020000325C70000020110000000000SLIP STREAM                         00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00011000000         0000000000000000000000000000000000000000000000000000CONFLICT                            0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020000325C70000020120000000000THUNDER SKY                         00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00012000000         0000000000000000000000000000000000000000000000000000CONFLICT                            0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020000325C70000020130000000000CORNISH SNOW                        00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00013000000         0000000000000000000000000000000000000000000000000000CONFLICT                            0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020000325C70000050010000000000ABLE MASTER                         00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00010000000 34      0000000000000000000000000000000000000000000000000000FANTASTIC LIGHT                     0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020000325C70000050020000000000CAITANO                             00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       000020000003        0000000000000000000000000000000000000000000000000000FANTASTIC LIGHT                     0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
