RAA20171102201711014817030360000３歳１３組　１３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３歳１３組　１３　　３歳１３組　３歳１0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000630000002500000015000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,2,4,1,7,8,5,6,3                                                     209,2,4,1,8,7,5,6,3                                                     309,2,4,7,1,8,5,6,3                                                     409,2,4,7,1,8,5,6,3                                                     0
RAA20171130201711294819021160000名古屋ＣＣヴァルカン賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          名古屋ＣＣヴァルカン名古屋ＣＣヴ名古屋0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000500000001250000005000000030000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,3,5,4,8,10,9,6,2,1                                                  207,5,4,3,8,10,2,9,6,1                                                  307,5,(3,4),10,8,2,9,6,1                                                407,(4,5),10,3,(2,8),6,9,1                                              0
RAA20171102201711014817030260000３歳１４組　１４　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３歳１４組　１４　　３歳１４組　３歳１0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000630000002500000015000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808081020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,2,7,5,6,8,4,3                                                       201,2,7,5,8,6,3,4                                                       301,2,7,5,8,3,6,4                                                       401,2,5,7,8,3,6,4                                                       0
RAA20171102201711014817031260000ギンネム特別　Ａ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          ギンネム特別　Ａ２　ギンネム特別ギンネ0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000580000001450000005800000035000000230000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000606061020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,5,3,6,4,1                                                           202,5,3,6,4,1                                                           302,5,4,6,3,1                                                           405,2,4,6,3,1                                                           0
RAA20171114201711134818010340000Ｃ８組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ８組　　　　　　　Ｃ８組　　　Ｃ８組0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000200000000500000002000000012000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,4,9,8,6,2,5,1,7                                                     203,4,9,8,6,2,5,1,7                                                     303,4,9,8,6,2,5,1,7                                                     40(4,8),3,6,9,2,5,1,7                                                   0
RAA20171114201711134818010440000Ｃ７組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ７組　　　　　　　Ｃ７組　　　Ｃ７組0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000200000000500000002000000012000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,5,4,6,7,9,1,8,2                                                     203,5,4,6,7,9,1,8,2                                                     303,5,4,6,7,9,(1,8),2                                                   40(4,5),3,6,7,8,9,1,2                                                   0
RAA20171118201711174818041180000さざんか特別　Ａ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          さざんか特別　Ａ２　さざんか特別さざん0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000580000001450000005800000035000000230000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,4,2,7,5,9,1,8,3                                                     206,4,2,7,5,9,1,8,3                                                     306,4,2,1,5,7,3,8,9                                                     406,4,2,1,5,8,3,7,9                                                     0
RAA20171102201711014817030960000Ｂ７組　Ｂ７　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｂ７組　Ｂ７　　　　Ｂ７組　Ｂ７Ｂ７組0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000220000000550000002200000013000000090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,7,8,1,3,9,4,6,2                                                     205,7,8,1,3,9,6,4,2                                                     305,7,8,3,1,9,6,4,2                                                     407,3,8,9,5,6,4,1,2                                                     0
RAA20171114201711134818011040000霜月特別　Ｂ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          霜月特別　Ｂ２　　　霜月特別　Ｂ霜月特0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000280000000700000002800000017000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,9,6,4,8,2,5,7,3                                                     201,9,6,4,8,2,3,5,7                                                     301,9,6,4,8,5,3,7,2                                                     401,6,(4,8),5,3,7,2,9                                                   0
RAA20171128201711274819010540000Ｃ２３組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２３組　　　　　　Ｃ２３組　　Ｃ２３0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000200000000500000002000000012000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,6,8,10,1,7,5,9,2,3                                                  204,6,8,10,7,1,5,9,2,3                                                  304,6,7,8,10,1,5,9,2,3                                                  404,7,1,6,10,8,9,5,2,3                                                  0
