RAA20171012201710114508031060000オクトーバースター賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          オクトーバースター賞オクトーバーオクト0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0004000000014000000080000000600000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001414142020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,9,13,5,7,11,6,10,1,14,2,4,3,12                                      208,9,5,13,6,7,11,1,10,14,2,(3,4),12                                    308,9,13,11,5,(6,14),1,10,4,2,3,7,12                                    408,9,5,(1,6,13),(2,14),11,10,4,3,12,7                                  0
RAA20171012201710114508031160000鎌倉記念　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　KAMAKURA KINEN                                                                                                                                                                                                                                                                                                                                                          鎌倉記念　　　　　　鎌倉記念　　鎌倉記0000D 110004000000000000000サラ系２歳　ＯＰ　　　　　　　　　　　　　　　　　　　　　　150000002300    0012000000042000000240000001200000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001313132020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,6,(5,10),1,3,11,(4,12),13,8,9,7                                     202,6,1,10,5,3,11,4,12,8,7,13,9                                         30(6,12),(2,5,10),3,1,4,11,7,8,9,13                                     40(6,12),10,5,3,2,1,7,4,8,11,9,13                                       0
RAA20171014201710134508050780000小町特別　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(TWO-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                                 小町特別　　　　　　小町特別　　小町特0000E 110000000000000000000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0002300000008050000046000000345000002300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212123030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,2,10,12,11,4,5,8,1,6,7,3                                            209,2,10,11,12,4,5,8,1,6,3,7                                            3010,9,(2,11),12,5,8,4,1,7,3,6                                          4010,11,2,9,5,8,12,1,7,4,3,6                                            0
RAA20171012201710114508030260000サラ系３歳　５ロ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　５ロ　　サラ系３歳　サラ系0000  120000000000000000000１００万上１１１万未満　　　　　　　　　　　　　　　　　　　140000002300    0001100000003740000022000000154000001320000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,4,8,1,9,2,6,11,5,10,7,12                                            203,4,8,1,9,2,6,11,5,7,12,10                                            303,4,1,8,9,5,2,6,11,7,12,10                                            404,3,1,2,9,11,5,6,7,8,12,10                                            0
RAA20171011201710104508021050000快適生活♪にのみやＬｉｆｅ杯　Ｂ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          快適生活♪にのみやＬ快適生活♪に快適生0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　090000002300    00024000000084000000480000003600000024000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121210200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002010,8,3,9,7,6,5,12,4,11,1,2                                            3010,8,(3,9),(6,7),5,12,4,1,11,2                                        40(8,10),(3,6),5,(4,9),1,7,11,12,2                                      00                                                                      0
RAA20171013201710124508040970000サルビアＣ　Ｂ３下　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               サルビアＣ　Ｂ３下　サルビアＣ　サルビ0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　200000002300    0003000000010500000060000000450000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,11,4,(3,5),(1,9),7,6,10,8                                           202,11,3,5,4,1,9,7,6,10,8                                               302,3,1,4,9,10,11,(5,6,7),8                                             402,3,1,6,4,10,7,9,8,11,5                                               0
RAA20171014201710134508050480000サラ系一般　Ｃ２九十１１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２九十サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0001000000003400000020000000140000001200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111113030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,8,9,3,10,1,2,5,7,4,11                                               206,8,9,3,10,1,2,5,7,4,11                                               306,9,8,3,10,1,2,5,4,7,11                                               406,9,1,3,8,10,2,4,11,5,7                                               0
RAA20171010201710094508010740000宇宙忍者「バルタン店長」杯　Ｂ２一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          宇宙忍者「バルタン店宇宙忍者「バ宇宙忍0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0002600000009100000052000000390000002600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,6,5,2,(7,11),10,3,4,1,9                                             208,6,5,2,11,7,10,3,4,(1,9)                                             308,6,(2,5),(7,11),10,4,3,(1,9)                                         408,6,2,5,11,(7,10),1,4,3,9                                             0
