RAA20170315201703145418020450000はりまや盃（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(FOUR-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                           はりまや盃（中央交流はりまや盃（はりま0000E 140000000000000000000サラ系４歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0001000000002500000012500000075000000500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,7,11,12,10,2,4,9,(3,5),6,8                                          201,7,11,10,12,2,4,9,3,5,6,8                                            307,(1,11),10,2,5,4,(9,12),8,6,3                                        407,11,10,2,1,5,4,9,6,8,3,12                                            0
RAA20170315201703145418020550000黒船賞（中央交流）　Ｊｐｎ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　KUROFUNE SHO                                                                                                                                                                                                                                                                                                                                                            黒船賞（中央交流）　黒船賞（中央黒船賞0000C 140002000000000000000サラ系４歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0021000000048500000270000001900000010500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,6,12,1,(8,10),5,9,7,11,4,2                                          203,6,12,1,10,5,9,7,11,8,2,4                                            303,6,12,(1,10),9,5,7,11,(2,4),8                                        403,6,12,(1,9,10),5,7,11,4,8,2                                          0
RAA20170307201703065417040940000Ｃ１－３　Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ１－３　Ｃ１　　　Ｃ１－３　ＣＣ１－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000400000001000000005000000030000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001009092020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,5,2,1,8,(4,10),3,9                                                  206,1,5,2,10,8,4,9,3                                                    306,1,5,2,8,4,10,9,3                                                    406,1,2,4,8,10,5,9,3                                                    0
