RAA20170713201707124707011160000ラベンダー特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          ラベンダー特別（中央ラベンダー特ラベン0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000440000001100000004400000027000000180000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,9,8,6,7,3,4,2,1,10                                                  205,9,6,8,7,(2,4),3,1,10                                                305,9,8,2,4,1,7,6,3,10                                                  40(5,9),8,2,4,7,1,6,3,10                                                0
RAA20170714201707134707020970000マックル賞　Ｃ１２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     マックル賞　Ｃ１２　マックル賞　マック0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000190000000440000001900000014000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,6,4,8,2,9,1,(7,10),3                                                205,6,4,8,2,9,1,7,10,3                                                  305,6,8,2,4,9,7,1,3,10                                                  405,6,2,8,4,9,7,1,3,10                                                  0
RAA20170715201707144707030780000サラ系Ｃ５組　Ｃ５　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系Ｃ５組　Ｃ５　サラ系Ｃ５組サラ系0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000180000000420000001800000013000000090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,5,(1,7),4,6,8,10,9,2                                                203,5,1,7,4,6,9,8,2,10                                                  303,5,7,1,6,4,8,10,9,2                                                  40(5,7),3,1,6,4,8,10,9,2                                                0
RAA20170715201707144707030980000サラ系Ｂ８・Ｃ３組　Ｂ８Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系Ｂ８・Ｃ３組　サラ系Ｂ８・サラ系0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000190000000440000001900000014000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,(1,4),10,7,3,5,8,6,2                                                209,4,1,7,3,10,5,8,6,2                                                  309,4,7,1,(3,5),6,10,8,2                                                409,1,4,7,5,3,6,8,10,2                                                  0
RAA20170714201707134707020870000水芭蕉特別　１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               水芭蕉特別　１　　　水芭蕉特別　水芭蕉0000E 120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000400000000920000004000000028000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808082010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,5,7,4,3,6,2,8                                                       201,5,7,4,3,6,2,8                                                       301,7,4,3,5,6,2,8                                                       401,7,4,3,6,5,2,8                                                       0
RAA20170715201707144707031280000はまゆう特別　Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          はまゆう特別　Ｃ１　はまゆう特別はまゆ0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    00002400000005600000024000000170000001200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010101020300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010,2,8,3,9,6,7,5,4,1                                                  202,10,8,3,6,9,7,4,5,1                                                  302,10,8,3,6,9,4,7,5,1                                                  4010,2,8,6,3,9,7,4,5,1                                                  0
RAA20170713201707124707010360000サラ系３歳４組　４　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳４組　４　サラ系３歳４サラ系0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000580000002500000018000000130000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,9,2,3,7,8,6,4,5                                                     201,9,2,7,3,6,4,8,5                                                     301,9,7,2,3,6,4,8,5                                                     401,9,7,3,2,6,5,4,8                                                     0
