RAA20171010201710093508061140000マイルＣｈＳ南部杯（中央交流）　Ｊｐｎ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　MILE CHAMPIONSHIP NAMBU HAI                                                                                                                                                                                                                                                                                                                                             マイルＣｈＳ南部杯（マイルＣｈＳマイル0000A 000004000000000000000サラ系一般　ＯＰ　　　　　　　　　　　　　　　　　　　　　　160000002300    0045000000103500000585000004050000022500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001616162020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000303,7,11,2,9,14,6,8,5,13,16,12,4,1,10,15                                403,11,9,7,2,14,6,13,8,5,16,4,12,10,1,15                                00                                                                      00                                                                      0
RAA20171017201710163509031040000プロキオン賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          プロキオン賞（中央交プロキオン賞プロキ0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0001000000002000000010000000070000000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111102010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000301,8,6,(2,11),(3,5),(9,10),4                                           40(1,6),8,3,(5,11),4,9,2,10                                             00                                                                      00                                                                      0
RAA20171017201710163509031140000シリウス賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          シリウス賞（中央交流シリウス賞（シリウ0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　170000001100    0001000000002000000010000000070000000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111112100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,11,10,2,9,6,1,5,8,3,4                                               207,11,10,9,2,6,1,5,8,3,4                                               307,11,10,9,2,6,8,5,1,3,4                                               407,11,(2,10),6,9,1,5,8,3,4                                             0
RAA20171015201710143509010410000２歳　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TWO-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                            ２歳　　　　　　　　２歳　　　　２歳　0000  110000000000000000000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　160000001100    0000800000001600000008000000056000000240000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808082200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000302,4,7,8,(5,6),3,1                                                     402,4,7,6,3,5,8,1                                                       00                                                                      00                                                                      0
RAA20171029201710283510010410000フューチャーステップ（中央認定）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TWO-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                            フューチャーステップフューチャーフュー0000  110000000000000000000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　160000001100    000200000000460000002600000018000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030(2,8),11,9,(6,10),1,7,4,3,5                                           40(2,8),11,9,10,6,1,4,7,5,3                                             00                                                                      00                                                                      0
RAA20171016201710153509020520000Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２　　　　　　　　Ｃ２　　　　Ｃ２　0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000001100    0000200000000400000002000000014000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000309,7,6,4,2,(1,8),5,3                                                   409,6,7,4,2,5,8,3,1                                                     00                                                                      00                                                                      0
RAA20171030201710293510020520000Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２　　　　　　　　Ｃ２　　　　Ｃ２　0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000001100    00002000000004000000020000000140000000600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011101033000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003010,4,6,3,11,9,5,1,2,7                                                 4010,(4,6),5,3,1,9,2,11,7                                               00                                                                      00                                                                      0
RAA20171017201710163509030940000アヴァンギャルドイエロー賞　Ｂ２七組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     アヴァンギャルドイエアヴァンギャアヴァ0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0000300000000600000003000000021000000090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808082010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000302,6,5,8,1,4,7,3                                                       402,5,1,3,4,8,6,7                                                       00                                                                      00                                                                      0
RAA20171016201710153509021120000ＣＡＦＥ４０３三周年記念　Ｂ１一組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     ＣＡＦＥ４０３三周年ＣＡＦＥ４０ＣＡＦ0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0000420000000840000004200000030000000120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000301,2,6,8,9,5,3,4,7                                                     401,2,5,6,4,3,7,8,9                                                     00                                                                      00                                                                      0
RAA20171002201710013508020320000Ｃ２八組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２八組　　　　　　Ｃ２八組　　Ｃ２八0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　120000002300    0000200000000400000002000000014000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000302,3,8,(7,9),4,1,6,10,5                                                402,3,8,9,7,1,4,6,10,5                                                  00                                                                      00                                                                      0
RAA20171031201710303510030340000Ｃ２四組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２四組　　　　　　Ｃ２四組　　Ｃ２四0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0000200000000400000002000000014000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000308,9,1,(3,10),6,7,5,4,2                                                408,1,3,9,10,7,6,4,5,2                                                  00                                                                      00                                                                      0
RAA20171003201710023508030740000Ｂ２四組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｂ２四組　　　　　　Ｂ２四組　　Ｂ２四0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0000300000000600000003000000021000000090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000307,8,10,1,5,6,9,(3,4),2                                                407,8,1,6,5,10,3,9,4,2                                                  00                                                                      00                                                                      0
RAA20171017201710163509030740000Ｃ２（中央騎手騎乗）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２（中央騎手騎乗）Ｃ２（中央騎Ｃ２（0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000001100    0000200000000400000002000000014000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000908082100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000301,5,7,(2,3),8,6,4                                                     401,5,3,2,7,8,6,4                                                       00                                                                      00                                                                      0
RAA20171023201710223509051120000不来方賞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　KOZUKATA SHO                                                                                                                                                                                                                                                                                                                                                            不来方賞　　　　　　不来方賞　　不来方0000D 120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　200000002300    0005000000011500000065000000450000002500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111113040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,11,5,3,4,(2,7),6,1,9,10                                             208,11,5,3,4,6,7,9,2,1,10                                               308,11,3,5,6,4,7,9,(1,2),10                                             408,11,3,7,4,10,5,2,6,1,9                                               0
RAA20171030201710283510010610000Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２　　　　　　　　Ｃ２　　　　Ｃ２　0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　100000001100    000020000000040000000200000001400000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000090909110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030(8,9),4,5,2,3,7,1,6                                                   408,9,4,5,2,3,1,7,6                                                     00                                                                      00                                                                      0
RAA20171008201710073508040610000盛岡りんご賞　Ｃ２十三　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     盛岡りんご賞　Ｃ２十盛岡りんご賞盛岡り0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　120000002300    0000200000000400000002000000014000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000707073030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000305,7,1,4,2,6,3                                                         405,1,4,7,2,6,3                                                         00                                                                      00                                                                      0
RAA20171023201710223509050220000Ｃ２八組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２八組　　　　　　Ｃ２八組　　Ｃ２八0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　120000002300    0000200000000400000002000000014000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808082030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000308,6,7,(2,5),4,3,1                                                     408,6,(2,7),5,4,3,1                                                     00                                                                      00                                                                      0
RAA20171030201710283510010110000Ｃ２十三組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２十三組　　　　　Ｃ２十三組　Ｃ２十0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　120000002300    0000200000000400000002000000014000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000908081010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000304,7,3,1,5,9,8,2                                                       404,(3,7),1,5,8,9,2                                                     00                                                                      00                                                                      0
RAA20171023201710213509040710000キリン一番搾り岩手に乾杯賞　Ｃ１十組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     キリン一番搾り岩手にキリン一番搾キリン0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0000260000000520000002600000019000000070000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000307,1,2,9,5,6,8,3,4                                                     407,1,2,9,5,8,3,6,4                                                     00                                                                      00                                                                      0
