RAA20170327201703265523061120000マーチ特選　Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     マーチ特選　Ｃ１　　マーチ特選　マーチ0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000290000000670000002600000015000000090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,9,3,6,2,5,11,4,12,8,7,10                                            201,9,3,11,6,2,5,4,12,8,7,10                                            301,9,6,11,3,2,5,4,8,7,12,10                                            401,9,11,4,2,6,7,8,3,5,12,10                                            0
RAA20170313201703115523011010000古伊万里賞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　KOIMARI SHO                                                                                                                                                                                                                                                                                                                                                             古伊万里賞　　　　　古伊万里賞　古伊万0000D 120004000000000000000サラ系３歳　ＯＰ　　　　　　　　　　　　　　　　　　　　　　180000002400    0000400000000920000003600000020000000120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,7,2,8,4,6,9,1,10,3                                                  205,7,2,8,4,6,9,1,10,3                                                  305,7,2,9,4,8,6,1,3,10                                                  402,5,7,9,1,6,4,8,3,10                                                  0
RAA20170306201703055522061220000春望賞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　SHUNBO SHO                                                                                                                                                                                                                                                                                                                                                              春望賞　　　　　　　春望賞　　　春望賞0000D 130002000000000000000サラ系３歳上　ＯＰ　　　　　　　　　　　　　　　　　　　　　140000002400    0000600000001380000005400000030000000180000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808082010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,3,4,2,1,6,7,8                                                       205,3,2,4,1,6,7,8                                                       305,3,4,2,1,6,7,8                                                       403,5,4,2,1,6,8,7                                                       0
RAA20170321201703205523040940000若葉賞　Ｂ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     若葉賞　Ｂ　　　　　若葉賞　Ｂ　若葉賞0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000580000002300000013000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808083020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,4,8,1,5,3,6,2                                                       207,8,4,5,1,3,6,2                                                       307,8,5,3,4,6,1,2                                                       408,7,5,3,6,1,2,4                                                       0
RAA20170321201703205523041040000ファンタスティックＣ　Ａ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     ファンタスティックＣファンタステファン0000  130002000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000370000000850000003300000019000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000908083020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,5,9,3,8,2,7,6                                                       201,5,3,9,2,8,6,7                                                       305,1,3,9,2,8,6,7                                                       403,9,2,8,1,6,7,5                                                       0
RAA20170327201703265523061020000ふたご座特選　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      ふたご座特選　Ｃ２　ふたご座特選ふたご0000  140004000000000000000サラ系４歳上　　　　　　　　　　　　　　　　　　　　　　　　175000002400    0000170000000390000001500000009000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,8,3,2,5,1,7,4,9,10                                                  206,8,3,1,2,7,5,9,4,10                                                  308,6,3,2,5,1,7,9,4,10                                                  403,8,6,2,5,10,1,7,9,4                                                  0
RAA20170312201703115523010910000春分賞　Ｂ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     春分賞　Ｂ　　　　　春分賞　Ｂ　春分賞0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000230000000530000002100000012000000070000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000707071010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,7,1,4,3,2,6                                                         205,7,1,4,2,3,6                                                         305,4,1,2,7,3,6                                                         404,5,2,1,3,6,7                                                         0
