RAA20170709201707085405030410000土佐あかうし特別　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          土佐あかうし特別　　土佐あかうし土佐あ0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    000020000000050000000250000001500000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111304000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(3,8),11,10,9,1,6,7,5,4,2                                             208,3,11,10,9,6,1,7,5,4,2                                               308,3,(10,11),9,6,1,2,5,4,7                                             408,3,11,10,6,2,9,4,1,5,7                                               0
RAA20170709201707085405031010000オニユリ特別　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          オニユリ特別　Ｃ３　オニユリ特別オニユ0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    00003000000007500000038000000220000001500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111120400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011,7,5,10,2,4,6,9,1,8,3                                               2011,7,5,10,2,4,9,6,1,8,3                                               30(7,11),5,10,2,4,9,1,6,8,3                                             407,10,4,11,2,5,1,6,9,8,3                                               0
RAA20170730201707295406030410000ところてん特別　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     ところてん特別　Ｃ２ところてん特ところ0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000300000000750000003800000022000000150000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,3,11,5,(1,7),10,4,8,6                                               202,3,5,11,7,1,10,4,8,6                                                 302,3,5,11,4,7,(1,8,10),6                                               402,5,11,8,3,10,4,6,7,1                                                 0
