RAA20170309201703084721011060000つくし賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          つくし賞（中央交流）つくし賞（中つくし0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000370000000930000003700000023000000150000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,3,10,1,(5,7),8,4,6,9                                                202,3,1,10,5,7,4,8,6,9                                                  302,3,10,7,5,1,4,8,6,9                                                  402,10,5,4,7,1,(3,8),9,6                                                0
RAA20170309201703084721011160000春蘭特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          春蘭特別（中央交流）春蘭特別（中春蘭特0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　180000002400    0000410000001030000004100000025000000170000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,3,4,7,1,10,6,8,9,2                                                  205,4,3,7,1,10,6,9,8,2                                                  305,4,7,6,1,10,9,3,2,8                                                  405,4,7,6,1,(9,10),2,3,8                                                0
RAA20170323201703224721041060000盛春賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          盛春賞（中央交流）　盛春賞（中央盛春賞0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000370000000930000003700000023000000150000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,9,10,7,5,1,4,3,8,6                                                  202,9,10,7,5,4,1,3,8,6                                                  309,10,2,7,5,3,4,8,6,1                                                  4010,2,9,7,3,5,4,6,8,1                                                  0
RAA20170311201703104721030680000サラ系Ｃ４組　Ｃ４　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系Ｃ４組　Ｃ４　サラ系Ｃ４組サラ系0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000160000000370000001600000012000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,9,4,2,1,8,5,3,10,6                                                  207,9,4,1,2,8,3,5,10,6                                                  307,9,4,1,(2,5),8,3,10,6                                                407,9,4,1,2,5,8,(3,10),6                                                0
RAA20170309201703084721010760000サラ系Ｂ３組　Ｂ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系Ｂ３組　Ｂ３　サラ系Ｂ３組サラ系0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    000017000000040000000170000001200000009000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101010101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(1,3),8,9,4,10,7,6,5,2                                                201,3,8,9,4,10,7,6,5,2                                                  301,3,8,9,4,(7,10),6,5,2                                                401,8,3,9,4,7,6,10,5,2                                                  0
RAA20170323201703224721041160000桜月特別　１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               桜月特別　１　　　　桜月特別　１桜月特0000E 120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000380000000880000003800000027000000190000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,5,6,2,3,8,9,7,10,4                                                  201,5,2,6,3,7,8,9,10,4                                                  301,5,(2,6),(3,8),9,7,10,4                                              40(1,5),(2,6),8,3,9,7,10,4                                              0
RAA20170311201703104721031180000ヒヤシンス特別　Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          ヒヤシンス特別　Ｃ１ヒヤシンス特ヒヤシ0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000220000000510000002200000016000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,4,5,6,(3,8),9,7,10,1                                                202,4,5,3,(6,8),9,7,10,1                                                302,4,5,9,3,6,8,7,10,1                                                  402,4,9,5,8,3,6,7,10,1                                                  0
RAA20170325201703244721061080000タンポポ特別　Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          タンポポ特別　Ｃ１　タンポポ特別タンポ0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000220000000510000002200000016000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,(2,9,10),6,1,3,4,5,8                                                207,9,(2,10),6,1,3,4,5,8                                                307,9,2,10,1,6,3,4,8,5                                                  407,9,2,(6,10),1,3,4,8,5                                                0
RAA20170324201703234721050470000陽奈望小学校卒業おめでとう記念　Ｃ９　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     陽奈望小学校卒業おめ陽奈望小学校陽奈望0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000160000000370000001600000012000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,9,3,5,10,1,6,2,8,4                                                  207,9,(3,5),10,6,1,2,4,8                                                307,9,5,10,(3,6),1,2,4,8                                                407,9,5,(6,10),3,1,2,8,4                                                0
RAA20170311201703104721030180000サラ系Ｃ９組　Ｃ９　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系Ｃ９組　Ｃ９　サラ系Ｃ９組サラ系0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000160000000370000001600000012000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,2,8,7,6,10,5,1,4,3                                                  209,8,2,7,6,10,5,1,4,3                                                  308,9,7,5,2,6,10,1,4,3                                                  408,5,9,7,2,6,10,1,(3,4)                                                0
