RAA20170620201706185404040720000高知優駿　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　KOCHI YUSHUN                                                                                                                                                                                                                                                                                                                                                            高知優駿　　　　　　高知優駿　　高知優0000D 120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　190000002400    00050000000125000000625000003750000025000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010,12,9,3,11,5,8,1,2,7,4,6                                            2010,12,9,3,8,1,5,11,2,7,6,4                                            3010,12,3,8,1,9,2,6,5,11,4,7                                            4010,8,12,3,1,6,5,11,7,4                                                0
RAA20170604201706035404010210000３歳－３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３歳－３　　　　　　３歳－３　　３歳－0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000200000000500000002500000015000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,8,(2,10),5,9,4,1,7,3                                                206,8,2,10,5,9,4,(1,7),3                                                306,8,2,10,5,9,4,1,7,3                                                  408,6,5,9,(2,4,10),1,7,3                                                0
RAA20170625201706245404050310000３歳－３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３歳－３　　　　　　３歳－３　　３歳－0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000200000000500000002500000015000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,11,1,6,4,(2,7,12),10,3,8,5                                          209,11,1,4,6,2,7,12,3,10,8,5                                            309,11,(1,4),(2,6,12),7,3,10,5,8                                        409,11,4,1,12,6,7,2,3,10,5,8                                            0
RAA20170626201706255404060220000Ｃ３－５　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ３－５　Ｃ３　　　Ｃ３－５　ＣＣ３－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000200000000500000002500000015000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,(10,11),6,8,7,2,1,5,3                                               209,10,11,6,8,7,5,2,3,1                                                 309,10,11,6,8,5,2,7,1,3                                                 409,10,11,6,2,8,5,7,3,1                                                 0
