HR22010081620100814100201011616000000000000000000000000000000000000000000000000000000000000000000000000900000028001                          090000001300115000000160030100000070007                          5800000053003                          0915000000800003                                091500000040000301090000016600150115000002230021                                                                                                                0915000001260004                                                                                010915000007260020                                    0915010000257400069                                                                                               
HR22010081620100814100201021414000000000000000000000000000000000000000000000000000000000000000000000000100000074004                          010000002900611000000370080700000040009                          1700000644018                          0111000006160034                                011100000203003401070000016200310711000002790038                                                                                                                0111000010860064                                                                                010711000022370089                                    0111070001042100452                                                                                               
HR22010081620100814100201031212000000000000000000000000000000000000000000000000000000000000000000000000200000022001                          020000001300212000000160030900000023004                          2800000048002                          0212000000590002                                021200000034000302090000004900060912000000790008                                                                                                                0212000000770002                                                                                020912000001940004                                    0212090000055400010                                                                                               
HR22010081620100814100201041010000000000000000000000000000000000000000000000000000000000000000000000000500000016001                          050000001100107000000130020300000015003                          5700000044003                          0507000000410001                                050700000018000103050000002200030307000000380005                                                                                                                0507000000550001                                                                                030507000000610001                                    0507030000016500001                                                                                               
HR22010081620100814100201051515000000000000000000000000000000000000000000000000000000000000000000000000500000100004                          050000003000508000000500081100000014001                          3500000508015                          0508000010330033                                050800000239002905110000007700070811000001140016                                                                                                                0508000016950058                                                                                050811000009510034                                    0508110000812900255                                                                                               
HR22010081620100814100201061818000000000000000000000000000000000000000000000000000000000000000000000000800000104004                          080000003700410000001630140600000053007                          4500000383015                          0810000033440067                                081000000879006906080000020000210610000009880075                                                                                                                0810000043080096                                                                                060810000090610187                                    0810060006582801173                                                                                               
HR22010081620100814100201071616000000000000000000000000000000000000000000000000000000000000000000000001400000026001                          140000001300112000000280040700000032006                          6700000175008                          1214000001690006                                121400000065000607140000005700040712000001500018                                                                                                                1412000002560008                                                                                071214000004450013                                    1412070000206300061                                                                                               
HR22010081620100814100201081414000000000000000000000000000000000000000000000000000000000000000000000001400000061002                          140000001800310000000140020300000011001                          6800000174006                          1014000002090007                                101400000057000503140000002900020310000000230001                                                                                                                1410000004630016                                                                                031014000001180002                                    1410030000122300028                                                                                               
HR22010081620100814100201091010000000000000000000000000000000000000000000000000000000000000000000000000500000068003                          050000001400209000000110010200000022005                          5800000029001                          0509000000270001                                050900000016000102050000004900090209000000270004                                                                                                                0509000001290006                                                                                020509000000750003                                    0509020000057500017                                                                                               
HR22010081620100814100201100909000000000000000000000000000000000000000000000000000000000000000000000000200000025001                          020000001400109000000370060800000069008                          2800000157007                          0209000002050007                                020900000075001002080000018700190809000003650027                                                                                                                0209000002960013                                                                                020809000020240045                                    0209080000794700178                                                                                               
HR22010081620100814100201111313000000000000000000000000000000000000000000000000000000000000000000000000800000035001                          080000001600105000000250050900000027006                          4600000082004                          0508000001430005                                050800000058000708090000006900100509000001090014                                                                                                                0805000002900009                                                                                050809000004220016                                    0805090000202900064                                                                                               
HR22010081620100814100201121111000000000000000000000000000000000000000000000000000000000000000000000001000000043003                          100000001600307000000150020800000024005                          6800000032001                          0710000000780003                                071000000028000308100000007800110708000000600006                                                                                                                1007000001550006                                                                                070810000002710009                                    1007080000116100034                                                                                               
HR22010081620100815100202011010000000000000000000000000000000000000000000000000000000000000000000000001000000076003                          100000001600309000000120020100000010001                          8800000115004                          0910000001360004                                091000000031000401100000002400030109000000140001                                                                                                                1009000003060011                                                                                010910000000500002                                    1009010000063400020                                                                                               
HR22010081620100815100202021111000000000000000000000000000000000000000000000000000000000000000000000000900000034002                          090000001500203000000190030400000022004                          3700000104004                          0309000000950003                                030900000037000304090000006200070304000000750011                                                                                                                0903000001720005                                                                                030409000002340009                                    0903040000107000029                                                                                               
HR22010081620100815100202031616000000000000000000000000000000000000000000000000000000000000000000000001000000036002                          100000001600111000000250040800000025005                          5600000192008                          1011000001770006                                101100000063000508100000006600060811000001260017                                                                                                                1011000002970009                                                                                081011000004160013                                    1011080000224000059                                                                                               
HR22010081620100815100202041010000000000000000000000000000000000000000000000000000000000000000000000000300000016001                          030000001100106000000160041000000013002                          3600000050003                          0306000000590003                                030600000024000303100000001600010610000000430005                                                                                                                0306000000780003                                                                                030610000000660002                                    0306100000020300005                                                                                               
HR22010081620100815100202051616000000000000000000000000000000000000000000000000000000000000000000000000100000016001                          010000001100108000000160031400000023004                          1400000044002                          0108000000440002                                010800000021000201140000004300040814000000930010                                                                                                                0108000000570002                                                                                010814000001600005                                    0108140000035600007                                                                                               
HR22010081620100815100202061818000000000000000000000000000000000000000000000000000000000000000000000001800000453012                          180000008901116000000190021200000030004                          8800000208008                          1618000008280033                                161800000242003412180000060200571216000000660003                                                                                                                1816000022400075                                                                                121618000027470093                                    1816120002329200651                                                                                               
HR22010081620100815100202071717000000000000000000000000000000000000000000000000000000000000000000000001200000134005                          120000003600511000000180020600000030003                          6600000437014                          1112000003690011                                111200000101001006120000018100190611000000750007                                                                                                                1211000010570031                                                                                061112000009190028                                    1211060000933600241                                                                                               
HR22010081620100815100202081616000000000000000000000000000000000000000000000000000000000000000000000000200000108004                          020000002200412000000150020400000012001                          1600000087003                          0212000001980008                                021200000077000802040000004700030412000000200001                                                                                                                0212000005390019                                                                                020412000001380002                                    0212040000146100030                                                                                               
HR22010081620100815100202091010000000000000000000000000000000000000000000000000000000000000000000000000200000061004                          020000001800408000000140010700000106010                          2700000080002                          0208000000840003                                020800000033000202070000041100350708000001880019                                                                                                                0208000002050009                                                                                020708000013620037                                    0208070000671300179                                                                                               
