RA720100503201005010401010110000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　                                                                                                                                                                                                                                                                                                                                                                        　　　　　　　　　　　　　　　　　　　0000  120003000703000000703　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　180000002300    000500000002000000013000000075000000500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009550000111111101131118136139125126137140135000000000000000000000000000000000000000000000000000038552441253811(2,*8)9(1,10)5(3,7,11)4,6                                             21(2,*8)10(1,5,9)(3,7,11)-(4,6)                                         31(*2,8)(1,10)9(3,7,6)5,11-4                                            412,8(1,10)(9,7,6)(3,5)11=4                                             0
RA720100503201005010401010210000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　                                                                                                                                                                                                                                                                                                                                                                        　　　　　　　　　　　　　　　　　　　0000  120003000703000000703　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　220000001100B   00050000000200000001300000007500000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001020000011111111013411312514013913912912311511712400000000000000000000000000000000000000000000003725123564791111-6(10,9)(1,2)8(4,7)5,3                                              2111-6(10,9)(1,2,8)7,4,3,5                                              31(*11,6,9)(10,8)(2,7)-(1,3)(4,5)                                       41(*11,6,9)(10,2,7,8)-3,5,1,4                                           0
RA720100503201005010401010310000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　                                                                                                                                                                                                                                                                                                                                                                        　　　　　　　　　　　　　　　　　　　0000  120203000703000000703　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　160000001200B   0005000000020000000130000000750000005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105000001616161101271091201221261151141260000000000000000000000000000000000000000000000000000000356478355481314-9(3,7)12,5(8,10)(2,16)15(11,14)6=1-13                               414-(9,7,12)(3,5)(8,10,16)(2,15)(11,14)-6-1=13                          00                                                                      00                                                                      0
RA720100503201005010401010410000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　                                                                                                                                                                                                                                                                                                                                                                        　　　　　　　　　　　　　　　　　　　0000  12A003000703000000703　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　120000002300    000500000002000000013000000075000000500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011200000151515101121106115128132137000000000000000000000000000000000000000000000000000000000000034247039751231(*8,12)(3,9,11)-2(5,6)(10,13)4-(7,15)1,14                             41(*8,12)(3,9,11)-(2,5)6,4,13,10,15(7,14)1                              00                                                                      00                                                                      0
RA720100503201005010401010510000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　                                                                                                                                                                                                                                                                                                                                                                        　　　　　　　　　　　　　　　　　　　0000  120023000703000000703　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　180000001200B   0005000000020000000130000000750000005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000115000001212121101251161161231231291231131240000000000000000000000000000000000000000000000000000357480360489315,4(3,12)6(1,2,7)-(8,9)(11,10)                                        415,4(3,6,12)(1,2,7)(8,9)(11,10)                                        00                                                                      00                                                                      0
RA720100503201005010401010610000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　                                                                                                                                                                                                                                                                                                                                                                        　　　　　　　　　　　　　　　　　　　0000  120003000703000000703　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000001100B   0005000000020000000130000000750000005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000124000001616161101241091101161171201240000000000000000000000000000000000000000000000000000000000343459361477315(9,10)(7,16)13(1,8,14)12-(4,2,6)-(3,11,15)                           415(9,10)(7,13,16)(1,8,14,12)-(4,2,6)-3-11=15                           00                                                                      00                                                                      0
RA720100503201005010401010710000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　                                                                                                                                                                                                                                                                                                                                                                        　　　　　　　　　　　　　　　　　　　0000  140204000000005005005　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　180000002300    0007100000028000000180000001100000007100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000131000001111111011311181291311231221261281370000000000000000000000000000000000000000000000000000378509391513116-7(1,11)2(3,8,9)(5,4,10)                                             216-(1,7)11-2(8,9)(3,10)(5,4)                                           316-(7,11)1,2,5,9(3,8,10)4                                              416-(7,11)-(1,2)5,9,10(3,8,4)                                           0
RA720100503201005010401010810000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　                                                                                                                                                                                                                                                                                                                                                                        　　　　　　　　　　　　　　　　　　　0000  140004000000005005005　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　120000001100B   0007100000028000000180000001100000007100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000134000001616161101191031091101201290000000000000000000000000000000000000000000000000000000000000331441359468319,14-(2,5,11)(1,15)(3,12)(10,7)-(6,8)13-16=4                          419,14-(5,11)(2,1,15)12(3,10,7)-(6,8,13)-16=4                           00                                                                      00                                                                      0
RA720100503201005010401010910000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　                                                                                                                                                                                                                                                                                                                                                                        　　　　　　　　　　　　　　　　　　　0000  140004000000005005005　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　180000002300    000710000002800000018000000110000000710000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014150000131313101126117129137131130128129137000000000000000000000000000000000000000000000000000037250939452411(*4,6)1(2,3,13)(8,10,12)(7,11)=9,5                                    21(*4,6)(1,3,13)(2,12)(8,10)7,11-(9,5)                                  31(*4,6)(13,5)(1,12)(3,8,2,10,11)(9,7)                                  41(4,*6,13,5)(1,12)-(10,11)(8,2,7)3,9                                   0
RA720100503201005010401011010000荒川峡特別　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ARAKAWAKYO TOKUBETSU                                                                                                                                                                                                                                                                                                                                                    荒川峡特別　　　　　荒川峡特別　荒川峡0000E 14A004000000005005005　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　200000001200B   0010200000041000000260000001500000010200000000000000000000000000000000000000000000000000000000000000238000000680000003400000000000000000000000000000000000000000145000000808081101291201221241291271261151051190000000000000000000000000000000000000000000000000371495339465313,8(1,6,5)(2,7)4                                                      413,8(1,6,5)(2,7)4                                                      00                                                                      00                                                                      0
