順位,種牡馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
350,シルバーシヤーク,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,65,0.0,4.0着,2.5人気,6.5,,130,0,0.0%,50.0%,0.0%,112.10,12.46,57.81
351,ジヤツジアンジエルーチ,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,80,0.0,5.0着,5.5人気,36.1,,160,0,0.0%,50.0%,0.0%,112.45,12.49,57.63
352,ジムフレンチ,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,235,0.0,8.5着,7.0人気,22.7,,470,0,0.0%,50.0%,0.0%,111.80,12.42,57.96
353,シエルシユールドール,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,205,0.0,6.0着,6.5人気,46.6,,410,0,0.0%,50.0%,0.0%,118.20,13.13,54.82
354,サンライズバッカス,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,135,0.0,9.0着,11.0人気,216.4,,270,0,0.0%,50.0%,0.0%,114.20,12.69,56.74
355,エアジハード,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,150,0.0,7.0着,9.5人気,284.9,,300,0,0.0%,50.0%,0.0%,114.65,12.74,56.52
356,アグネスカミカゼ,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,60,0.0,4.0着,2.0人気,3.8,,120,0,0.0%,50.0%,0.0%,113.55,12.62,57.07
357,"With Approval",  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,60,0.0,8.0着,7.0人気,60.2,,120,0,0.0%,50.0%,0.0%,112.60,12.51,57.55
358,"Kris S.",  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,55,0.0,4.5着,3.5人気,13.4,,110,0,0.0%,50.0%,0.0%,113.60,12.62,57.04
359,"Hold That Tiger",  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,195,0.0,7.5着,5.0人気,12.2,,390,0,0.0%,50.0%,0.0%,115.45,12.83,56.13
360,Galileo,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,290,0.0,7.0着,5.5人気,11.6,,580,0,0.0%,50.0%,0.0%,115.85,12.87,55.93
361,"Flashy Bull",  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,90,0.0,6.0着,4.5人気,11.3,,180,0,0.0%,50.0%,0.0%,112.65,12.52,57.52
362,Alwuhush,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,315,0.0,5.0着,9.5人気,99.4,,630,0,0.0%,50.0%,0.0%,114.75,12.75,56.47
363,ワンダービクトリー,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,400,0.0,2.0着,6.0人気,16.6,,400,0,0.0%,100.0%,0.0%,113.40,12.60,57.14
364,ヤマニンゼファー,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,200,0.0,2.0着,4.0人気,6.5,,200,0,0.0%,100.0%,0.0%,112.40,12.49,57.65
365,メジロイーグル,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,390,0.0,2.0着,6.0人気,11.9,,390,0,0.0%,100.0%,0.0%,114.70,12.74,56.50
366,マツチレススピード,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,190,0.0,2.0着,2.0人気,5.4,,190,0,0.0%,100.0%,0.0%,114.50,12.72,56.59
367,ボーナスフィーバー,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,110,0.0,2.0着,2.0人気,2.5,,110,0,0.0%,100.0%,0.0%,114.00,12.67,56.84
368,ヘニーヒューズ,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,110,0.0,2.0着,1.0人気,2.1,,110,0,0.0%,100.0%,0.0%,115.20,12.80,56.25
369,ネヴアーダンス,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,310,0.0,2.0着,7.0人気,15.9,,310,0,0.0%,100.0%,0.0%,114.10,12.68,56.79
370,ニツポーキング,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,500,0.0,2.0着,6.0人気,27.4,,500,0,0.0%,100.0%,0.0%,112.40,12.49,57.65
371,ナオキ,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,290,0.0,2.0着,7.0人気,15.8,,290,0,0.0%,100.0%,0.0%,112.50,12.50,57.60
372,トウシヨウサミツト,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,240,0.0,2.0着,5.0人気,17.3,,240,0,0.0%,100.0%,0.0%,113.30,12.59,57.19
373,ダイシユンエイ,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,560,0.0,2.0着,7.0人気,33.5,,560,0,0.0%,100.0%,0.0%,117.50,13.06,55.15
374,ソーブレスド,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,120,0.0,2.0着,2.0人気,3.0,,120,0,0.0%,100.0%,0.0%,114.50,12.72,56.59
375,スズユウ,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,470,0.0,2.0着,7.0人気,21.0,,470,0,0.0%,100.0%,0.0%,111.90,12.43,57.91
376,シルクジャスティス,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,110,0.0,2.0着,1.0人気,2.3,,110,0,0.0%,100.0%,0.0%,115.50,12.83,56.10
377,サンオーイ,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,120,0.0,2.0着,2.0人気,3.4,,120,0,0.0%,100.0%,0.0%,113.70,12.63,56.99
378,サフロンウォルデン,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,120,0.0,2.0着,2.0人気,3.3,,120,0,0.0%,100.0%,0.0%,113.80,12.64,56.94
379,サチエノヒリユウ,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,120,0.0,2.0着,2.0人気,3.3,,120,0,0.0%,100.0%,0.0%,118.40,13.16,54.73
380,サクラスパート,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,120,0.0,2.0着,1.0人気,2.8,,120,0,0.0%,100.0%,0.0%,113.90,12.66,56.89
381,ケルゼツク,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,170,0.0,2.0着,3.0人気,3.8,,170,0,0.0%,100.0%,0.0%,113.50,12.61,57.09
382,キンカイチフジ,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,260,0.0,2.0着,4.0人気,12.3,,260,0,0.0%,100.0%,0.0%,116.20,12.91,55.77
383,アウザール,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,150,0.0,2.0着,1.0人気,2.6,,150,0,0.0%,100.0%,0.0%,116.00,12.89,55.86
384,Tapit,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,130,0.0,2.0着,1.0人気,3.0,,130,0,0.0%,100.0%,0.0%,115.60,12.84,56.06
385,Nureyev,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,110,0.0,2.0着,1.0人気,1.8,,110,0,0.0%,100.0%,0.0%,110.90,12.32,58.43
386,"Mt. Livermore",  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,100,0.0,2.0着,1.0人気,2.3,,100,0,0.0%,100.0%,0.0%,113.50,12.61,57.09
387,Homebuilder,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,160,0.0,2.0着,1.0人気,3.7,,160,0,0.0%,100.0%,0.0%,113.50,12.61,57.09
388,Halo,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,110,0.0,2.0着,1.0人気,1.3,,110,0,0.0%,100.0%,0.0%,117.50,13.06,55.15
389,"Easy Goer",  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,110,0.0,2.0着,1.0人気,1.2,,110,0,0.0%,100.0%,0.0%,110.80,12.31,58.48
390,"Cox's Ridge",  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,120,0.0,2.0着,1.0人気,1.5,,120,0,0.0%,100.0%,0.0%,118.30,13.14,54.78
391,"Colonial Affair",  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,110,0.0,2.0着,1.0人気,1.5,,110,0,0.0%,100.0%,0.0%,113.90,12.66,56.89
392,トワイニング,  0-  0-  3-  8/ 11,0.0%,0.0%,27.3%,0,124,0.0,8.4着,10.7人気,126.5,,457,0,0.0%,0.0%,27.3%,114.01,12.67,56.84
393,ワツスルタツチ,  0-  0-  2- 15/ 17,0.0%,0.0%,11.8%,0,24,0.0,7.0着,7.4人気,33.2,,205,0,0.0%,0.0%,11.8%,115.20,12.80,56.25
394,バンブービギン,  0-  0-  2-  9/ 11,0.0%,0.0%,18.2%,0,40,0.0,5.9着,6.4人気,51.3,,220,0,0.0%,0.0%,18.2%,114.35,12.71,56.67
395,エルコンドルパサー,  0-  0-  2-  7/  9,0.0%,0.0%,22.2%,0,25,0.0,5.7着,6.8人気,75.8,,115,0,0.0%,0.0%,22.2%,115.62,12.85,56.04
396,アローエクスプレス,  0-  0-  2-  7/  9,0.0%,0.0%,22.2%,0,56,0.0,9.0着,8.7人気,31.6,,255,0,0.0%,0.0%,22.2%,114.53,12.73,56.58
397,ノーリーズン,  0-  0-  2-  6/  8,0.0%,0.0%,25.0%,0,85,0.0,8.1着,10.0人気,160.8,,340,0,0.0%,0.0%,25.0%,116.79,12.98,55.49
398,カツラギエース,  0-  0-  2-  6/  8,0.0%,0.0%,25.0%,0,98,0.0,7.3着,8.1人気,41.4,,395,0,0.0%,0.0%,25.0%,116.53,12.95,55.61
399,ニゾン,  0-  0-  2-  1/  3,0.0%,0.0%,66.7%,0,146,0.0,3.3着,6.3人気,42.6,,220,0,0.0%,0.0%,66.7%,114.77,12.75,56.46
400,マンオブビイジヨン,  0-  0-  2-  6/  8,0.0%,0.0%,25.0%,0,61,0.0,6.3着,4.4人気,15.7,,245,0,0.0%,0.0%,25.0%,115.03,12.78,56.34
401,Caerleon,  0-  0-  2-  4/  6,0.0%,0.0%,33.3%,0,121,0.0,5.8着,6.0人気,24.4,,365,0,0.0%,0.0%,33.3%,116.77,12.97,55.50
402,ナイスダンサー,  0-  0-  2-  6/  8,0.0%,0.0%,25.0%,0,90,0.0,6.9着,7.0人気,35.1,,360,0,0.0%,0.0%,25.0%,116.55,12.95,55.60
403,メイショウドトウ,  0-  0-  2-  5/  7,0.0%,0.0%,28.6%,0,57,0.0,7.0着,5.7人気,44.1,,200,0,0.0%,0.0%,28.6%,116.00,12.89,55.86
404,アーミジャー,  0-  0-  2-  4/  6,0.0%,0.0%,33.3%,0,181,0.0,8.0着,7.5人気,44.9,,545,0,0.0%,0.0%,33.3%,116.17,12.91,55.78
405,ブラックタイアフェアー,  0-  0-  2-  2/  4,0.0%,0.0%,50.0%,0,527,0.0,6.0着,9.5人気,56.9,,1055,0,0.0%,0.0%,50.0%,112.93,12.55,57.38
406,"Storm Cat",  0-  0-  2-  1/  3,0.0%,0.0%,66.7%,0,43,0.0,7.0着,5.0人気,36.0,,130,0,0.0%,0.0%,66.7%,115.23,12.80,56.23
407,グリーングラス,  0-  0-  1-  6/  7,0.0%,0.0%,14.3%,0,20,0.0,6.4着,7.4人気,33.9,,140,0,0.0%,0.0%,14.3%,115.81,12.87,55.95
408,ヨハネスブルグ,  0-  0-  1-  6/  7,0.0%,0.0%,14.3%,0,21,0.0,5.9着,7.3人気,67.4,,150,0,0.0%,0.0%,14.3%,114.31,12.70,56.69
409,シヤンペンチヤーリー,  0-  0-  1-  6/  7,0.0%,0.0%,14.3%,0,30,0.0,6.9着,5.9人気,16.2,,210,0,0.0%,0.0%,14.3%,114.43,12.71,56.63
410,デイカードレム,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,47,0.0,5.5着,6.0人気,35.9,,190,0,0.0%,0.0%,25.0%,115.93,12.88,55.90
411,ドクターデヴィアス,  0-  0-  1-  8/  9,0.0%,0.0%,11.1%,0,61,0.0,7.8着,7.1人気,41.4,,550,0,0.0%,0.0%,11.1%,116.53,12.95,55.61
412,バトルプラン,  0-  0-  1-  6/  7,0.0%,0.0%,14.3%,0,152,0.0,6.3着,8.4人気,84.7,,1070,0,0.0%,0.0%,14.3%,113.81,12.65,56.93
413,モーニングフローリツク,  0-  0-  1-  5/  6,0.0%,0.0%,16.7%,0,36,0.0,6.5着,3.3人気,8.5,,220,0,0.0%,0.0%,16.7%,114.17,12.69,56.76
414,キタノカチドキ,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,37,0.0,5.5着,8.3人気,65.2,,150,0,0.0%,0.0%,25.0%,116.40,12.93,55.67
415,メイショウボーラー,  0-  0-  1- 15/ 16,0.0%,0.0%,6.3%,0,175,0.0,10.3着,10.6人気,115.3,,2810,0,0.0%,0.0%,6.3%,115.69,12.85,56.01
416,"Medaglia d'Oro",  0-  0-  1-  6/  7,0.0%,0.0%,14.3%,0,62,0.0,9.3着,7.6人気,46.4,,440,0,0.0%,0.0%,14.3%,113.97,12.66,56.86
417,パラダイスクリーク,  0-  0-  1-  5/  6,0.0%,0.0%,16.7%,0,16,0.0,9.2着,7.0人気,69.4,,100,0,0.0%,0.0%,16.7%,115.70,12.86,56.01
418,アルデバラン2,  0-  0-  1-  5/  6,0.0%,0.0%,16.7%,0,38,0.0,10.0着,11.5人気,262.9,,230,0,0.0%,0.0%,16.7%,114.02,12.67,56.83
419,アイノセントスキー,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,62,0.0,7.5着,5.0人気,27.7,,250,0,0.0%,0.0%,25.0%,115.80,12.87,55.96
420,トランセンド,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,126,0.0,6.0着,7.3人気,21.3,,380,0,0.0%,0.0%,33.3%,114.63,12.74,56.53
421,アロングオール,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,43,0.0,5.0着,3.7人気,9.4,,130,0,0.0%,0.0%,33.3%,119.50,13.28,54.23
422,メジロモンスニー,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,60,0.0,3.5着,1.5人気,5.3,,120,0,0.0%,0.0%,50.0%,116.70,12.97,55.53
423,ブラッシングジョン,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,110,0.0,3.5着,5.5人気,17.6,,220,0,0.0%,0.0%,50.0%,113.35,12.59,57.17
424,"Distorted Humor",  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,90,0.0,3.5着,2.5人気,4.1,,180,0,0.0%,0.0%,50.0%,112.85,12.54,57.42
425,グラスワンダー,  0-  0-  1- 23/ 24,0.0%,0.0%,4.2%,0,29,0.0,9.8着,10.1人気,116.2,,710,0,0.0%,0.0%,4.2%,116.99,13.00,55.39
426,キャプテンスティーヴ,  0-  0-  1- 10/ 11,0.0%,0.0%,9.1%,0,13,0.0,9.1着,9.3人気,84.8,,150,0,0.0%,0.0%,9.1%,114.46,12.72,56.61
427,ラムタラ,  0-  0-  1-  7/  8,0.0%,0.0%,12.5%,0,26,0.0,8.0着,6.8人気,21.2,,210,0,0.0%,0.0%,12.5%,114.94,12.77,56.38
428,マリエンバード,  0-  0-  1-  6/  7,0.0%,0.0%,14.3%,0,50,0.0,9.4着,8.6人気,94.7,,350,0,0.0%,0.0%,14.3%,118.59,13.18,54.64
429,ダハール,  0-  0-  1-  6/  7,0.0%,0.0%,14.3%,0,67,0.0,7.9着,8.3人気,72.2,,470,0,0.0%,0.0%,14.3%,115.69,12.85,56.01
430,ボストンハーバー,  0-  0-  1-  5/  6,0.0%,0.0%,16.7%,0,138,0.0,8.5着,8.0人気,77.2,,830,0,0.0%,0.0%,16.7%,115.80,12.87,55.96
431,ファスリエフ,  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,40,0.0,8.0着,8.0人気,80.9,,200,0,0.0%,0.0%,20.0%,114.60,12.73,56.54
432,サクラチヨノオー,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,82,0.0,6.8着,7.8人気,62.5,,330,0,0.0%,0.0%,25.0%,117.60,13.07,55.10
433,ゴールドウエイ,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,25,0.0,7.0着,4.8人気,15.1,,100,0,0.0%,0.0%,25.0%,118.53,13.17,54.67
434,ワツスル,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,63,0.0,5.0着,6.3人気,46.2,,190,0,0.0%,0.0%,33.3%,113.47,12.61,57.11
435,ロードザキヤノンズ,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,90,0.0,5.0着,7.3人気,61.8,,270,0,0.0%,0.0%,33.3%,116.40,12.93,55.67
436,ラデイガ,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,103,0.0,8.7着,9.7人気,24.1,,310,0,0.0%,0.0%,33.3%,120.40,13.38,53.82
437,シーキングザダイヤ,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,63,0.0,5.3着,6.0人気,41.9,,190,0,0.0%,0.0%,33.3%,113.00,12.56,57.35
438,シエイデイハイツ,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,80,0.0,4.0着,5.5人気,47.9,,160,0,0.0%,0.0%,50.0%,116.10,12.90,55.81
439,グツドリー,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,370,0.0,4.0着,10.0人気,29.7,,740,0,0.0%,0.0%,50.0%,113.20,12.58,57.24
440,"Stephen Got Even",  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,0,0.0,4.0着,3.5人気,14.5,,,0,0.0%,0.0%,50.0%,115.25,12.81,56.23
441,"Crafty Prospector",  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,80,0.0,4.0着,3.5人気,7.0,,160,0,0.0%,0.0%,50.0%,111.60,12.40,58.06
442,ヤエノムテキ,  0-  0-  1-  8/  9,0.0%,0.0%,11.1%,0,16,0.0,7.6着,8.2人気,46.4,,150,0,0.0%,0.0%,11.1%,114.84,12.76,56.43
443,ヴアリイフオージユ,  0-  0-  1-  7/  8,0.0%,0.0%,12.5%,0,17,0.0,7.8着,8.3人気,45.6,,140,0,0.0%,0.0%,12.5%,115.85,12.87,55.93
444,ゴライタス,  0-  0-  1-  6/  7,0.0%,0.0%,14.3%,0,48,0.0,9.9着,9.1人気,66.3,,340,0,0.0%,0.0%,14.3%,114.27,12.70,56.71
445,ウイニングチケット,  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,26,0.0,7.4着,4.4人気,10.6,,130,0,0.0%,0.0%,20.0%,114.86,12.76,56.42
446,イースタンフリート,  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,54,0.0,8.8着,8.6人気,39.9,,270,0,0.0%,0.0%,20.0%,115.44,12.83,56.13
447,ミシル,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,72,0.0,7.3着,9.8人気,72.3,,290,0,0.0%,0.0%,25.0%,114.35,12.71,56.67
448,ハヤテミグ,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,52,0.0,8.8着,7.8人気,61.9,,210,0,0.0%,0.0%,25.0%,117.13,13.01,55.33
449,シンザン,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,55,0.0,7.5着,5.8人気,24.2,,220,0,0.0%,0.0%,25.0%,115.15,12.79,56.27
450,サクラチトセオー,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,117,0.0,7.8着,7.8人気,45.5,,470,0,0.0%,0.0%,25.0%,114.40,12.71,56.64
451,"Giant's Causeway",  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,70,0.0,8.8着,5.8人気,66.3,,280,0,0.0%,0.0%,25.0%,113.60,12.62,57.04
452,ブライトフイニツシユ,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,83,0.0,6.0着,8.0人気,50.1,,250,0,0.0%,0.0%,33.3%,117.07,13.01,55.35
453,ピツトカーン,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,0,0.0,8.3着,7.3人気,26.7,,,0,0.0%,0.0%,33.3%,116.43,12.94,55.65
454,ダノンシャンティ,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,66,0.0,9.0着,5.3人気,18.7,,200,0,0.0%,0.0%,33.3%,114.60,12.73,56.54
455,スルーオダイナ,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,860,0.0,6.7着,11.3人気,84.8,,2580,0,0.0%,0.0%,33.3%,116.57,12.95,55.59
456,カツトツプエース,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,93,0.0,5.7着,3.7人気,8.7,,280,0,0.0%,0.0%,33.3%,113.37,12.60,57.16
457,カーネギー,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,80,0.0,6.3着,8.0人気,32.0,,240,0,0.0%,0.0%,33.3%,114.70,12.74,56.50
458,ロイヤルニジンスキー,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,585,0.0,7.5着,14.0人気,62.7,,1170,0,0.0%,0.0%,50.0%,115.75,12.86,55.98
459,デイープダイバー,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,365,0.0,5.5着,7.0人気,28.7,,730,0,0.0%,0.0%,50.0%,113.55,12.62,57.07
460,ダイタクヘリオス,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,135,0.0,5.5着,4.5人気,10.0,,270,0,0.0%,0.0%,50.0%,114.80,12.76,56.45
461,ステインテイノ,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,125,0.0,6.0着,7.0人気,16.8,,250,0,0.0%,0.0%,50.0%,117.20,13.02,55.29
462,スクリーンヒーロー,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,215,0.0,7.0着,6.5人気,26.6,,430,0,0.0%,0.0%,50.0%,116.05,12.89,55.84
463,ジヤツジヤー,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,245,0.0,6.0着,7.5人気,35.7,,490,0,0.0%,0.0%,50.0%,113.15,12.57,57.27
464,ジャイアントレッカー,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,145,0.0,4.5着,8.0人気,63.2,,290,0,0.0%,0.0%,50.0%,114.00,12.67,56.84
465,シアトルスズカ,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,290,0.0,6.5着,10.0人気,78.1,,580,0,0.0%,0.0%,50.0%,116.95,12.99,55.41
466,アンテイーカ,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,200,0.0,6.5着,4.5人気,7.5,,400,0,0.0%,0.0%,50.0%,115.05,12.78,56.32
467,"Touch Gold",  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,60,0.0,6.0着,2.5人気,8.6,,120,0,0.0%,0.0%,50.0%,112.30,12.48,57.70
468,Foxhound,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,60,0.0,7.5着,2.5人気,4.8,,120,0,0.0%,0.0%,50.0%,111.90,12.43,57.91
469,ワイルドモア,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,450,0.0,3.0着,7.0人気,16.8,,450,0,0.0%,0.0%,100.0%,111.50,12.39,58.12
470,メジロデユレン,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,1140,0.0,3.0着,7.0人気,75.2,,1140,0,0.0%,0.0%,100.0%,119.10,13.23,54.41
471,マダング,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,310,0.0,3.0着,4.0人気,8.0,,310,0,0.0%,0.0%,100.0%,113.50,12.61,57.09
472,フリートウイング,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,160,0.0,3.0着,3.0人気,8.6,,160,0,0.0%,0.0%,100.0%,116.10,12.90,55.81
473,バーバー,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,160,0.0,3.0着,2.0人気,6.5,,160,0,0.0%,0.0%,100.0%,114.50,12.72,56.59
474,ネプテユーヌス,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,160,0.0,3.0着,2.0人気,6.2,,160,0,0.0%,0.0%,100.0%,112.60,12.51,57.55
475,トロメオ,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,160,0.0,3.0着,4.0人気,7.5,,160,0,0.0%,0.0%,100.0%,115.90,12.88,55.91
476,ドロツポロード,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,150,0.0,3.0着,4.0人気,6.6,,150,0,0.0%,0.0%,100.0%,118.50,13.17,54.68
477,トロットスター,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,230,0.0,3.0着,5.0人気,11.4,,230,0,0.0%,0.0%,100.0%,114.90,12.77,56.40
478,タカラトウザイ,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,0,0.0,3.0着,1.0人気,1.9,,,0,0.0%,0.0%,100.0%,113.90,12.66,56.89
479,タガミホマレ,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,350,0.0,3.0着,5.0人気,12.5,,350,0,0.0%,0.0%,100.0%,116.80,12.98,55.48
480,ダーリングデイスプレイ,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,190,0.0,3.0着,5.0人気,7.2,,190,0,0.0%,0.0%,100.0%,112.50,12.50,57.60
481,セクレフアスター,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,190,0.0,3.0着,3.0人気,6.7,,190,0,0.0%,0.0%,100.0%,112.30,12.48,57.70
482,セクレト,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,250,0.0,3.0着,5.0人気,15.0,,250,0,0.0%,0.0%,100.0%,112.60,12.51,57.55
483,ステイード,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,520,0.0,3.0着,6.0人気,19.4,,520,0,0.0%,0.0%,100.0%,112.00,12.44,57.86
484,グレートローマン,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,420,0.0,3.0着,7.0人気,20.8,,420,0,0.0%,0.0%,100.0%,112.10,12.46,57.81
485,クリストワイニング,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,490,0.0,3.0着,7.0人気,20.2,,490,0,0.0%,0.0%,100.0%,113.70,12.63,56.99
486,キタジマオー,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,0,0.0,3.0着,2.0人気,2.9,,,0,0.0%,0.0%,100.0%,118.30,13.14,54.78
487,ギイールグツド,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,150,0.0,3.0着,3.0人気,6.5,,150,0,0.0%,0.0%,100.0%,115.50,12.83,56.10
488,カバリスト,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,540,0.0,3.0着,7.0人気,21.9,,540,0,0.0%,0.0%,100.0%,113.00,12.56,57.35
489,オールドヴィック,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,200,0.0,3.0着,2.0人気,3.9,,200,0,0.0%,0.0%,100.0%,114.30,12.70,56.69
490,ヴィクトリースピーチ,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,870,0.0,3.0着,6.0人気,32.2,,870,0,0.0%,0.0%,100.0%,112.40,12.49,57.65
491,イングリツシユプリンス,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,670,0.0,3.0着,12.0人気,37.4,,670,0,0.0%,0.0%,100.0%,112.50,12.50,57.60
492,Wajima,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,150,0.0,3.0着,3.0人気,6.0,,150,0,0.0%,0.0%,100.0%,113.70,12.63,56.99
493,"Star Choice",  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,170,0.0,3.0着,4.0人気,6.9,,170,0,0.0%,0.0%,100.0%,114.10,12.68,56.79
494,"Red Ransom",  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,110,0.0,3.0着,2.0人気,2.9,,110,0,0.0%,0.0%,100.0%,114.00,12.67,56.84
