順位,種牡馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
495,Mukaddamah,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,180,0.0,3.0着,3.0人気,6.0,,180,0,0.0%,0.0%,100.0%,112.60,12.51,57.55
496,"Mr. Greeley",  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,130,0.0,3.0着,3.0人気,3.9,,130,0,0.0%,0.0%,100.0%,113.30,12.59,57.19
497,"Groom Dancer",  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,150,0.0,3.0着,1.0人気,2.5,,150,0,0.0%,0.0%,100.0%,113.50,12.61,57.09
498,"Forty Niner",  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,130,0.0,3.0着,3.0人気,6.0,,130,0,0.0%,0.0%,100.0%,115.40,12.82,56.15
499,Congrats,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,170,0.0,3.0着,2.0人気,3.5,,170,0,0.0%,0.0%,100.0%,113.90,12.66,56.89
500,"Comic Strip",  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,810,0.0,3.0着,8.0人気,70.3,,810,0,0.0%,0.0%,100.0%,116.00,12.89,55.86
501,カコイーシーズ,  0-  0-  0-  9/  9,0.0%,0.0%,0.0%,0,0,0.0,8.1着,8.4人気,85.2,,,0,0.0%,0.0%,0.0%,115.46,12.83,56.13
502,Dynaformer,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,4.0着,7.0人気,19.9,,,0,0.0%,0.0%,0.0%,113.60,12.62,57.04
503,ロドリゴデトリアーノ,  0-  0-  0-  9/  9,0.0%,0.0%,0.0%,0,0,0.0,6.2着,7.0人気,55.8,,,0,0.0%,0.0%,0.0%,115.04,12.78,56.33
504,ラグビーボール,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,8.1着,10.3人気,61.8,,,0,0.0%,0.0%,0.0%,115.14,12.79,56.28
505,サクラプレジデント,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,5.6着,6.4人気,72.9,,,0,0.0%,0.0%,0.0%,115.44,12.83,56.13
506,ライブリーラーク,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,4.0着,2.5人気,4.3,,,0,0.0%,0.0%,0.0%,113.05,12.56,57.32
507,マラキム,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,4.0着,6.5人気,14.3,,,0,0.0%,0.0%,0.0%,114.15,12.68,56.77
508,アグネスフライト,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,6.8着,11.0人気,98.5,,,0,0.0%,0.0%,0.0%,114.92,12.77,56.39
509,トレボロ,  0-  0-  0- 10/ 10,0.0%,0.0%,0.0%,0,0,0.0,8.7着,8.8人気,47.8,,,0,0.0%,0.0%,0.0%,115.43,12.83,56.14
510,ウインザーノツト,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,7.7着,7.6人気,70.1,,,0,0.0%,0.0%,0.0%,117.86,13.10,54.98
511,ラインゴールド,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,8.2着,8.8人気,39.0,,,0,0.0%,0.0%,0.0%,116.23,12.91,55.75
512,ディープブリランテ,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,8.0着,6.8人気,38.7,,,0,0.0%,0.0%,0.0%,115.14,12.79,56.28
513,シーホーク,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,7.4着,9.0人気,40.7,,,0,0.0%,0.0%,0.0%,114.52,12.72,56.58
514,ルールオブロー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,4.5着,11.5人気,118.5,,,0,0.0%,0.0%,0.0%,114.50,12.72,56.59
515,フェアジャッジメント,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,4.5着,6.0人気,17.9,,,0,0.0%,0.0%,0.0%,115.40,12.82,56.15
516,ソウルオブザマター,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,4.5着,3.5人気,7.9,,,0,0.0%,0.0%,0.0%,113.40,12.60,57.14
517,オースミシャダイ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,4.5着,5.5人気,27.3,,,0,0.0%,0.0%,0.0%,114.90,12.77,56.40
518,エビムサシ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,4.5着,5.5人気,16.2,,,0,0.0%,0.0%,0.0%,116.10,12.90,55.81
519,グレートセイカン,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,7.9着,8.0人気,33.4,,,0,0.0%,0.0%,0.0%,118.93,13.21,54.49
520,オレハマッテルゼ,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,10.3着,9.6人気,59.1,,,0,0.0%,0.0%,0.0%,114.24,12.69,56.72
521,ローエングリン,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,9.7着,10.3人気,103.6,,,0,0.0%,0.0%,0.0%,115.50,12.83,56.10
522,ファルブラヴ,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,11.0着,9.3人気,140.5,,,0,0.0%,0.0%,0.0%,117.12,13.01,55.33
523,ステイールハート,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,8.8着,7.0人気,15.1,,,0,0.0%,0.0%,0.0%,114.72,12.75,56.49
524,マツリダゴッホ,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,9.6着,7.8人気,74.7,,,0,0.0%,0.0%,0.0%,118.18,13.13,54.83
525,スパイキュール,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,8.2着,9.2人気,80.9,,,0,0.0%,0.0%,0.0%,112.52,12.50,57.59
526,スタチューオブリバティ,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,8.6着,11.2人気,95.7,,,0,0.0%,0.0%,0.0%,114.38,12.71,56.65
527,リファーズウィッシュ,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,6.8着,5.3人気,26.1,,,0,0.0%,0.0%,0.0%,114.48,12.72,56.61
528,メンデス,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,7.0着,6.8人気,25.9,,,0,0.0%,0.0%,0.0%,116.73,12.97,55.52
529,ニューイングランド,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,9.8着,8.3人気,62.0,,,0,0.0%,0.0%,0.0%,117.18,13.02,55.30
530,アサクサキングス,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,8.8着,14.0人気,156.5,,,0,0.0%,0.0%,0.0%,115.75,12.86,55.98
531,メジロアルダン,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.7着,5.7人気,27.1,,,0,0.0%,0.0%,0.0%,116.57,12.95,55.59
532,マラケート,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,9.0着,8.3人気,49.0,,,0,0.0%,0.0%,0.0%,114.90,12.77,56.40
533,マジックマイルズ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.0着,5.7人気,32.2,,,0,0.0%,0.0%,0.0%,114.53,12.73,56.58
534,ハワイアンイメージ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.3着,6.3人気,51.1,,,0,0.0%,0.0%,0.0%,115.10,12.79,56.30
535,シアトルダンサー2,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.3着,9.7人気,79.8,,,0,0.0%,0.0%,0.0%,116.03,12.89,55.85
536,ルボデユール,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.0着,12.5人気,141.2,,,0,0.0%,0.0%,0.0%,114.55,12.73,56.57
537,ミラーズメイト,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,9.5人気,65.0,,,0,0.0%,0.0%,0.0%,116.45,12.94,55.65
538,ミシエロ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.5着,5.5人気,19.3,,,0,0.0%,0.0%,0.0%,116.00,12.89,55.86
539,ホワイトフオンテン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.0着,6.0人気,24.1,,,0,0.0%,0.0%,0.0%,114.10,12.68,56.79
540,ハープアイル,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.0着,8.0人気,40.9,,,0,0.0%,0.0%,0.0%,114.80,12.76,56.45
541,ノーザンネイテイヴ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.5着,12.0人気,70.6,,,0,0.0%,0.0%,0.0%,114.45,12.72,56.62
542,タイキブリザード,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.0着,3.5人気,17.1,,,0,0.0%,0.0%,0.0%,116.00,12.89,55.86
543,ストームオンザルース,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.0着,7.5人気,55.0,,,0,0.0%,0.0%,0.0%,118.55,13.17,54.66
544,シンウルフ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.0着,7.0人気,22.4,,,0,0.0%,0.0%,0.0%,115.85,12.87,55.93
545,シービークロス,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.5着,4.5人気,19.7,,,0,0.0%,0.0%,0.0%,119.00,13.22,54.45
546,コマンズ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.5着,6.0人気,15.0,,,0,0.0%,0.0%,0.0%,115.05,12.78,56.32
547,ゴールドマサユキ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.0着,8.0人気,30.4,,,0,0.0%,0.0%,0.0%,114.35,12.71,56.67
548,コウストンズクラウン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.5着,9.5人気,66.6,,,0,0.0%,0.0%,0.0%,114.75,12.75,56.47
549,グロリアスオー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.5着,7.5人気,49.2,,,0,0.0%,0.0%,0.0%,115.65,12.85,56.03
550,クリプティックラスカル,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,11.0人気,314.6,,,0,0.0%,0.0%,0.0%,113.40,12.60,57.14
551,エンペリー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.5着,7.0人気,36.4,,,0,0.0%,0.0%,0.0%,116.60,12.96,55.57
552,エアエミネム,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.0着,4.5人気,44.3,,,0,0.0%,0.0%,0.0%,118.60,13.18,54.64
553,イナリワン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.5着,10.5人気,129.7,,,0,0.0%,0.0%,0.0%,115.45,12.83,56.13
554,アドマイヤメイン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.5着,11.0人気,241.3,,,0,0.0%,0.0%,0.0%,114.20,12.69,56.74
555,"El Prado",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.5着,8.0人気,50.9,,,0,0.0%,0.0%,0.0%,115.55,12.84,56.08
556,Bernardini,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.5着,9.5人気,59.5,,,0,0.0%,0.0%,0.0%,113.55,12.62,57.07
557,Affirmed,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.0着,5.0人気,12.1,,,0,0.0%,0.0%,0.0%,113.85,12.65,56.92
558,リバーマーヌ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,5.0人気,9.5,,,0,0.0%,0.0%,0.0%,118.20,13.13,54.82
559,ライブリマウント,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,7.0人気,27.6,,,0,0.0%,0.0%,0.0%,112.90,12.54,57.40
560,ムーンライトパレス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,11.0人気,59.5,,,0,0.0%,0.0%,0.0%,114.70,12.74,56.50
561,フアルコン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,7.0人気,15.3,,,0,0.0%,0.0%,0.0%,115.10,12.79,56.30
562,ヒデチカラ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,7.0人気,16.4,,,0,0.0%,0.0%,0.0%,112.10,12.46,57.81
563,バンブーメモリー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,3.0人気,9.0,,,0,0.0%,0.0%,0.0%,116.30,12.92,55.72
564,ハビアスコーパス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,4.0人気,14.0,,,0,0.0%,0.0%,0.0%,116.50,12.94,55.62
565,ハートレイク,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,2.0人気,4.2,,,0,0.0%,0.0%,0.0%,112.80,12.53,57.45
566,ドウカンヤシマ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,2.0人気,4.3,,,0,0.0%,0.0%,0.0%,117.00,13.00,55.38
567,スルーザドラゴン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,2.0人気,2.8,,,0,0.0%,0.0%,0.0%,116.60,12.96,55.57
568,スマートボーイ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,6.0人気,38.1,,,0,0.0%,0.0%,0.0%,113.50,12.61,57.09
569,スピリツトガンモ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,3.0人気,5.7,,,0,0.0%,0.0%,0.0%,112.80,12.53,57.45
570,スーパーサム,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,3.0人気,5.8,,,0,0.0%,0.0%,0.0%,113.10,12.57,57.29
571,コーホクリユウ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,2.0人気,6.1,,,0,0.0%,0.0%,0.0%,117.10,13.01,55.34
572,カラード,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,3.0人気,6.2,,,0,0.0%,0.0%,0.0%,112.00,12.44,57.86
573,イチコウエンライ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,5.0人気,19.4,,,0,0.0%,0.0%,0.0%,118.80,13.20,54.55
574,イエラパ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,10.0人気,26.5,,,0,0.0%,0.0%,0.0%,112.10,12.46,57.81
575,アンドレアモン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,13.0人気,49.1,,,0,0.0%,0.0%,0.0%,111.10,12.34,58.33
576,アグネスワールド,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,4.0人気,5.2,,,0,0.0%,0.0%,0.0%,113.80,12.64,56.94
577,"Storming Home",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,1.0人気,2.8,,,0,0.0%,0.0%,0.0%,113.00,12.56,57.35
578,Shackleford,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,1.0人気,2.9,,,0,0.0%,0.0%,0.0%,113.10,12.57,57.29
579,"Septieme Ciel",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,10.0人気,105.8,,,0,0.0%,0.0%,0.0%,115.90,12.88,55.91
580,"Sea Hero",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,6.0人気,25.8,,,0,0.0%,0.0%,0.0%,110.40,12.27,58.70
581,Rubiano,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,3.0人気,5.9,,,0,0.0%,0.0%,0.0%,113.20,12.58,57.24
582,Relaunch,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,1.0人気,3.1,,,0,0.0%,0.0%,0.0%,113.10,12.57,57.29
583,"Regal Search",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,10.0人気,57.6,,,0,0.0%,0.0%,0.0%,115.50,12.83,56.10
584,"Leo Castelli",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,6.0人気,16.2,,,0,0.0%,0.0%,0.0%,114.80,12.76,56.45
585,"Diamond Shoal",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,7.0人気,20.8,,,0,0.0%,0.0%,0.0%,114.00,12.67,56.84
586,"Devil His Due",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,2.0人気,3.8,,,0,0.0%,0.0%,0.0%,113.80,12.64,56.94
587,Commendable,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,5.0人気,9.7,,,0,0.0%,0.0%,0.0%,115.10,12.79,56.30
588,アドマイヤドン,  0-  0-  0- 13/ 13,0.0%,0.0%,0.0%,0,0,0.0,9.0着,7.7人気,77.8,,,0,0.0%,0.0%,0.0%,114.06,12.67,56.81
589,ビワハヤヒデ,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,7.3着,7.8人気,73.6,,,0,0.0%,0.0%,0.0%,116.77,12.97,55.50
590,コタシャーン,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,6.6着,6.6人気,75.1,,,0,0.0%,0.0%,0.0%,116.42,12.94,55.66
591,リヴリア,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,6.3着,7.5人気,49.2,,,0,0.0%,0.0%,0.0%,115.85,12.87,55.93
592,ワイズカウンセラー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.0人気,33.3,,,0,0.0%,0.0%,0.0%,118.27,13.14,54.79
593,スターオブコジーン,  0-  0-  0- 10/ 10,0.0%,0.0%,0.0%,0,0,0.0,11.2着,9.6人気,57.2,,,0,0.0%,0.0%,0.0%,116.52,12.95,55.61
594,メイショウオウドウ,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,9.5着,6.2人気,20.4,,,0,0.0%,0.0%,0.0%,117.35,13.04,55.22
595,デザートキング,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,8.3着,13.0人気,283.9,,,0,0.0%,0.0%,0.0%,115.13,12.79,56.28
596,ピルサドスキー,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,8.6着,4.8人気,15.7,,,0,0.0%,0.0%,0.0%,114.90,12.77,56.40
597,シリウスシンボリ,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.4人気,56.2,,,0,0.0%,0.0%,0.0%,115.94,12.88,55.89
598,コロナドズクエスト,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,10.6着,6.8人気,44.5,,,0,0.0%,0.0%,0.0%,116.06,12.90,55.83
599,クーリンガー,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,9.8着,13.8人気,181.2,,,0,0.0%,0.0%,0.0%,113.42,12.60,57.13
600,ミホシンザン,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,8.3着,6.3人気,27.8,,,0,0.0%,0.0%,0.0%,115.28,12.81,56.21
601,マークオブディスティンクション,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,7.0着,8.0人気,37.0,,,0,0.0%,0.0%,0.0%,117.35,13.04,55.22
602,バンブトンコート,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,10.8着,11.8人気,94.2,,,0,0.0%,0.0%,0.0%,116.28,12.92,55.73
603,ティッカネン,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,10.3着,9.8人気,121.2,,,0,0.0%,0.0%,0.0%,115.95,12.88,55.89
604,グランデイ,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,9.3着,7.8人気,26.6,,,0,0.0%,0.0%,0.0%,116.38,12.93,55.68
605,ロードリージ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.7着,10.3人気,47.9,,,0,0.0%,0.0%,0.0%,113.80,12.64,56.94
606,ハンティングホーク,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.7着,8.3人気,52.6,,,0,0.0%,0.0%,0.0%,115.87,12.87,55.93
607,ツイツグ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.3着,9.7人気,45.9,,,0,0.0%,0.0%,0.0%,113.90,12.66,56.89
608,チチカステナンゴ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.7着,8.0人気,37.6,,,0,0.0%,0.0%,0.0%,113.13,12.57,57.28
609,サクラロータリー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.7着,10.7人気,114.0,,,0,0.0%,0.0%,0.0%,117.73,13.08,55.04
610,サクラシヨウリ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.3着,5.0人気,16.5,,,0,0.0%,0.0%,0.0%,115.80,12.87,55.96
611,ガダボート,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.3着,4.7人気,14.9,,,0,0.0%,0.0%,0.0%,114.67,12.74,56.51
612,アンフイールド,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.7着,7.3人気,42.9,,,0,0.0%,0.0%,0.0%,114.67,12.74,56.51
613,フアインポート,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.5着,6.5人気,32.0,,,0,0.0%,0.0%,0.0%,115.55,12.84,56.08
614,ドラムタップス,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.5着,6.5人気,17.9,,,0,0.0%,0.0%,0.0%,113.00,12.56,57.35
615,ダイヤモンドショール,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.0着,10.5人気,78.2,,,0,0.0%,0.0%,0.0%,113.75,12.64,56.97
616,ダイナサンキユー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.5着,6.5人気,55.5,,,0,0.0%,0.0%,0.0%,118.05,13.12,54.89
617,ソングオブウインド,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.0着,14.5人気,202.4,,,0,0.0%,0.0%,0.0%,115.10,12.79,56.30
618,シエラスター,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.5着,10.0人気,64.8,,,0,0.0%,0.0%,0.0%,114.85,12.76,56.42
619,オンファイア,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.5着,2.5人気,7.8,,,0,0.0%,0.0%,0.0%,114.45,12.72,56.62
620,エリモジヨージ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.5着,8.5人気,16.7,,,0,0.0%,0.0%,0.0%,115.95,12.88,55.89
621,アメリカンボス,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,10.5人気,90.2,,,0,0.0%,0.0%,0.0%,115.65,12.85,56.03
622,"Lyphard's Wish",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,6.0人気,14.5,,,0,0.0%,0.0%,0.0%,113.30,12.59,57.19
623,ロイヤルタッチ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,5.0人気,12.8,,,0,0.0%,0.0%,0.0%,113.30,12.59,57.19
624,ルイスデール,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,8.0人気,27.5,,,0,0.0%,0.0%,0.0%,114.10,12.68,56.79
625,リキアイオー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,5.0人気,7.0,,,0,0.0%,0.0%,0.0%,115.60,12.84,56.06
626,リードホーユー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,11.0人気,63.5,,,0,0.0%,0.0%,0.0%,116.60,12.96,55.57
627,メジロベイリー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,1.0人気,1.8,,,0,0.0%,0.0%,0.0%,115.40,12.82,56.15
628,メイワイラン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,5.0人気,10.9,,,0,0.0%,0.0%,0.0%,115.50,12.83,56.10
629,ミユゲロワイヤル,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,4.0人気,17.9,,,0,0.0%,0.0%,0.0%,114.10,12.68,56.79
630,ミシシツピアン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,15.0人気,63.6,,,0,0.0%,0.0%,0.0%,114.40,12.71,56.64
631,マルキタオニオン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,4.0人気,12.4,,,0,0.0%,0.0%,0.0%,115.10,12.79,56.30
632,ビーマイナカヤマ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,7.0人気,20.7,,,0,0.0%,0.0%,0.0%,112.40,12.49,57.65
633,ハクホオシヨウ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,5.0人気,15.0,,,0,0.0%,0.0%,0.0%,115.50,12.83,56.10
634,デイストロイ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,5.0人気,9.1,,,0,0.0%,0.0%,0.0%,112.40,12.49,57.65
635,ダーダネルス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,10.0人気,48.8,,,0,0.0%,0.0%,0.0%,119.10,13.23,54.41
636,スプレンデイドモーメント,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,7.0人気,13.7,,,0,0.0%,0.0%,0.0%,115.50,12.83,56.10
637,シヤトーゲイ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,9.0人気,16.2,,,0,0.0%,0.0%,0.0%,112.70,12.52,57.50
638,シヤカプール,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,9.0人気,36.6,,,0,0.0%,0.0%,0.0%,114.70,12.74,56.50
639,ゴーマーチング,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,6.0人気,16.8,,,0,0.0%,0.0%,0.0%,112.10,12.46,57.81
640,イブキマイカグラ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,2.0人気,5.9,,,0,0.0%,0.0%,0.0%,113.90,12.66,56.89
641,イナリスター,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,6.0人気,24.5,,,0,0.0%,0.0%,0.0%,118.90,13.21,54.50
