順位,母父馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
867,ニホンピロニール,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,16.0人気,275.7,,,0,0.0%,0.0%,0.0%,114.60,12.73,56.54
868,ニホンピローエース,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.0人気,37.5,,,0,0.0%,0.0%,0.0%,115.40,12.82,56.15
869,ナオキ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,10.0人気,110.4,,,0,0.0%,0.0%,0.0%,116.70,12.97,55.53
870,トレンタム,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,9.0人気,63.9,,,0,0.0%,0.0%,0.0%,118.20,13.13,54.82
871,トスター,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,6.0人気,24.0,,,0,0.0%,0.0%,0.0%,120.00,13.33,54.00
872,トウシヨウルチエー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,9.0人気,69.5,,,0,0.0%,0.0%,0.0%,118.00,13.11,54.92
873,テンビー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,15.0人気,170.8,,,0,0.0%,0.0%,0.0%,114.00,12.67,56.84
874,テストケイス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,6.0人気,13.9,,,0,0.0%,0.0%,0.0%,113.20,12.58,57.24
875,デザートキング,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,6.0人気,18.2,,,0,0.0%,0.0%,0.0%,113.90,12.66,56.89
876,テインホイツスル,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,12.0人気,174.0,,,0,0.0%,0.0%,0.0%,119.00,13.22,54.45
877,ディープインパクト,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,9.0人気,72.5,,,0,0.0%,0.0%,0.0%,118.80,13.20,54.55
878,ダマン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,9.0人気,88.9,,,0,0.0%,0.0%,0.0%,117.30,13.03,55.24
879,ダテホーライ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,15.0人気,133.0,,,0,0.0%,0.0%,0.0%,113.60,12.62,57.04
880,ダデイダンフイ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,8.0人気,44.6,,,0,0.0%,0.0%,0.0%,115.20,12.80,56.25
881,ダイワメジャー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,7.0人気,22.5,,,0,0.0%,0.0%,0.0%,116.10,12.90,55.81
882,ダイヤモンドショール,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,10.0人気,105.8,,,0,0.0%,0.0%,0.0%,117.00,13.00,55.38
883,ダイナコスモス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,5.0人気,13.9,,,0,0.0%,0.0%,0.0%,112.80,12.53,57.45
884,タイキシャーロック,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,16.0人気,578.4,,,0,0.0%,0.0%,0.0%,117.60,13.07,55.10
885,ソングオブウインド,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,14.0人気,193.6,,,0,0.0%,0.0%,0.0%,117.80,13.09,55.01
886,ゼモングース,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,8.0人気,22.3,,,0,0.0%,0.0%,0.0%,119.50,13.28,54.23
887,セクレト,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,5.0人気,15.9,,,0,0.0%,0.0%,0.0%,114.10,12.68,56.79
888,スラヴィック,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,15.0人気,157.5,,,0,0.0%,0.0%,0.0%,116.60,12.96,55.57
889,スプレンデイドモーメント,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,6.0人気,21.6,,,0,0.0%,0.0%,0.0%,114.10,12.68,56.79
890,スピリツトスワプス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,8.0人気,17.6,,,0,0.0%,0.0%,0.0%,113.80,12.64,56.94
891,スピードシンボリ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,17.0着,13.0人気,56.8,,,0,0.0%,0.0%,0.0%,115.80,12.87,55.96
892,ステイゴールド,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,2.0人気,4.7,,,0,0.0%,0.0%,0.0%,113.60,12.62,57.04
893,スズカコバン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,11.0人気,71.9,,,0,0.0%,0.0%,0.0%,113.80,12.64,56.94
894,スクワートルスクワート,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,8.0人気,22.6,,,0,0.0%,0.0%,0.0%,121.10,13.46,53.51
895,シルバーランド,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,6.0人気,20.5,,,0,0.0%,0.0%,0.0%,115.50,12.83,56.10
896,シルヴアーヴオイス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,12.0人気,36.9,,,0,0.0%,0.0%,0.0%,115.40,12.82,56.15
897,シユプリームギフト,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,5.0人気,13.8,,,0,0.0%,0.0%,0.0%,115.70,12.86,56.01
898,シャルード,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,8.0人気,31.8,,,0,0.0%,0.0%,0.0%,110.90,12.32,58.43
899,シママサル,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,6.0人気,49.8,,,0,0.0%,0.0%,0.0%,120.30,13.37,53.87
900,シアトルダンサー2,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,7.0人気,47.0,,,0,0.0%,0.0%,0.0%,116.90,12.99,55.43
901,サンテステフ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,3.0人気,4.8,,,0,0.0%,0.0%,0.0%,115.40,12.82,56.15
902,サンシャインフォーエヴァー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,13.0人気,254.8,,,0,0.0%,0.0%,0.0%,114.40,12.71,56.64
903,サミーデイヴイス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.0人気,19.5,,,0,0.0%,0.0%,0.0%,116.00,12.89,55.86
904,サクラプレジデント,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,5.0人気,12.2,,,0,0.0%,0.0%,0.0%,109.90,12.21,58.96
905,サクラトウコウ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,16.0人気,391.5,,,0,0.0%,0.0%,0.0%,115.10,12.79,56.30
906,サクラガイセン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,13.0人気,203.0,,,0,0.0%,0.0%,0.0%,114.40,12.71,56.64
907,サイドチヤペル,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,8.0人気,94.8,,,0,0.0%,0.0%,0.0%,117.80,13.09,55.01
908,コロナドズクエスト,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,16.0人気,213.1,,,0,0.0%,0.0%,0.0%,112.50,12.50,57.60
909,コタシャーン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,9.0人気,140.5,,,0,0.0%,0.0%,0.0%,116.70,12.97,55.53
910,コシエクトーン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,5.0人気,20.2,,,0,0.0%,0.0%,0.0%,116.70,12.97,55.53
911,ゴールドアリュール,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,11.0人気,80.3,,,0,0.0%,0.0%,0.0%,114.60,12.73,56.54
912,ゴールデンプルーム,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,14.0人気,93.3,,,0,0.0%,0.0%,0.0%,118.30,13.14,54.78
913,ゲイタイム,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,9.0人気,59.4,,,0,0.0%,0.0%,0.0%,116.40,12.93,55.67
914,クロコルージュ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,11.0人気,51.5,,,0,0.0%,0.0%,0.0%,113.50,12.61,57.09
915,グリーングラスグリーン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,14.0人気,37.7,,,0,0.0%,0.0%,0.0%,112.10,12.46,57.81
916,カリスタグローリ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,15.0人気,257.7,,,0,0.0%,0.0%,0.0%,117.50,13.06,55.15
917,ガバドール,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,15.0人気,62.9,,,0,0.0%,0.0%,0.0%,113.40,12.60,57.14
918,カネミノブ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,10.0人気,29.4,,,0,0.0%,0.0%,0.0%,116.00,12.89,55.86
919,カネツセーキ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,14.0人気,83.4,,,0,0.0%,0.0%,0.0%,118.00,13.11,54.92
920,カツトツプエース,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,9.0人気,20.1,,,0,0.0%,0.0%,0.0%,110.90,12.32,58.43
921,カウンテスアツプ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,12.0人気,94.8,,,0,0.0%,0.0%,0.0%,113.80,12.64,56.94
922,オウエンダツドレイ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,4.0人気,10.8,,,0,0.0%,0.0%,0.0%,117.30,13.03,55.24
923,エルセニョール,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,11.0人気,130.4,,,0,0.0%,0.0%,0.0%,118.90,13.21,54.50
924,エーピーダンサー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,7.0人気,20.6,,,0,0.0%,0.0%,0.0%,116.90,12.99,55.43
925,エイシンサンディ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,15.0人気,378.3,,,0,0.0%,0.0%,0.0%,115.80,12.87,55.96
926,ウインザーノツト,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,13.0人気,100.4,,,0,0.0%,0.0%,0.0%,114.50,12.72,56.59
927,ヴイテイージ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,12.0人気,550.8,,,0,0.0%,0.0%,0.0%,118.50,13.17,54.68
928,インフアチユエイシヨン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,6.0人気,9.4,,,0,0.0%,0.0%,0.0%,114.20,12.69,56.74
929,インターメゾ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,8.0人気,23.9,,,0,0.0%,0.0%,0.0%,115.40,12.82,56.15
930,イブキラーゼン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,9.0人気,66.4,,,0,0.0%,0.0%,0.0%,115.70,12.86,56.01
931,イナリワン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,12.0人気,110.6,,,0,0.0%,0.0%,0.0%,117.70,13.08,55.06
932,アトランテイス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,6.0人気,13.3,,,0,0.0%,0.0%,0.0%,116.30,12.92,55.72
933,アドマイヤムーン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,13.0人気,92.1,,,0,0.0%,0.0%,0.0%,122.40,13.60,52.94
934,Zilzal,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,6.0人気,15.9,,,0,0.0%,0.0%,0.0%,112.30,12.48,57.70
935,Zeditave,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,12.0人気,88.7,,,0,0.0%,0.0%,0.0%,118.50,13.17,54.68
936,Zafonic,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,7.0人気,40.5,,,0,0.0%,0.0%,0.0%,114.80,12.76,56.45
937,Yonaguska,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,9.0人気,30.1,,,0,0.0%,0.0%,0.0%,117.30,13.03,55.24
938,Xaar,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,15.0人気,70.3,,,0,0.0%,0.0%,0.0%,117.40,13.04,55.20
939,"Windy Sea",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,11.0人気,29.5,,,0,0.0%,0.0%,0.0%,116.80,12.98,55.48
940,"Wavering Monarch",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,12.0人気,253.9,,,0,0.0%,0.0%,0.0%,119.40,13.27,54.27
941,Wassl,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,11.0人気,25.9,,,0,0.0%,0.0%,0.0%,114.20,12.69,56.74
942,Valiyar,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,10.0人気,122.5,,,0,0.0%,0.0%,0.0%,116.70,12.97,55.53
943,Twining,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,15.0人気,169.3,,,0,0.0%,0.0%,0.0%,119.60,13.29,54.18
944,Troy,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,8.0人気,159.6,,,0,0.0%,0.0%,0.0%,119.70,13.30,54.14
945,"Trojan Fen",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,1.0人気,2.0,,,0,0.0%,0.0%,0.0%,114.80,12.76,56.45
946,"Toulouse Lautrec",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,12.0人気,164.1,,,0,0.0%,0.0%,0.0%,117.70,13.08,55.06
947,"Tough Knight",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,10.0人気,326.3,,,0,0.0%,0.0%,0.0%,114.30,12.70,56.69
948,"Top Command",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,6.0人気,21.3,,,0,0.0%,0.0%,0.0%,114.60,12.73,56.54
949,"Thirty Six Red",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,12.0人気,62.8,,,0,0.0%,0.0%,0.0%,109.60,12.18,59.12
950,"The Wonder",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,5.0人気,14.7,,,0,0.0%,0.0%,0.0%,115.90,12.88,55.91
951,Tapit,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,2.0人気,4.7,,,0,0.0%,0.0%,0.0%,114.70,12.74,56.50
952,"Tank's Prospect",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,5.0人気,13.5,,,0,0.0%,0.0%,0.0%,115.10,12.79,56.30
953,"Tale of the Cat",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,8.0人気,33.4,,,0,0.0%,0.0%,0.0%,113.40,12.60,57.14
954,Supremo,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,4.0人気,6.6,,,0,0.0%,0.0%,0.0%,115.10,12.79,56.30
955,Superbity,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,4.0人気,11.8,,,0,0.0%,0.0%,0.0%,118.30,13.14,54.78
956,Stravinsky,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,13.0人気,58.8,,,0,0.0%,0.0%,0.0%,110.40,12.27,58.70
957,"Storm Creek",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,12.0人気,73.8,,,0,0.0%,0.0%,0.0%,114.00,12.67,56.84
958,"Stiff Sentence",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,15.0人気,228.3,,,0,0.0%,0.0%,0.0%,113.80,12.64,56.94
959,"State Dinner",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,7.0人気,80.3,,,0,0.0%,0.0%,0.0%,116.90,12.99,55.43
960,"Star de Naskra",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,5.0人気,8.6,,,0,0.0%,0.0%,0.0%,114.30,12.70,56.69
961,Somethingfabulous,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,13.0人気,243.7,,,0,0.0%,0.0%,0.0%,117.50,13.06,55.15
962,"Slip Anchor",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,9.0人気,194.8,,,0,0.0%,0.0%,0.0%,118.70,13.19,54.59
963,Slewpy,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,10.0人気,130.2,,,0,0.0%,0.0%,0.0%,120.60,13.40,53.73
964,"Slew o'Gold",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,7.0人気,20.0,,,0,0.0%,0.0%,0.0%,114.10,12.68,56.79
965,Siphon,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,4.0人気,11.1,,,0,0.0%,0.0%,0.0%,115.40,12.82,56.15
966,"Sing Sing",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,8.0人気,39.2,,,0,0.0%,0.0%,0.0%,111.40,12.38,58.17
967,"Silver Buck",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,10.0人気,83.9,,,0,0.0%,0.0%,0.0%,113.30,12.59,57.19
968,"Silent Screen",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,16.0人気,80.7,,,0,0.0%,0.0%,0.0%,117.00,13.00,55.38
969,Sicyos,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,4.0人気,14.0,,,0,0.0%,0.0%,0.0%,111.60,12.40,58.06
970,Sheshoon,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,2.0人気,5.8,,,0,0.0%,0.0%,0.0%,118.30,13.14,54.78
971,Shadeed,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,9.0人気,40.5,,,0,0.0%,0.0%,0.0%,117.20,13.02,55.29
972,Saumarez,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,9.0人気,39.7,,,0,0.0%,0.0%,0.0%,115.00,12.78,56.35
973,"Royal Palace",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,7.0人気,17.9,,,0,0.0%,0.0%,0.0%,116.60,12.96,55.57
974,Rousillon,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,7.0人気,24.7,,,0,0.0%,0.0%,0.0%,117.40,13.04,55.20
975,Roanoke,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,6.0人気,16.2,,,0,0.0%,0.0%,0.0%,112.60,12.51,57.55
976,"Roan Rocket",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.0人気,96.9,,,0,0.0%,0.0%,0.0%,116.90,12.99,55.43
977,"Reference Point",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,6.0人気,15.0,,,0,0.0%,0.0%,0.0%,116.70,12.97,55.53
978,"Red God",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,16.0人気,95.5,,,0,0.0%,0.0%,0.0%,118.20,13.13,54.82
979,"Pyjama Hunt",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,11.0人気,45.6,,,0,0.0%,0.0%,0.0%,117.80,13.09,55.01
980,Propicio,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,11.0人気,49.9,,,0,0.0%,0.0%,0.0%,114.90,12.77,56.40
981,"Proper Reality",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,13.0人気,175.6,,,0,0.0%,0.0%,0.0%,114.30,12.70,56.69
982,"Polish Numbers",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,11.0人気,82.8,,,0,0.0%,0.0%,0.0%,112.90,12.54,57.40
983,Pivotal,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,14.0人気,246.2,,,0,0.0%,0.0%,0.0%,117.60,13.07,55.10
984,"Phone Trick",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,15.0人気,158.4,,,0,0.0%,0.0%,0.0%,119.50,13.28,54.23
985,Palestine,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,7.0人気,11.3,,,0,0.0%,0.0%,0.0%,119.20,13.24,54.36
986,"Pago Pago",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,9.0人気,85.6,,,0,0.0%,0.0%,0.0%,113.70,12.63,56.99
987,"Only For Life",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,3.0人気,15.6,,,0,0.0%,0.0%,0.0%,116.60,12.96,55.57
988,Nishapour,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,4.0人気,7.7,,,0,0.0%,0.0%,0.0%,116.30,12.92,55.72
989,"Never Tabled",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,3.0人気,5.6,,,0,0.0%,0.0%,0.0%,114.50,12.72,56.59
990,"Never So Bold",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,15.0人気,202.0,,,0,0.0%,0.0%,0.0%,114.20,12.69,56.74
991,"Native Prince",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,10.0人気,67.2,,,0,0.0%,0.0%,0.0%,119.10,13.23,54.41
992,Naskra,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,3.0人気,8.8,,,0,0.0%,0.0%,0.0%,120.10,13.34,53.96
993,"Mountain Cat",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,13.0人気,48.0,,,0,0.0%,0.0%,0.0%,114.70,12.74,56.50
994,"More Than Ready",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,16.0人気,265.1,,,0,0.0%,0.0%,0.0%,113.40,12.60,57.14
995,Montelimar,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,10.0人気,32.7,,,0,0.0%,0.0%,0.0%,113.60,12.62,57.04
996,Monsun,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,12.0人気,40.7,,,0,0.0%,0.0%,0.0%,110.90,12.32,58.43
997,Mogambo,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,12.0人気,76.6,,,0,0.0%,0.0%,0.0%,115.20,12.80,56.25
998,"Masked Dancer",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,4.0人気,10.5,,,0,0.0%,0.0%,0.0%,114.60,12.73,56.54
999,"Majestic Prince",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,10.0人気,17.0,,,0,0.0%,0.0%,0.0%,114.70,12.74,56.50
1000,"MacArthur Park",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,8.0人気,34.9,,,0,0.0%,0.0%,0.0%,116.20,12.91,55.77
1001,"Lord Gayle",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,8.0人気,63.2,,,0,0.0%,0.0%,0.0%,118.10,13.12,54.87
1002,L'Emigrant,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,4.0人気,12.9,,,0,0.0%,0.0%,0.0%,112.50,12.50,57.60
1003,"Le Levanstell",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,7.0人気,28.0,,,0,0.0%,0.0%,0.0%,119.20,13.24,54.36
1004,Laomedonte,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,9.0人気,43.6,,,0,0.0%,0.0%,0.0%,115.90,12.88,55.91
1005,Konigsstuhl,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,3.0人気,11.3,,,0,0.0%,0.0%,0.0%,114.70,12.74,56.50
1006,"King Kamehameha",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,11.0人気,57.9,,,0,0.0%,0.0%,0.0%,115.90,12.88,55.91
1007,"Key of Luck",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,12.0人気,118.3,,,0,0.0%,0.0%,0.0%,117.70,13.08,55.06
1008,Kahyasi,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,9.0人気,54.2,,,0,0.0%,0.0%,0.0%,114.70,12.74,56.50
1009,Kafwain,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,12.0人気,85.8,,,0,0.0%,0.0%,0.0%,114.50,12.72,56.59
1010,Johannesburg,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,14.0人気,138.8,,,0,0.0%,0.0%,0.0%,114.00,12.67,56.84
1011,Jalmood,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,14.0人気,216.4,,,0,0.0%,0.0%,0.0%,115.60,12.84,56.06
1012,"It's Freezing",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,8.0人気,16.9,,,0,0.0%,0.0%,0.0%,114.40,12.71,56.64
1013,"Irish Tower",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,10.0人気,25.7,,,0,0.0%,0.0%,0.0%,115.40,12.82,56.15
