順位,母父馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
1,サンデーサイレンス, 26- 12- 17-140/195,13.3%,19.5%,28.2%,87,81,108.2,7.1着,6.5人気,51.5,655,289,0,0.0%,6.2%,8.7%,114.43,12.71,56.63
2,ノーザンテースト, 12-  7-  6- 90/115,10.4%,16.5%,21.7%,197,62,107.6,7.1着,7.2人気,57.2,1895,290,0,0.0%,6.1%,5.2%,114.91,12.77,56.39
3,マルゼンスキー, 12-  3- 10- 55/ 80,15.0%,18.8%,31.3%,114,62,91.2,6.2着,5.6人気,31.7,766,199,0,0.0%,3.8%,12.5%,114.99,12.78,56.35
4,"Deputy Minister",  6-  2-  1- 16/ 25,24.0%,32.0%,36.0%,470,118,218.1,7.2着,7.4人気,60.1,1958,330,0,0.0%,8.0%,4.0%,114.16,12.68,56.76
5,ブライアンズタイム,  5-  5-  9- 84/103,4.9%,9.7%,18.4%,13,38,54.6,8.0着,7.0人気,56.0,284,208,0,0.0%,4.9%,8.7%,114.31,12.70,56.69
6,アフリート,  5-  3-  1- 30/ 39,12.8%,20.5%,23.1%,36,37,99.0,7.1着,6.7人気,68.9,288,162,0,0.0%,7.7%,2.6%,114.02,12.67,56.83
7,フレンチデピュティ,  5-  2-  3- 31/ 41,12.2%,17.1%,24.4%,56,78,129.8,8.0着,7.7人気,60.8,462,322,0,0.0%,4.9%,7.3%,114.99,12.78,56.35
8,モガミ,  5-  1-  1- 19/ 26,19.2%,23.1%,26.9%,75,51,144.4,5.6着,5.6人気,38.0,392,190,0,0.0%,3.8%,3.8%,115.34,12.82,56.18
9,トニービン,  4-  5-  9- 39/ 57,7.0%,15.8%,31.6%,244,142,74.3,6.7着,7.3人気,50.8,3478,451,0,0.0%,8.8%,15.8%,114.33,12.70,56.68
10,トウシヨウボーイ,  4-  5-  9- 50/ 68,5.9%,13.2%,26.5%,40,92,75.7,6.8着,6.8人気,45.9,692,349,0,0.0%,7.4%,13.2%,115.50,12.83,56.10
11,ノーザリー,  4-  4-  2- 17/ 27,14.8%,29.6%,37.0%,87,75,107.9,6.0着,6.5人気,50.6,588,203,0,0.0%,14.8%,7.4%,115.38,12.82,56.16
12,リイフオー,  4-  3-  2- 11/ 20,20.0%,35.0%,45.0%,44,72,104.1,5.4着,5.4人気,33.6,222,161,0,0.0%,15.0%,10.0%,114.93,12.77,56.38
13,ブレイヴエストローマン,  4-  2-  5- 23/ 34,11.8%,17.6%,32.4%,590,202,162.0,5.7着,7.1人気,46.4,5020,625,0,0.0%,5.9%,14.7%,115.61,12.85,56.05
14,シヤトーゲイ,  4-  2-  4- 20/ 30,13.3%,20.0%,33.3%,63,71,88.7,5.4着,5.7人気,29.7,475,214,0,0.0%,6.7%,13.3%,114.44,12.72,56.62
15,チヤイナロツク,  4-  1-  3- 15/ 23,17.4%,21.7%,34.8%,113,68,129.3,5.8着,6.0人気,28.3,650,196,0,0.0%,4.3%,13.0%,114.83,12.76,56.43
16,ドン,  4-  1-  0- 12/ 17,23.5%,29.4%,29.4%,40,39,112.6,6.9着,7.1人気,45.1,170,134,0,0.0%,5.9%,0.0%,115.44,12.83,56.14
17,バブルガムフェロー,  4-  1-  0- 11/ 16,25.0%,31.3%,31.3%,280,75,238.5,6.7着,7.3人気,52.9,1120,242,0,0.0%,6.3%,0.0%,114.21,12.69,56.74
18,"A.P. Indy",  4-  0-  1-  8/ 13,30.8%,30.8%,38.5%,149,56,183.1,6.3着,5.4人気,37.9,485,148,0,0.0%,0.0%,7.7%,113.97,12.66,56.86
19,ネヴアービート,  3-  5-  1- 26/ 35,8.6%,22.9%,25.7%,22,49,73.0,6.7着,7.0人気,26.6,267,191,0,0.0%,14.3%,2.9%,114.90,12.77,56.40
20,フォーティナイナー,  3-  4-  3- 26/ 36,8.3%,19.4%,27.8%,103,188,117.1,7.9着,9.3人気,120.2,1237,679,0,0.0%,11.1%,8.3%,115.59,12.84,56.06
21,ラツキーソブリン,  3-  3-  4- 25/ 35,8.6%,17.1%,28.6%,157,73,103.0,7.0着,7.7人気,77.7,1837,257,0,0.0%,8.6%,11.4%,115.51,12.83,56.10
22,"Sadler's Wells",  3-  2-  3- 20/ 28,10.7%,17.9%,28.6%,20,45,82.5,6.9着,7.3人気,58.2,187,159,0,0.0%,7.1%,10.7%,114.73,12.75,56.48
23,"Mr. Prospector",  3-  2-  2- 23/ 30,10.0%,16.7%,23.3%,41,45,118.4,7.7着,7.0人気,43.1,417,194,0,0.0%,6.7%,6.7%,114.55,12.73,56.57
24,ラムタラ,  3-  2-  2- 24/ 31,9.7%,16.1%,22.6%,33,56,128.1,8.3着,8.0人気,68.2,343,249,0,0.0%,6.5%,6.5%,115.02,12.78,56.34
25,アンバーシヤダイ,  3-  1-  2- 21/ 27,11.1%,14.8%,22.2%,60,57,146.9,6.4着,7.1人気,45.6,543,260,0,0.0%,3.7%,7.4%,114.48,12.72,56.60
26,ロムルス,  3-  1-  2-  4/ 10,30.0%,40.0%,60.0%,492,207,513.4,4.9着,7.9人気,40.6,1640,345,0,0.0%,10.0%,20.0%,114.86,12.76,56.42
27,Gulch,  3-  1-  1-  7/ 12,25.0%,33.3%,41.7%,125,70,156.1,5.8着,5.5人気,41.4,503,168,0,0.0%,8.3%,8.3%,114.44,12.72,56.62
28,パーソロン,  3-  1-  1- 34/ 39,7.7%,10.3%,12.8%,74,35,66.8,7.3着,6.6人気,29.7,967,278,0,0.0%,2.6%,2.6%,116.17,12.91,55.78
29,Halo,  3-  0-  2-  9/ 14,21.4%,21.4%,35.7%,337,95,127.0,5.2着,4.8人気,18.9,1573,268,0,0.0%,0.0%,14.3%,113.93,12.66,56.88
30,Nijinsky,  3-  0-  1- 12/ 16,18.8%,18.8%,25.0%,122,58,203.6,7.0着,6.9人気,55.5,653,235,0,0.0%,0.0%,6.3%,115.41,12.82,56.15
31,Danzig,  2-  5-  2- 19/ 28,7.1%,25.0%,32.1%,39,56,46.2,7.5着,6.8人気,58.7,555,177,0,0.0%,17.9%,7.1%,114.39,12.71,56.65
32,フジキセキ,  2-  4-  5- 32/ 43,4.7%,14.0%,25.6%,65,113,68.1,7.7着,8.5人気,80.4,1410,445,0,0.0%,9.3%,11.6%,114.80,12.76,56.44
33,ステイールハート,  2-  3-  5- 12/ 22,9.1%,22.7%,45.5%,47,95,101.7,6.4着,7.0人気,32.7,525,211,0,0.0%,13.6%,22.7%,114.86,12.76,56.42
34,"Wild Again",  2-  3-  3-  2/ 10,20.0%,50.0%,80.0%,131,177,116.8,3.4着,3.3人気,11.2,655,221,0,0.0%,30.0%,30.0%,111.98,12.44,57.87
35,ロイヤルスキー,  2-  3-  2- 19/ 26,7.7%,19.2%,26.9%,28,43,52.8,7.0着,5.9人気,40.8,370,163,0,0.0%,11.5%,7.7%,115.58,12.84,56.06
36,タイテエム,  2-  3-  0- 11/ 16,12.5%,31.3%,31.3%,93,50,105.8,5.7着,6.1人気,31.9,750,160,0,0.0%,18.8%,0.0%,116.16,12.91,55.79
37,クラウンドプリンス,  2-  3-  0-  9/ 14,14.3%,35.7%,35.7%,72,74,157.2,6.6着,6.5人気,37.4,510,208,0,0.0%,21.4%,0.0%,114.86,12.76,56.42
38,ヴエンチア,  2-  2-  2- 15/ 21,9.5%,19.0%,28.6%,73,39,76.5,6.9着,6.5人気,31.7,775,138,0,0.0%,9.5%,9.5%,116.07,12.90,55.83
39,ラデイガ,  2-  2-  1-  6/ 11,18.2%,36.4%,45.5%,230,131,236.3,5.5着,7.0人気,26.8,1265,290,0,0.0%,18.2%,9.1%,115.50,12.83,56.10
40,フアバージ,  2-  2-  0- 35/ 39,5.1%,10.3%,10.3%,30,20,49.0,7.1着,6.6人気,32.1,600,202,0,0.0%,5.1%,0.0%,115.71,12.86,56.00
41,ボールドリツク,  2-  2-  0-  6/ 10,20.0%,40.0%,40.0%,203,78,176.9,5.6着,6.3人気,41.5,1015,195,0,0.0%,20.0%,0.0%,115.85,12.87,55.93
42,Nureyev,  2-  2-  0-  5/  9,22.2%,44.4%,44.4%,254,100,112.1,5.7着,5.4人気,30.8,1145,225,0,0.0%,22.2%,0.0%,113.80,12.64,56.94
43,タイキシャトル,  2-  1-  5- 17/ 25,8.0%,12.0%,32.0%,84,142,75.9,7.6着,7.9人気,94.2,1055,444,0,0.0%,4.0%,20.0%,115.98,12.89,55.87
44,エルコンドルパサー,  2-  1-  4- 21/ 28,7.1%,10.7%,25.0%,18,54,75.2,7.3着,7.4人気,54.1,255,219,0,0.0%,3.6%,14.3%,115.33,12.81,56.19
45,コマンダーインチーフ,  2-  1-  3- 33/ 39,5.1%,7.7%,15.4%,95,459,91.5,8.0着,8.8人気,88.7,1870,2987,0,0.0%,2.6%,7.7%,114.44,12.72,56.62
46,イエローゴツド,  2-  1-  3- 19/ 25,8.0%,12.0%,24.0%,177,84,72.2,7.4着,6.6人気,40.0,2215,352,0,0.0%,4.0%,12.0%,115.54,12.84,56.08
47,エルセンタウロ,  2-  1-  3-  5/ 11,18.2%,27.3%,54.5%,103,97,103.9,4.5着,4.1人気,10.3,570,178,0,0.0%,9.1%,27.3%,113.89,12.65,56.90
48,ロードリージ,  2-  1-  2- 15/ 20,10.0%,15.0%,25.0%,29,92,102.4,6.8着,7.2人気,36.7,290,368,0,0.0%,5.0%,10.0%,115.07,12.79,56.31
49,ムーテイエ,  2-  1-  2- 13/ 18,11.1%,16.7%,27.8%,201,86,169.0,7.4着,7.7人気,36.7,1815,312,0,0.0%,5.6%,11.1%,115.75,12.86,55.98
50,ヤマニンスキー,  2-  1-  1- 19/ 23,8.7%,13.0%,17.4%,19,26,76.0,6.9着,6.2人気,50.9,225,152,0,0.0%,4.3%,4.3%,114.98,12.78,56.36
51,マンハッタンカフェ,  2-  1-  1-  7/ 11,18.2%,27.3%,36.4%,52,76,143.1,6.6着,7.4人気,47.7,290,210,0,0.0%,9.1%,9.1%,113.94,12.66,56.87
52,Cozzene,  2-  1-  1-  6/ 10,20.0%,30.0%,40.0%,32,47,82.1,6.7着,6.2人気,72.6,160,118,0,0.0%,10.0%,10.0%,115.36,12.82,56.17
53,エンドスウィープ,  2-  1-  1- 14/ 18,11.1%,16.7%,22.2%,58,33,134.0,7.6着,7.4人気,45.2,525,152,0,0.0%,5.6%,5.6%,113.98,12.66,56.85
54,Woodman,  2-  1-  1- 14/ 18,11.1%,16.7%,22.2%,33,71,99.5,7.7着,7.3人気,56.7,305,322,0,0.0%,5.6%,5.6%,115.48,12.83,56.11
55,マイネルラヴ,  2-  1-  0-  4/  7,28.6%,42.9%,42.9%,455,120,147.2,3.4着,4.6人気,25.7,1595,280,0,0.0%,14.3%,0.0%,113.14,12.57,57.27
56,サーペンフロ,  2-  1-  0-  7/ 10,20.0%,30.0%,30.0%,509,128,163.7,6.2着,7.8人気,42.9,2545,427,0,0.0%,10.0%,0.0%,115.80,12.87,55.96
57,ダツパーダン,  2-  1-  0-  1/  4,50.0%,75.0%,75.0%,835,170,340.3,2.0着,3.5人気,10.8,1670,227,0,0.0%,25.0%,0.0%,112.70,12.52,57.50
58,バンブーアトラス,  2-  1-  0- 15/ 18,11.1%,16.7%,16.7%,59,22,193.8,7.4着,7.8人気,76.7,535,137,0,0.0%,5.6%,0.0%,115.17,12.80,56.27
59,テユーダーペリオツド,  2-  1-  0-  6/  9,22.2%,33.3%,33.3%,216,78,251.8,5.4着,7.3人気,48.1,975,237,0,0.0%,11.1%,0.0%,114.17,12.69,56.76
60,フアラモンド,  2-  1-  0-  3/  6,33.3%,50.0%,50.0%,368,165,485.0,7.2着,7.2人気,37.4,1105,330,0,0.0%,16.7%,0.0%,115.27,12.81,56.22
61,デインヒル,  2-  1-  0-  1/  4,50.0%,75.0%,75.0%,240,207,280.4,4.3着,6.0人気,48.2,480,277,0,0.0%,25.0%,0.0%,113.68,12.63,57.00
62,スペシャルウィーク,  2-  0-  3- 25/ 30,6.7%,6.7%,16.7%,47,56,89.3,7.0着,7.6人気,67.0,715,338,0,0.0%,0.0%,10.0%,114.89,12.77,56.40
63,サクラユタカオー,  2-  0-  2- 16/ 20,10.0%,10.0%,20.0%,40,45,134.0,8.6着,7.7人気,74.4,400,228,0,0.0%,0.0%,10.0%,116.22,12.91,55.76
64,ホワイトマズル,  2-  0-  2- 14/ 18,11.1%,11.1%,22.2%,67,43,127.0,6.9着,7.2人気,67.1,605,198,0,0.0%,0.0%,11.1%,115.28,12.81,56.21
65,Caro,  2-  0-  1-  3/  6,33.3%,33.3%,50.0%,276,116,355.5,3.2着,5.2人気,12.8,830,233,0,0.0%,0.0%,16.7%,113.33,12.59,57.18
66,マーベラスサンデー,  2-  0-  1-  5/  8,25.0%,25.0%,37.5%,77,61,195.0,6.5着,6.6人気,46.4,310,163,0,0.0%,0.0%,12.5%,114.48,12.72,56.61
67,シーフユリユー,  2-  0-  1-  2/  5,40.0%,40.0%,60.0%,368,118,532.0,5.2着,7.2人気,23.5,920,197,0,0.0%,0.0%,20.0%,115.24,12.80,56.23
68,Caerleon,  2-  0-  0- 19/ 21,9.5%,9.5%,9.5%,171,29,64.7,8.0着,5.9人気,33.0,1805,310,0,0.0%,0.0%,0.0%,115.56,12.84,56.07
69,サクラシヨウリ,  2-  0-  0-  4/  6,33.3%,33.3%,33.3%,121,43,206.2,4.3着,4.2人気,11.3,365,130,0,0.0%,0.0%,0.0%,114.98,12.78,56.36
70,パラダイスクリーク,  2-  0-  0-  7/  9,22.2%,22.2%,22.2%,94,33,173.1,7.2着,6.4人気,31.1,425,150,0,0.0%,0.0%,0.0%,114.63,12.74,56.53
71,Danehill,  2-  0-  0-  4/  6,33.3%,33.3%,33.3%,486,125,436.8,5.3着,6.7人気,50.7,1460,375,0,0.0%,0.0%,0.0%,115.78,12.86,55.97
72,Vanlandingham,  2-  0-  0-  1/  3,66.7%,66.7%,66.7%,330,96,267.8,2.0着,3.0人気,4.3,495,145,0,0.0%,0.0%,0.0%,113.23,12.58,57.23
73,ステユーペンダス,  2-  0-  0-  7/  9,22.2%,22.2%,22.2%,56,28,184.4,8.1着,9.3人気,86.9,255,130,0,0.0%,0.0%,0.0%,115.48,12.83,56.11
74,"Saint Ballado",  2-  0-  0-  5/  7,28.6%,28.6%,28.6%,288,111,209.0,6.3着,7.1人気,35.0,1010,390,0,0.0%,0.0%,0.0%,112.30,12.48,57.70
75,ホリスキー,  2-  0-  0-  6/  8,25.0%,25.0%,25.0%,1873,401,264.8,8.4着,10.1人気,127.4,7495,1605,0,0.0%,0.0%,0.0%,113.90,12.66,56.89
76,コインドシルバー,  2-  0-  0-  3/  5,40.0%,40.0%,40.0%,280,78,541.0,7.0着,8.6人気,59.9,700,195,0,0.0%,0.0%,0.0%,115.84,12.87,55.94
77,サクラシンゲキ,  2-  0-  0-  2/  4,50.0%,50.0%,50.0%,157,67,293.8,5.0着,5.8人気,33.9,315,135,0,0.0%,0.0%,0.0%,114.95,12.77,56.37
78,Mineshaft,  2-  0-  0-  1/  3,66.7%,66.7%,66.7%,280,103,413.9,4.3着,5.7人気,59.3,420,155,0,0.0%,0.0%,0.0%,110.77,12.31,58.50
79,"Native Prospector",  2-  0-  0-  0/  2,100.0%,100.0%,100.0%,270,145,256.7,1.0着,1.0人気,2.7,270,145,0,0.0%,0.0%,0.0%,111.05,12.34,58.35
80,テスコボーイ,  1-  7-  3- 32/ 43,2.3%,18.6%,25.6%,3,56,19.0,7.0着,6.1人気,36.2,130,223,0,0.0%,16.3%,7.0%,115.76,12.86,55.98
81,ヘクタープロテクター,  1-  5-  6- 24/ 36,2.8%,16.7%,33.3%,6,198,30.6,6.6着,6.6人気,43.6,220,594,0,0.0%,13.9%,16.7%,114.53,12.73,56.58
82,Kingmambo,  1-  4-  1- 26/ 32,3.1%,15.6%,18.8%,38,34,43.2,8.3着,8.8人気,73.5,1220,185,0,0.0%,12.5%,3.1%,114.56,12.73,56.56
83,リマンド,  1-  3-  3- 23/ 30,3.3%,13.3%,23.3%,6,57,33.2,6.8着,7.2人気,36.7,190,247,0,0.0%,10.0%,10.0%,115.24,12.80,56.23
84,アローエクスプレス,  1-  3-  3- 20/ 27,3.7%,14.8%,25.9%,14,63,35.2,6.0着,5.9人気,30.2,390,246,0,0.0%,11.1%,11.1%,115.13,12.79,56.29
85,"Storm Cat",  1-  3-  2- 18/ 24,4.2%,16.7%,25.0%,7,46,38.0,7.7着,7.3人気,49.1,180,187,0,0.0%,12.5%,8.3%,113.36,12.60,57.16
86,キンググローリアス,  1-  3-  1-  9/ 14,7.1%,28.6%,35.7%,177,132,68.5,7.6着,7.2人気,54.7,2480,372,0,0.0%,21.4%,7.1%,115.11,12.79,56.29
87,シルバーシヤーク,  1-  3-  0- 23/ 27,3.7%,14.8%,14.8%,16,37,36.0,6.3着,5.6人気,20.2,450,250,0,0.0%,11.1%,0.0%,114.71,12.75,56.49
88,ダンシングブレーヴ,  1-  3-  0- 23/ 27,3.7%,14.8%,14.8%,6,43,48.7,7.6着,7.1人気,50.3,180,292,0,0.0%,11.1%,0.0%,114.99,12.78,56.36
89,ダイアトム,  1-  3-  0-  9/ 13,7.7%,30.8%,30.8%,408,145,97.3,6.1着,6.2人気,31.6,5310,472,0,0.0%,23.1%,0.0%,115.08,12.79,56.31
90,ミルジヨージ,  1-  2-  6- 31/ 40,2.5%,7.5%,22.5%,44,56,20.7,6.3着,5.7人気,32.1,1770,281,0,0.0%,5.0%,15.0%,114.97,12.77,56.36
91,ダンスインザダーク,  1-  2-  3- 39/ 45,2.2%,6.7%,13.3%,7,52,36.2,8.8着,8.5人気,70.7,330,397,0,0.0%,4.4%,6.7%,114.66,12.74,56.52
92,ミンスキー,  1-  2-  3-  3/  9,11.1%,33.3%,66.7%,107,143,88.9,4.6着,4.9人気,10.9,970,215,0,0.0%,22.2%,33.3%,114.66,12.74,56.52
93,セダン,  1-  2-  2- 10/ 15,6.7%,20.0%,33.3%,20,71,83.5,6.5着,7.3人気,29.1,300,214,0,0.0%,13.3%,13.3%,114.34,12.70,56.67
94,クロフネ,  1-  2-  1- 25/ 29,3.4%,10.3%,13.8%,5,39,35.8,7.9着,7.9人気,61.9,150,288,0,0.0%,6.9%,3.4%,115.10,12.79,56.30
95,ダイハード,  1-  2-  1- 11/ 15,6.7%,20.0%,26.7%,16,129,63.3,5.7着,7.5人気,34.9,250,485,0,0.0%,13.3%,6.7%,114.42,12.71,56.63
96,"Silver Deputy",  1-  2-  1-  5/  9,11.1%,33.3%,44.4%,28,82,63.2,5.2着,3.9人気,15.5,260,185,0,0.0%,22.2%,11.1%,113.84,12.65,56.92
97,"Broad Brush",  1-  2-  1-  1/  5,20.0%,60.0%,80.0%,52,92,44.4,4.0着,1.8人気,4.3,260,115,0,0.0%,40.0%,20.0%,113.58,12.62,57.05
98,ハイセイコー,  1-  2-  0-  7/ 10,10.0%,30.0%,30.0%,14,106,62.4,4.9着,5.5人気,35.9,140,353,0,0.0%,20.0%,0.0%,113.18,12.58,57.25
99,"Seattle Slew",  1-  2-  0- 10/ 13,7.7%,23.1%,23.1%,55,32,55.5,6.2着,6.1人気,32.8,720,140,0,0.0%,15.4%,0.0%,114.18,12.69,56.75
100,エルハーブ,  1-  2-  0-  3/  6,16.7%,50.0%,50.0%,108,130,190.3,6.7着,7.3人気,85.1,650,260,0,0.0%,33.3%,0.0%,116.27,12.92,55.73
101,"Fusaichi Pegasus",  1-  2-  0-  3/  6,16.7%,50.0%,50.0%,170,135,154.4,6.7着,5.8人気,20.6,1020,270,0,0.0%,33.3%,0.0%,114.30,12.70,56.69
102,リアルシヤダイ,  1-  1-  3- 43/ 48,2.1%,4.2%,10.4%,23,35,21.3,6.9着,7.3人気,63.0,1120,338,0,0.0%,2.1%,6.3%,114.98,12.78,56.36
103,イースタンフリート,  1-  1-  3-  9/ 14,7.1%,14.3%,35.7%,34,72,84.3,5.3着,6.5人気,34.4,480,202,0,0.0%,7.1%,21.4%,114.67,12.74,56.51
104,ジェイドロバリー,  1-  1-  2- 18/ 22,4.5%,9.1%,18.2%,6,28,46.5,7.2着,7.9人気,58.9,150,158,0,0.0%,4.5%,9.1%,114.51,12.72,56.59
105,スノツブ,  1-  1-  2-  5/  9,11.1%,22.2%,44.4%,37,132,92.1,6.0着,6.7人気,17.5,340,298,0,0.0%,11.1%,22.2%,114.78,12.75,56.46
106,ジョリーズヘイロー,  1-  1-  2-  5/  9,11.1%,22.2%,44.4%,86,102,84.7,5.9着,7.3人気,58.5,780,230,0,0.0%,11.1%,22.2%,113.57,12.62,57.06
107,モデルフール,  1-  1-  2-  2/  6,16.7%,33.3%,66.7%,288,111,85.5,4.7着,5.3人気,16.4,1730,168,0,0.0%,16.7%,33.3%,113.18,12.58,57.25
108,シーホーク,  1-  1-  1- 14/ 17,5.9%,11.8%,17.6%,21,52,48.2,6.5着,6.6人気,31.5,360,297,0,0.0%,5.9%,5.9%,115.55,12.84,56.08
109,ラシアンルーブル,  1-  1-  1-  9/ 12,8.3%,16.7%,25.0%,33,54,74.9,6.3着,6.4人気,37.4,400,217,0,0.0%,8.3%,8.3%,113.68,12.63,57.00
110,ソーブレスド,  1-  1-  1-  3/  6,16.7%,33.3%,50.0%,158,101,78.6,5.3着,5.0人気,14.4,950,203,0,0.0%,16.7%,16.7%,115.00,12.78,56.35
111,ボールドアンドエイブル,  1-  1-  1-  9/ 12,8.3%,16.7%,25.0%,30,127,98.8,7.3着,7.8人気,22.8,360,510,0,0.0%,8.3%,8.3%,116.06,12.90,55.83
112,デイクタス,  1-  1-  1-  9/ 12,8.3%,16.7%,25.0%,21,30,73.5,8.9着,7.1人気,65.8,260,123,0,0.0%,8.3%,8.3%,115.83,12.87,55.95
113,フアーザーズイメージ,  1-  1-  1-  8/ 11,9.1%,18.2%,27.3%,81,63,56.4,8.1着,5.3人気,16.2,900,233,0,0.0%,9.1%,9.1%,114.96,12.77,56.37
114,ウォーニング,  1-  1-  1-  8/ 11,9.1%,18.2%,27.3%,44,279,262.4,8.3着,10.6人気,108.2,490,1023,0,0.0%,9.1%,9.1%,114.44,12.72,56.63
115,Secretariat,  1-  1-  1-  7/ 10,10.0%,20.0%,30.0%,1090,311,66.2,6.6着,5.7人気,69.7,10900,1037,0,0.0%,10.0%,10.0%,115.33,12.81,56.19
116,セイユウ,  1-  1-  1-  0/  3,33.3%,66.7%,100.0%,286,146,105.8,2.0着,2.0人気,4.6,860,220,0,0.0%,33.3%,33.3%,116.13,12.90,55.80
117,キングカメハメハ,  1-  1-  0- 12/ 14,7.1%,14.3%,14.3%,70,25,95.8,7.1着,8.1人気,84.0,980,180,0,0.0%,7.1%,0.0%,114.85,12.76,56.42
118,アドマイヤベガ,  1-  1-  0-  9/ 11,9.1%,18.2%,18.2%,52,32,81.1,8.4着,8.1人気,81.3,580,180,0,0.0%,9.1%,0.0%,115.26,12.81,56.22
119,サクラローレル,  1-  1-  0-  6/  8,12.5%,25.0%,25.0%,35,120,197.9,7.3着,9.8人気,129.6,280,480,0,0.0%,12.5%,0.0%,114.30,12.70,56.69
120,ハードツービート,  1-  1-  0- 11/ 13,7.7%,15.4%,15.4%,13,29,73.1,6.0着,7.0人気,34.8,180,190,0,0.0%,7.7%,0.0%,115.65,12.85,56.03
121,ノーザンデイクテイター,  1-  1-  0- 13/ 15,6.7%,13.3%,13.3%,13,16,60.6,6.9着,7.3人気,49.7,200,120,0,0.0%,6.7%,0.0%,114.91,12.77,56.39
122,ナイスダンサー,  1-  1-  0- 13/ 15,6.7%,13.3%,13.3%,22,14,84.6,7.5着,8.5人気,85.8,330,105,0,0.0%,6.7%,0.0%,115.60,12.84,56.06
123,"Belong to Me",  1-  1-  0-  4/  6,16.7%,33.3%,33.3%,260,145,219.1,6.5着,6.2人気,28.4,1560,435,0,0.0%,16.7%,0.0%,114.32,12.70,56.68
124,ラストタイクーン,  1-  1-  0-  3/  5,20.0%,40.0%,40.0%,150,90,318.4,7.2着,8.6人気,101.2,750,225,0,0.0%,20.0%,0.0%,116.06,12.90,55.83
125,ダンサーズイメージ,  1-  1-  0- 11/ 13,7.7%,15.4%,15.4%,22,29,70.2,7.1着,6.0人気,31.1,290,190,0,0.0%,7.7%,0.0%,115.16,12.80,56.27
126,ノノアルコ,  1-  1-  0- 10/ 12,8.3%,16.7%,16.7%,23,17,59.0,9.3着,6.5人気,35.2,280,105,0,0.0%,8.3%,0.0%,116.15,12.91,55.79
127,アレミロード,  1-  1-  0-  4/  6,16.7%,33.3%,33.3%,48,41,83.6,5.3着,4.7人気,48.4,290,125,0,0.0%,16.7%,0.0%,114.10,12.68,56.79
128,ボールドラツド(USA),  1-  1-  0-  6/  8,12.5%,25.0%,25.0%,43,242,194.1,7.0着,8.3人気,57.5,350,970,0,0.0%,12.5%,0.0%,116.05,12.89,55.84
129,マリーノ,  1-  1-  0-  5/  7,14.3%,28.6%,28.6%,35,65,128.5,7.9着,7.3人気,28.1,250,230,0,0.0%,14.3%,0.0%,114.77,12.75,56.46
130,タマナー,  1-  1-  0-  4/  6,16.7%,33.3%,33.3%,56,66,110.9,5.8着,4.3人気,8.6,340,200,0,0.0%,16.7%,0.0%,114.72,12.75,56.49
131,フイデイオン,  1-  1-  0-  2/  4,25.0%,50.0%,50.0%,65,67,132.1,5.5着,6.5人気,38.1,260,135,0,0.0%,25.0%,0.0%,115.53,12.84,56.09
132,マタドア,  1-  1-  0-  3/  5,20.0%,40.0%,40.0%,112,74,259.7,7.6着,8.0人気,32.1,560,185,0,0.0%,20.0%,0.0%,114.94,12.77,56.38
133,Miswaki,  1-  1-  0-  3/  5,20.0%,40.0%,40.0%,76,136,291.2,9.2着,9.8人気,133.2,380,340,0,0.0%,20.0%,0.0%,116.10,12.90,55.81
134,ダーリングデイスプレイ,  1-  1-  0-  2/  4,25.0%,50.0%,50.0%,177,105,212.3,6.5着,4.8人気,11.4,710,210,0,0.0%,25.0%,0.0%,115.03,12.78,56.34
135,スピニングワールド,  1-  1-  0-  2/  4,25.0%,50.0%,50.0%,42,117,116.2,6.8着,5.3人気,43.6,170,235,0,0.0%,25.0%,0.0%,113.73,12.64,56.98
136,"Grey Dawn",  1-  1-  0-  2/  4,25.0%,50.0%,50.0%,62,55,80.7,6.3着,8.3人気,193.7,250,110,0,0.0%,25.0%,0.0%,115.30,12.81,56.20
137,"Unbridled's Song",  1-  1-  0-  1/  3,33.3%,66.7%,66.7%,120,110,216.3,4.7着,4.3人気,16.2,360,165,0,0.0%,33.3%,0.0%,113.53,12.61,57.08
138,Damascus,  1-  1-  0-  1/  3,33.3%,66.7%,66.7%,373,110,100.0,3.3着,2.3人気,5.2,1120,165,0,0.0%,33.3%,0.0%,115.83,12.87,55.94
139,Capote,  1-  1-  0-  1/  3,33.3%,66.7%,66.7%,63,76,117.0,5.7着,5.7人気,59.6,190,115,0,0.0%,33.3%,0.0%,113.00,12.56,57.35
140,"In The Wings",  1-  1-  0-  0/  2,50.0%,100.0%,100.0%,135,160,148.5,1.5着,2.0人気,3.0,270,160,0,0.0%,50.0%,0.0%,114.90,12.77,56.40
141,パーソナリテイ,  1-  0-  3-  6/ 10,10.0%,10.0%,40.0%,57,116,135.5,5.7着,6.3人気,38.5,570,290,0,0.0%,0.0%,30.0%,115.01,12.78,56.34
142,クリエイター,  1-  0-  2-  6/  9,11.1%,11.1%,33.3%,60,70,83.1,5.2着,6.6人気,33.6,540,210,0,0.0%,0.0%,22.2%,114.40,12.71,56.64
143,サクラバクシンオー,  1-  0-  2- 26/ 29,3.4%,3.4%,10.3%,11,14,49.5,8.9着,8.3人気,73.4,330,143,0,0.0%,0.0%,6.9%,115.04,12.78,56.33
