01162301,83,97,95,106,101,95,105,93,119,103,119,109
01162302,95,120,113,106,94,82,87,83,121
01162303,105,93,95,99,103,94,123,113,114,100,109,105
01162304,97,107,104,113,98,87,99,105,124,101,102,112,97
01162306,104,88,103,87,113,121,101,94,115,101,102,87,96,105,113,96
01162307,114,112,122,122,100,89,118,97,104,99,101,109,107,101,118,95
01162308,105,106,96,97,116,109,98,105,100,99,98,116,98
01162309,84,105,118,89,101,90,107,93,91,114,103,97,100,94
01162310,105,100,108,98,113,102,118,109,106,111,94,107,96,120
01162311,105,95,105,101,94,98,115,101,112,103,109,107,99,121
01162312,106,111,114,112,115,89,110,89,125,102,110,110,107
04162901,87,100,109,100,98,91,91,90,97,92,107,109,101,105,113,115,104,95
04162902,85,101,94,98,86,87,100,84,111,87,115,93,91,100,82,94,89,92
04162903,96,92,110,102,89,122,112,97,98,86,117,101,100,117,101
04162904,90,0,99,83,114,95,96,86,115,92,91,91,103,104
04162906,96,104,109,94,97,109,91,114,110,109,93,80,112,90,112,116,110,99
04162907,100,88,102,100,88,116,96,94,109,94,0,104,114,86,98
04162908,98,114,101,108,93,115,120,106,121,98,110,91,108,108
04162909,114,101,99,97,93,110,107,117,99,105,88,111,95,91,112
04162910,105,92,114,95,92,92,106,107,98,113,90,115
04162911,97,111,109,97,83,112,99,110,114,125,91,99,94,82
04162912,90,109,88,107,89,105,103,97,95,89,103,93,105,126,94,99,95,110
10162901,118,90,108,0,87,115,95,110,121,97,121,98,96,96
10162902,92,85,91,98,96,99,92,93,102,96,100,107,86
10162903,93,96,111,110,92,102,103,86,92,114,118,104,86,84,85,102
10162904,89,96,97,105,92,110,101,110,94,101,118,103,111,106,121,98
10162906,88,121,115,109,107,107,94,88,99,85,103,0,99,109
10162907,100,95,89,113,93,95,96,88,121,114,88,88,99,88,91,124
10162908,115,116,90,85,111,80,110,115,87,102,104,87,99,95,124
10162909,89,93,89,79,86,100,93,91,84,90,118,72,112,74,86,111
10162910,103,97,107,94,99,80,97
10162911,116,98,100,90,95,109,108,92,85,88,106,103,94,120,98,112
10162912,105,79,118,97,109,99,91,85,107,86,103,88,88,124,96,114,114,129
