06081801,95,122,126,102,90,111,110,0,97,96,91,121
06081802,89,97,94,93,121,93,95,99,110,118,94,85,92,121,90
06081803,100,95,97,98,103,96,92,102,110,116,95,103,107,84,86
06081804,117,92,90,102,122,92,92,96,97,104,98,102,89
06081806,107,0,87,107,113,0,93,112,107,110,90,94,100,82,0,101
06081807,0,90,111,105,101,92,86,100,85,0,113,0,118,115,89,91
06081808,107,0,75,109,94,95,106,109,88,109,113,99,88,88,101,98
06081809,133,100,80,86,98,116,114,0,0,82,114,113,93,115,86,107
06081810,107,100,105,113,102,121,92,122,108,91,108,98,104,116,110,100
06081811,117,94,87,85,123,108,106,110,111,115,95,79,94,102,102,107
06081812,103,105,97,89,115,98,105,94,86,96,98,135,108,102,126,106
08081801,107,114,102,93,90,123,117,94,131,102,107,95,107
08081802,107,102,97,100,81,99,112,113,112,93,110,105,122,110
08081803,98,116,119,93,115,102,107,100,89,98,110,89,87,89,102,0
08081804,123,88,99,90,108,114,111,84,89,112,105,116,106,95
08081805,112,94,0,124,0,113,100,98,99,95,130,121,108,88,89,100
08081807,98,101,81,105,99,98,113,115,109,93,116,96,79,0,106,92
08081808,101,88,85,118,106,88,106,120,90,95,109,97,109,105,87,96
08081809,103,110,104,92,115,90,105,112,93,103,92,104,97,106,99,102
08081810,115,120,110,103,91,118,109,102,89,103,95,96,122,88,119,97
08081811,93,113,127,110,108,119,98,99,117,109,112,89,127,116,116,106
08081812,107,96,103,92,98,84,103,119,114,112,104,92,102,114,114,86
10081401,84,98,92,86,86,105,96,102,85,123,102,103,88,93
10081402,96,87,82,93,93,91,95,87,102,103,90,98,101,101,88,98,96
10081403,107,103,102,92,96,87,91,84,95,100,101,100,0,99,111,97,98
10081405,117,102,97,125,108,0,95,97,100,88,106,106,113
10081406,113,98,113,91,94,115,94,100,92,91,85,88,88,98,90,110
10081407,102,127,109,101,112,98,105,97,107,67
10081408,72,0,97,118,99,82,100,96,81,104,93,96,122,97,125
10081409,0,104,88,94,90,98,90,103,90,94,97,117,94,95,109,100,92,114
10081410,99,112,91,110,88,91,125,94,92,82,94,92,114,91,98,103
10081411,94,105,95,96,91,107,98,102,125,102,84,110,115,116,110,108
10081412,85,116,108,109,111,94,105,114,92,89,116,117,116,102,102,92,113,109
