05075801,103,93,93,106,105,102,94,96,113,102,86,83,95,96,106
05075802,114,115,89,95,107,115,119,103,107,106
05075803,113,109,97,107,98,90,108,107,108,111,89,105,113,107,89
05075805,107,112,107,116,105,94,104,97,108,107,102,108,0
05075806,110,111,93,95,101,107,118,107,109,105,125,113,97,107,118
05075807,113,108,111,0,105,103,103,117,104,121,112,99,112
05075808,91,112,123,116,110,97,106,112,88,99,110,96,123,102,98,107
05075809,113,114,95,100,116,92,102,120,111,105,112,106,115,103,137,92
05075810,106,114,105,115,104,108,0,0,123,136,130,121,103,129,95,0,0,98
05075811,103,126,104,99,103,92,96,104,109,96,122,108,106,91,111,123,118
07073A01,105,83,88,118,105,109,86,98,86,93,96
07073A02,91,100,109,97,107,95,109,123,87,107,113,93
07073A03,90,109,107,100,108,90,95,115,109,117,90,124,123,109
07073A04,90,84,119,86,95,103,103,105,90,87,93,110
07073A05,87,90,113,111,105,100,95,104,104,111
07073A06,90,110,116,112,96,100,100,99,108,99,103,112,98,107,98,105,102,99
07073A07,107,101,0,106,115,115,110,86,96,95,95
07073A08,96,109,102,94,95,84,88,120,101,92,91
07073A09,124,121,106,103,100,113,90,111
07073A10,101,117,107,126,94,104,108,126
07073A11,99,90,92,122,114,108,93,120,101,95,93,107,123,103,94,94,99,116
07073A12,104,114,99,100,109,102,93,129,88,107,91,114,108
08075801,97,84,114,110,108,102,112,123,110
08075802,97,107,90,97,103,111,109,110,89,126,92,106
08075803,116,87,92,92,112,91,89,87,117,98,99,115,112
08075804,94,81,110,98,114,102,94,90,98,105,101,98,113,91
08075806,112,108,110,100,99,95,107,106,95,103,94
08075807,94,98,85,113,121,89,101,97,69
08075808,102,95,70,99,99,93,109,98,133,101,108,93
08075809,126,106,96,125,85,97,104,94,110,104,113,110,99,95,112,93
08075810,104,120,114,97,108,106,130,106,112,113,90,84,84,98,116,96,101,122
08075811,131,121,100,102,115,122,118,118,100,131,97
08075812,117,108,106,119,102,120,103,102,112,95,103
