06042401,108,90,110,99,100,95,101,101,116,97,106,103,98,93,104
06042402,99,88,110,119,104,101,103,92,113,96,110,86,110,99
06042403,95,93,106,108,111,100,90,91,106,108,82
06042404,99,89,104,104,93,89,105,108,97,101,103
06042405,116,105,92,115,95,90,86,95,104,86,0,100,90,91
06042406,84,112,108,119,103,122,108,100,82,88,120,89,90,100,101,102
06042408,88,100,124,88,106,107,98,109,111,102,84,0,95,100,113,128
06042409,99,108,108,135,88,113,89,106,88,87,114,96,105,111,101,103
06042410,105,102,106,119,95,88,115,110,132,110
06042411,116,119,81,112,124,125,129,95,139,113
06042412,107,108,98,109,92,86,116,94,117,97,111,95,98,106,94,122
07041201,96,87,105,107,86,93,96,122,88,85,96,108,91,83,0
07041202,104,98,85,92,95,112,101,98,111,92,105,90,103,104,117
07041203,92,101,0,0,98,94,84,97,108,95,85,118,111,92,84,100
07041204,99,85,100,116,106,110,93,119,91,109,107,88,100,85,91,91
07041205,93,105,104,88,100,110,99,99,89,123,104,88,97,92,82,96
07041206,114,89,119,109,110,94,90,103,82,113,117,95,83,95,103,89
07041207,113,115,97,106,90,97,100,102,78,101,124,94,107,85,107,90
07041208,100,90,108,128,100,97,76,114,91,97,98,106,116,128,106,0
07041209,89,102,93,104,93,85,119,94,119,98,104,85,97,105,102,86
07041210,104,98,97,86,88,125,92,119,99,102,100,91,102,98,113,101
07041211,119,128,97,104,113,119,121,108,101,104,88,108,113,114,95,98
07041212,92,106,83,0,85,103,93,112,110,89,98,112,108,101,110,109
09041401,100,126,105,101,112,98,91,89
09041402,101,113,84,89,105,102,122,104,107,87,99
09041403,108,104,125,93,94,90,99,102,98,96,95,108
09041404,93,111,114,105,108,103,93,114,98,98,97,102
09041407,81,0,120,76,90,102,107,101,122,108,89,86,108,98,120,0
09041408,95,107,89,130,87,109,110,106,107,111,113,112,103,84,103,96
09041409,115,107,97,94,124,90,109,104,105,95,100,99,105
09041410,105,117,114,103,90,119,123,92,92,92,107,110,110,125,92,104
09041411,105,115,105,87,122,100,103,122,111,113,98,108
09041412,92,119,115,125,110,104,97,96,91,94,100,110,96,107
