06155601,85,94,95,99,92,97,92,123,87,112,109,89,99,104,88,83
06155602,102,99,117,109,107,91,106,102,83,93,100,110,103,106,94
06155603,0,107,106,111,114,84,120,97,113,104,113,103,91,105,101,98
06155604,108,109,110,87,109,113,105,121,113,109,119,111,110,103,119,85
06155607,91,120,113,106,111,113,98,84,96,100,89,114,109,96,108,0
06155608,100,121,125,88,112,107,119,109,111,92,96,83,101,87,103,117
06155609,97,97,126,122,129,96,0,107,98,83,136,102,89,110,93,89
06155610,94,104,118,102,108,120,104,68,105,94,94,95,98,104,96,109
06155611,100,111,124,107,98,99,126,110,109,109
06155612,90,125,112,103,109,101,113,86,98,99,123,96,120,115,94
07154601,98,118,102,116,108,108,98,106,93,126,95,86,90,85,105,94
07154602,119,109,104,123,91,99,92,103,103,97,94,93,85,108,70
07154603,121,89,105,105,110,111,0,101,88,109,94,115,101,83,117,113
07154604,81,94,104,96,91,90,104,117,99,114,103,114,114,111
07154605,114,92,107,90,102,89,101,111,109,106,100,114,118,109,97,110
07154606,105,96,109,87,108,114,100,104,87,101,99,109,92,81,93,98
07154607,111,91,118,0,104,104,111,105,100,91,105,97,108,105,116,122
07154608,96,94,115,93,90,90,103,101,101,89,115,100,108,99,83,108,125,98
07154609,105,92,91,87,81,84,82,91,119,97,118,70,109,91,114,95
07154610,92,102,116,82,118,93,88,108,118,109,100,103,91,93,111,100,112
07154611,110,94,125,109,79,113,116,117,91,99
07154612,110,107,125,82,113,113,118,95,107,99,125,111,108,100,0,100
09155601,104,96,96,98,104,116,94,94,87,104,90,88,98,111,91,95
09155602,121,103,92,109,87,110,104,98,86,88,94,106,117,97,98,102
09155603,100,101,90,118,96,113,94,111,97,104,89,92,89,91,99,93
09155604,124,119,99,104,119,99,86,97,102,126,93,104,115,110,106,109,117,120
09155606,81,109,101,96,105,104,94,108,117,106,103,73
09155607,96,97,107,100,87,119,105,110,104,112,113,114,96,102,110
09155608,94,93,103,115,107,93,108,107,91,80,110,106,106,93,110,115
09155609,105,112,91,95,126,104,92,105,97,128,122,120,122
09155610,107,101,132,109,99,116,97,107,106,117,112
09155611,104,112,121,77,99,100,118,107,129,98,128,124,125,91,109,108
09155612,105,107,91,85,0,111,0,105,119,116,99,118,88,109,110,95
