05054101,98,114,89,97,101,104,93,86,83,110
05054102,89,105,96,98,88,101,108,100,108,83,85,110
05054103,105,103,106,0,96,98,110,114,104,87,122
05054104,108,97,87,88,90,86,102,105,102,106,107,87,109,97
05054106,108,103,108,106,116,103,96,111,111,105,125,104,102,105,91,107
05054107,116,101,96,120,96,111,106,128,117,103,119,116,82,70,107
05054108,91,109,103,122,93,80,109,92,106,100,112,111,113,116,96,122
05054109,120,106,116,114,108,108,90,100,105,110
05054110,138,107,121,135,94,135,123,99
05054111,94,122,119,115,129,123,100,109,94,130
05054112,88,93,90,106,83,127,125,103,88,117,104,110,106,96,90,96
08054101,110,90,100,96,86,96,104,123,88,105
08054102,97,89,85,87,100,82,93,83,97,102,111,109,109,101,103,108
08054103,89,111,112,106,116,89,89,96,117,119,97,101,106
08054104,95,104,92,101,109,109,99,91,116,91
08054106,92,94,87,102,138,116,86,106,128,107,99,97,90,123,110,87
08054107,98,104,110,95,83,101,110,124,99,96,109,99
08054108,91,98,96,118,71,107,99,110,97,97,102,92,94,102,83,97,113,94
08054109,85,114,114,107,94,113,111,111,135,117
08054110,123,102,99,112,133,101,106,113,92,101,91,83
08054111,114,118,121,106,119,126,121,116,112,107
08054112,107,94,91,111,104,102,73,97,106,106,119,106
