HR22005052320050521050301011514000000000000000000000000000000000000000000000000000000000000000000000000300000057003                          030000002000202000000490070500000021004                          2200000484019                          0203000004490019                                020300000126001703050000005800060205000001500022                                                                                                                0302000007180031                                                                                020305000007820031                                    000000                                                                                                            
HR22005052320050521050301021616000000000000000000000000000000000000000000000000000000000000000000000000400000113003                          040000001900314000000100010900000025005                          2700000041001                          0414000000560001                                041400000028000304090000009500120914000000380004                                                                                                                0414000002100006                                                                                040914000001610004                                    000000                                                                                                            
HR22005052320050521050301031616000000000000000000000000000000000000000000000000000000000000000000000000900000020001                          090000001100116000000150021500000019004                          5800000034001                          0916000000450001                                091600000018000109150000003300031516000000540006                                                                                                                0916000000710001                                                                                091516000000980002                                    000000                                                                                                            
HR22005052320050521050301041414000000000000000000000000000000000000000000000000000000000000000000000000400000035002                          040000001500308000000140020300000022004                          3500000042002                          0408000000620003                                040800000028000303040000004300050308000000500006                                                                                                                0408000001190005                                                                                030408000001330004                                    000000                                                                                                            
HR22005052320050521050301051817000000000000000000000000000000000000000000000000000000000000000000000000300000038002                          030000001500208000000210031700000047006                          2400000073004                          0308000000820003                                030800000034000203170000009300090817000001530017                                                                                                                0308000001350004                                                                                030817000004700013                                    000000                                                                                                            
HR22005052320050521050301061414000000000000000000000000000000000000000000000000000000000000000000000000600000127003                          060000001300207000000100010900000014003                          4500000022001                          0607000000340001                                060700000017000206090000003300040709000000150001                                                                                                                0607000001630006                                                                                060709000000430001                                    000000                                                                                                            
HR22005052320050521050301071212000000000000000000000000000000000000000000000000000000000000000000000000200000051003                          020000001700310000000130020300000012001                          2700000125005                          0210000001220004                                021000000038000302030000003000020310000000260001                                                                                                                0210000002700010                                                                                020310000001000001                                    000000                                                                                                            
HR22005052320050521050301080808000000000000000000000000000000000000000000000000000000000000000000000000700000050003                          070000001800302000000250050800000013001                          00                                     0207000002340011                                020700000072001107080000002700020208000000430006                                                                                                                0702000004420018                                                                                020708000002060008                                    000000                                                                                                            
HR22005052320050521050301091515000000000000000000000000000000000000000000000000000000000000000000000000500000086003                          050000002700409000000130010800000025003                          3500000081003                          0509000000900002                                050900000045000205080000013600140809000000490003                                                                                                                0509000002840008                                                                                050809000003600008                                    0509080000219900050                                                                                               
HR22005052320050521050301101616000000000000000000000000000000000000000000000000000000000000000000000001000000018001                          100000001100101000000240050700000016003                          15000000260024500000022001             01100000005500050710000000240001                011000000047000507100000001900010107000000730007                                                                                                                10010000007500061007000000380001                                                                010710000001340003                                    10010700000359000151007010000023700007                                                                            
