HR22002122120020810100301011313000000000000000000000000000000000000000000000000000000000000000000000000700000029002                          070000001000213000000140030100000010001                          5800000160004                          0713000001850007                                071300000028000401070000001100010113000000230003                                                                                                                0713000002350007                                                                                010713000000420001                                                                                                                                                      
HR22002122120020810100301021414000000000000000000000000000000000000000000000000000000000000000000000000600000025001                          060000001400101000004460141200000015002                          1400001236019                          0106000042130044                                010600000776004106120000002500010112000011210053                                                                                                                0601000060980077                                                                                010612000041660074                                                                                                                                                      
HR22002122120020810100301031313000000000000000000000000000000000000000000000000000000000000000000000000900000032002                          090000001700406000001390080200000017003                          5600000675018                          0609000009960022                                060900000262002002090000003600040206000002890023                                                                                                                0906000012800032                                                                                020609000009270027                                                                                                                                                      
HR22002122120020810100301041313000000000000000000000000000000000000000000000000000000000000000000000000100000264008                          010000005900711000000230050900000022003                          1700000494015                          0111000004560018                                011100000140001701090000015200190911000000510005                                                                                                                0111000012100045                                                                                010911000008430028                                                                                                                                                      
HR22002122120020810100301051212000000000000000000000000000000000000000000000000000000000000000000000001200000050002                          120000001500308000000140010400000111011                          6800000038001                          0812000000680001                                081200000022000104120000026700320408000002010024                                                                                                                1208000001480003                                                                                040812000009910029                                                                                                                                                      
HR22002122120020810100301061414000000000000000000000000000000000000000000000000000000000000000000000000300000018001                          030000001200108000000240040700000107009                          3500000072002                          0308000000870002                                030800000041000303070000019300160708000004110033                                                                                                                0308000001240004                                                                                030708000012450037                                                                                                                                                      
HR22002122120020810100301071616000000000000000000000000000000000000000000000000000000000000000000000000600000056003                          060000002000303000000160020100000028005                          2300000147006                          0306000001190003                                030600000060000401060000009700120103000000640007                                                                                                                0603000003630014                                                                                010306000003350009                                                                                                                                                      
HR22002122120020810100301081414000000000000000000000000000000000000000000000000000000000000000000000001100000041002                          110000001500206000000520090200000012001                          4700000198012                          0611000005260020                                061100000160002102110000002800010206000001510019                                                                                                                1106000008930033                                                                                020611000006410018                                                                                                                                                      
HR22002122120020810100301091111000000000000000000000000000000000000000000000000000000000000000000000001100000034002                          110000001600209000000240050100000048007                          7800000099005                          0911000001230006                                091100000052000701110000009700120109000002130022                                                                                                                1109000002300010                                                                                010911000008140031                                                                                                                                                      
HR22002122120020810100301101111000000000000000000000000000000000000000000000000000000000000000000000000200000018001                          020000001200108000000170041100000016003                          2700000050002                          0208000000590002                                020800000025000202110000002900030811000000400005                                                                                                                0208000000920002                                                                                020811000001200003                                                                                                                                                      
HR22002122120020810100301111515000000000000000000000000000000000000000000000000000000000000000000000000300000139005                          030000004100609000000120011400000153011                          2500000140005                          0309000001550005                                030900000081000703140000167800730914000004900036                                                                                                                0309000004410015                                                                                030914000036290079                                                                                                                                                      
HR22002122120020810100301121515000000000000000000000000000000000000000000000000000000000000000000000000800000056003                          080000001500313000000110010400000013002                          5700000044002                          0813000000620002                                081300000024000204080000003600030413000000190001                                                                                                                0813000001420004                                                                                040813000000810001                                                                                                                                                      
HR22002122120020811100302011111000000000000000000000000000000000000000000000000000000000000000000000001100000012001                          110000001100106000000170040900000046006                          6800000040003                          0611000000500003                                061100000025000309110000008800090609000002670020                                                                                                                1106000000640003                                                                                060911000003990012                                                                                                                                                      
HR22002122120020811100302021515000000000000000000000000000000000000000000000000000000000000000000000000800000059003                          080000001600307000000690081000000013001                          4500000675019                          0708000008500024                                070800000242002608100000003100020710000001800018                                                                                                                0807000013430036                                                                                070810000007780025                                                                                                                                                      
