HR22002122120020518070201011212000000000000000000000000000000000000000000000000000000000000000000000000300000025001                          030000001200108000000280060500000023004                          3600000110005                          0308000001310005                                030800000058000503050000005200030508000001110017                                                                                                                0000                                                                                            000000                                                                                                                                                                  
HR22002122120020518070201021616000000000000000000000000000000000000000000000000000000000000000000000000300000012001                          030000001000101000000380050600000019003                          1200000076002                          0103000001220004                                010300000056000503060000002900020106000001480016                                                                                                                0000                                                                                            000000                                                                                                                                                                  
HR22002122120020518070201031616000000000000000000000000000000000000000000000000000000000000000000000000900000118005                          090000004600615000000390050700000026003                          5800000350012                          0915000005900020                                091500000131001607090000011100130715000000960011                                                                                                                0000                                                                                            000000                                                                                                                                                                  
HR22002122120020518070201041818000000000000000000000000000000000000000000000000000000000000000000000000500000064004                          050000002000412000000180021000000018001                          3600000211014                          0512000002990014                                051200000102001305100000007000071012000000520002                                                                                                                0000                                                                                            000000                                                                                                                                                                  
HR22002122120020518070201051616000000000000000000000000000000000000000000000000000000000000000000000000600000018001                          060000001300102000000340050100000043006                          1300000059003                          0206000001460005                                020600000078000601060000008600090102000001980020                                                                                                                0000                                                                                            000000                                                                                                                                                                  
HR22002122120020518070201061818000000000000000000000000000000000000000000000000000000000000000000000000800000137008                          080000003600513000000340041500000051009                          4700000230011                          0813000007750032                                081300000255003308150000035300431315000003320041                                                                                                                0000                                                                                            000000                                                                                                                                                                  
HR22002122120020518070201071616000000000000000000000000000000000000000000000000000000000000000000000001600000048002                          160000001700214000000490081500000023004                          7800000189008                          1416000004530021                                141600000121001215160000004600011415000002230034                                                                                                                0000                                                                                            000000                                                                                                                                                                  
HR22002122120020518070201081616000000000000000000000000000000000000000000000000000000000000000000000000600000062002                          060000001900202000000230031600000011001                          1300000188007                          0206000002790010                                020600000085000706160000002900010216000000420003                                                                                                                0000                                                                                            000000                                                                                                                                                                  
HR22002122120020518070201090909000000000000000000000000000000000000000000000000000000000000000000000000300000043003                          030000002100302000000230040400000034006                          2300000200008                          0203000001640008                                020300000059000703040000009800120204000001120014                                                                                                                0000                                                                                            000000                                                                                                                                                                  
HR22002122120020518070201100707000000000000000000000000000000000000000000000000000000000000000000000000200000052003                          02000000270040300000026003                                       2300000121005                          0000                                            0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122120020518070201111818000000000000000000000000000000000000000000000000000000000000000000000000400000072005                          040000002300410000000370061400000015001                          2500000242010                          0410000003160013                                041000000095001004140000005700031014000000970011                                                                                                                0000                                                                                            000000                                                                                                                                                                  
HR22002122120020518070201121616000000000000000000000000000000000000000000000000000000000000000000000001300000153007                          130000005000807000000240031500000042007                          4700000156007                          0713000005400022                                071300000186002213150000026100340715000001830021                                                                                                                0000                                                                                            000000                                                                                                                                                                  
HR22002122120020519070202011414000000000000000000000000000000000000000000000000000000000000000000000000600000138005                          060000003300512000002160121300000012001                          4700000334010                          0612000047680052                                061200000965005306130000007200061213000003320031                                                                                                                0000                                                                                            000000                                                                                                                                                                  
HR22002122120020519070202021818000000000000000000000000000000000000000000000000000000000000000000000001600000022001                          160000001300114000000180030900000027005                          7800000058002                          1416000000770002                                141600000040000209160000007200070914000001070011                                                                                                                0000                                                                                            000000                                                                                                                                                                  
HR22002122120020519070202031414000000000000000000000000000000000000000000000000000000000000000000000000500000199008                          050000005400906000000170010700000107011                          4400000294013                          0506000003130015                                050600000134001605070000161900750607000003570041                                                                                                                0000                                                                                            000000                                                                                                                                                                  
HR22002122120020519070202041616000000000000000000000000000000000000000000000000000000000000000000000001100000028001                          110000001500203000000200041200000019003                          2600000075003                          0311000000960003                                031100000041000311120000004400040312000000780008                                                                                                                0000                                                                                            000000                                                                                                                                                                  
HR22004041220020519070202051414000000000000000000000000000000000000000000000000000000000000000000000000700000023001                          070000001200108000000280051100000091010                          5500000108004                          0708000001230004                                070800000057000507110000018100230811000003370037                                                                                                                0000                                                                                            000000                                                                                                                                                                  
HR22002122120020519070202061414000000000000000000000000000000000000000000000000000000000000000000000000700000041002                          070000001500111000000150021000000020005                          5700000057001                          0711000000800001                                071100000035000107100000005000061011000000470004                                                                                                                0000                                                                                            000000                                                                                                                                                                  
