HR22002122120021102030301011111000000000000000000000000000000000000000000000000000000000000000000000000700000072004                          070000001700305000000150021000000023005                          5600000303012                          0507000002810016                                050700000073001007100000008200110510000000940015                                                                                                                0705000005080020                                                                                050710000004660016                                                                                                                                                      
HR22002122120021102030301021515000000000000000000000000000000000000000000000000000000000000000000000000200000110005                          020000002400315000000170021400000047007                          2800000064003                          0215000002300007                                021500000094000902140000031000311415000000880007                                                                                                                0215000004860016                                                                                021415000010120026                                                                                                                                                      
HR22002122120021102030301031313000000000000000000000000000000000000000000000000000000000000000000000000400000120004                          040000004500601000000300041000000130012                          1400000697019                          0104000009280027                                010400000292002904100000053800450110000008330061                                                                                                                0401000017550054                                                                                010410000091550174                                                                                                                                                      
HR22002122120021102030301041212000000000000000000000000000000000000000000000000000000000000000000000000700000041003                          070000001600303000000440070400000014001                          3600000364017                          0307000003700013                                030700000105001304070000003200010304000001130014                                                                                                                0703000005960024                                                                                030407000004890014                                                                                                                                                      
HR22002122120021102030301051414000000000000000000000000000000000000000000000000000000000000000000000000900000180009                          090000005100913000000520100700000239014                          6800000491021                          0913000009810042                                091300000351004507090000140600850713000020300089                                                                                                                0913000016760066                                                                                070913000345800345                                                                                                                                                      
HR22002122120021102030301061313000000000000000000000000000000000000000000000000000000000000000000000000400000033001                          040000001600205000000180030700000022005                          4400000094006                          0405000000910003                                040500000042000304070000007500060507000000780007                                                                                                                0405000001670004                                                                                040507000002910006                                                                                                                                                      
HR22002122120021102030301071212000000000000000000000000000000000000000000000000000000000000000000000001200000045003                          120000001500205000000140011100000017003                          5800000023001                          0512000000810002                                051200000028000311120000002800020511000000250001                                                                                                                1205000001840004                                                                                051112000000970001                                                                                                                                                      
HR22002122120021102030301081616000000000000000000000000000000000000000000000000000000000000000000000001100000021001                          110000001100109000000840120500000018002                          5600000381013                          0911000004630014                                091100000187001905110000002300010509000005850048                                                                                                                1109000008100025                                                                                050911000009860030                                                                                                                                                      
HR22002122120021102030301091313000000000000000000000000000000000000000000000000000000000000000000000000100000030001                          010000001400102000000220050500000017002                          1200000087003                          0102000001110003                                010200000040000301050000003000010205000000500005                                                                                                                0102000001730003                                                                                010205000001990002                                                                                                                                                      
HR22002122120021102030301101616000000000000000000000000000000000000000000000000000000000000000000000000900000056003                          090000002700412000000690080700000043007                          5600000144005                          0912000008080029                                091200000297003407090000017600150712000003950046                                                                                                                0912000012830046                                                                                070912000031360097                                                                                                                                                      
HR22002122120021102030301111313000000000000000000000000000000000000000000000000000000000000000000000000400000034001                          040000001500111000000290070100000026006                          4700000141007                          0411000003120014                                041100000105001501040000006000050111000001550026                                                                                                                0411000004450014                                                                                010411000006570023                                                                                                                                                      
HR22002122120021102030301121615000000000000000000000000000000000000000000000000000000000000000000000001600000052002                          160000002000205000000530080200000034005                          3800000060001                          0516000004830020                                051600000161001902160000010400080205000001660020                                                                                                                1605000008970034                                                                                020516000011550037                                                                                                                                                      
HR22002122120021103030302011111000000000000000000000000000000000000000000000000000000000000000000000000500000294009                          050000007700901000000250050900000021003                          1500000761022                          0105000007520028                                010500000197002705090000024700300109000000780009                                                                                                                0501000023850065                                                                                010509000015120054                                                                                                                                                      
