RX05173501,51.7 ,51.4 ,46.3 ,45.6 ,49.7 ,53.0 ,51.7 ,48.8 ,51.7 ,,,,,,,,,
RX05173502,44.7 ,50.0 ,46.1 ,52.6 ,46.6 ,57.0 ,50.8 ,45.5 ,46.2 ,47.7 ,52.5 ,51.9 ,42.2 ,53.7 ,57.7 ,54.9 ,,
RX05173503,50.9 ,43.7 ,42.5 ,58.2 ,50.8 ,39.4 ,52.2 ,45.2 ,52.1 ,48.2 ,61.1 ,53.3 ,40.9 ,57.6 ,53.4 ,50.5 ,,
RX05173505,39.4 ,51.4 ,45.9 ,54.4 ,51.2 ,56.0 ,44.6 ,45.6 ,51.3 ,57.6 ,50.6 ,48.0 ,55.3 ,53.6 ,46.3 ,48.8 ,,
RX05173506,49.3 ,47.9 ,51.2 ,47.8 ,52.8 ,48.9 ,52.6 ,49.3 ,45.5 ,44.8 ,52.3 ,50.2 ,59.4 ,49.4 ,50.4 ,48.2 ,,
RX05173507,54.5 ,51.4 ,50.6 ,53.6 ,51.8 ,48.6 ,52.2 ,50.1 ,51.0 ,49.2 ,51.3 ,50.2 ,48.4 ,36.9 ,,,,
RX05173508,51.5 ,51.0 ,52.2 ,52.8 ,54.8 ,53.8 ,53.0 ,51.2 ,45.8 ,48.8 ,40.9 ,60.1 ,43.2 ,49.8 ,48.8 ,42.2 ,,
RX05173509,50.5 ,47.0 ,49.2 ,47.6 ,50.2 ,44.4 ,55.4 ,46.3 ,56.3 ,49.1 ,54.1 ,,,,,,,
RX05173510,49.5 ,44.2 ,46.2 ,50.2 ,56.0 ,48.9 ,49.0 ,56.2 ,49.5 ,46.9 ,56.0 ,47.4 ,,,,,,
RX05173511,58.2 ,45.9 ,56.5 ,49.7 ,49.9 ,53.3 ,46.2 ,45.2 ,46.1 ,50.1 ,48.9 ,,,,,,,
RX05173512,52.6 ,55.0 ,52.1 ,46.0 ,46.1 ,45.7 ,51.6 ,43.3 ,56.7 ,44.5 ,45.1 ,51.6 ,46.6 ,65.9 ,51.4 ,45.7 ,,
RX09173501,49.7 ,48.6 ,58.8 ,46.0 ,53.9 ,47.4 ,45.6 ,,,,,,,,,,,
RX09173502,50.9 ,48.4 ,44.6 ,44.5 ,44.1 ,54.3 ,54.0 ,54.7 ,50.6 ,54.2 ,49.5 ,40.0 ,55.8 ,56.7 ,60.2 ,37.6 ,,
RX09173503,51.9 ,43.1 ,45.6 ,53.3 ,49.9 ,51.4 ,51.8 ,47.0 ,52.1 ,45.8 ,48.3 ,59.6 ,40.6 ,55.5 ,47.4 ,56.6 ,,
RX09173504,44.7 ,57.5 ,52.1 ,52.0 ,49.1 ,46.2 ,52.0 ,50.2 ,45.9 ,48.6 ,48.7 ,49.9 ,54.1 ,50.7 ,49.1 ,49.0 ,,
RX09173505,49.1 ,49.9 ,48.8 ,50.0 ,57.4 ,48.5 ,50.0 ,52.0 ,50.9 ,46.5 ,43.7 ,50.2 ,52.9 ,,,,,
RX09173507,56.2 ,49.7 ,55.9 ,49.7 ,48.4 ,43.4 ,51.3 ,54.5 ,44.6 ,44.4 ,47.9 ,50.3 ,50.4 ,55.3 ,49.1 ,49.0 ,,
RX09173508,54.3 ,57.5 ,53.0 ,51.2 ,43.1 ,43.1 ,51.9 ,51.2 ,51.0 ,52.9 ,47.8 ,44.6 ,48.4 ,,,,,
RX09173509,49.3 ,52.2 ,42.3 ,50.0 ,52.0 ,56.4 ,51.6 ,46.2 ,,,,,,,,,,
RX09173510,61.2 ,60.0 ,50.0 ,53.0 ,46.7 ,48.5 ,52.4 ,44.4 ,51.7 ,47.1 ,42.0 ,48.0 ,45.0 ,,,,,
RX09173511,55.9 ,49.8 ,64.7 ,46.6 ,57.4 ,44.8 ,43.9 ,51.1 ,50.1 ,46.8 ,43.3 ,49.0 ,44.0 ,52.5 ,,,,
RX09173512,54.8 ,44.2 ,56.2 ,45.9 ,44.7 ,52.2 ,57.6 ,44.2 ,44.8 ,52.0 ,45.9 ,45.2 ,51.5 ,56.3 ,54.6 ,,,
RX02171101,44.8 ,53.8 ,42.4 ,56.5 ,51.7 ,52.7 ,47.5 ,46.3 ,54.7 ,52.4 ,57.5 ,45.9 ,45.1 ,53.3 ,49.6 ,45.9 ,,
RX02171102,56.8 ,44.0 ,49.6 ,48.6 ,47.7 ,49.1 ,52.5 ,49.2 ,48.1 ,47.5 ,50.8 ,53.4 ,54.9 ,47.8 ,,,,
RX02171103,46.9 ,53.2 ,56.3 ,42.4 ,50.7 ,43.6 ,45.4 ,51.1 ,54.6 ,49.4 ,51.1 ,55.2 ,,,,,,
RX02171104,48.9 ,54.4 ,53.0 ,55.0 ,45.7 ,48.9 ,48.9 ,43.7 ,51.0 ,51.2 ,48.7 ,48.7 ,52.0 ,,,,,
RX02171106,45.9 ,51.3 ,54.1 ,50.7 ,53.0 ,52.2 ,52.0 ,49.7 ,39.7 ,53.3 ,51.3 ,39.9 ,52.5 ,54.5 ,48.7 ,51.2 ,,
RX02171107,53.0 ,54.3 ,48.2 ,48.8 ,46.8 ,37.9 ,49.3 ,52.5 ,52.8 ,49.4 ,49.7 ,57.4 ,,,,,,
RX02171108,50.4 ,49.3 ,50.0 ,51.9 ,44.4 ,46.4 ,55.5 ,52.5 ,54.0 ,45.1 ,35.3 ,57.6 ,52.3 ,55.9 ,49.3 ,50.1 ,,
RX02171109,55.6 ,49.9 ,48.1 ,52.9 ,44.8 ,48.6 ,46.5 ,50.4 ,52.8 ,50.7 ,49.6 ,48.8 ,53.6 ,47.7 ,,,,
RX02171111,45.2 ,60.5 ,51.5 ,49.1 ,47.2 ,48.6 ,44.5 ,46.1 ,52.5 ,48.9 ,55.4 ,52.8 ,49.5 ,52.0 ,47.7 ,48.6 ,,
RX02171112,46.9 ,50.3 ,57.1 ,50.4 ,44.9 ,55.9 ,57.5 ,54.7 ,47.0 ,40.5 ,49.5 ,48.1 ,48.0 ,50.9 ,41.5 ,57.0 ,,
