RX05161301,46.4 ,46.1 ,50.1 ,42.7 ,45.6 ,56.2 ,42.0 ,52.9 ,50.8 ,52.2 ,45.6 ,60.6 ,47.4 ,64.1 ,48.1 ,49.2 
RX05161302,43.4 ,42.8 ,42.8 ,55.7 ,49.0 ,53.4 ,53.0 ,49.1 ,43.7 ,48.1 ,51.3 ,52.6 ,61.5 ,53.3 ,50.6 ,49.7 
RX05161303,47.9 ,47.0 ,64.3 ,54.6 ,48.0 ,48.6 ,49.3 ,55.1 ,54.2 ,48.4 ,46.0 ,47.2 ,44.5 ,43.9 ,51.9 ,49.1 
RX05161305,65.6 ,49.5 ,50.0 ,47.4 ,50.6 ,45.6 ,49.9 ,54.5 ,43.3 ,42.8 ,49.8 ,54.8 ,50.9 ,41.6 ,48.6 ,55.1 
RX05161306,49.0 ,40.5 ,49.3 ,50.8 ,68.2 ,52.9 ,53.2 ,55.9 ,48.9 ,51.4 ,43.5 ,48.6 ,44.8 ,53.0 ,46.3 ,43.7 
RX05161307,54.5 ,47.1 ,45.2 ,45.8 ,46.6 ,51.6 ,49.3 ,55.4 ,49.3 ,47.9 ,55.6 ,51.7 ,,,,
RX05161308,47.1 ,42.8 ,47.9 ,46.9 ,51.5 ,45.3 ,63.7 ,50.1 ,53.9 ,54.9 ,47.4 ,53.9 ,51.5 ,48.4 ,52.9 ,42.1 
RX05161309,53.6 ,47.2 ,54.5 ,47.9 ,56.2 ,47.7 ,51.2 ,46.2 ,48.4 ,55.0 ,52.2 ,44.1 ,45.9 ,,,
RX05161310,50.4 ,43.0 ,52.9 ,53.0 ,57.2 ,45.4 ,51.1 ,46.6 ,51.4 ,46.4 ,55.3 ,47.3 ,49.9 ,50.2 ,,
RX05161311,44.1 ,52.3 ,51.9 ,48.0 ,50.5 ,48.5 ,48.1 ,51.6 ,50.9 ,55.9 ,47.6 ,46.9 ,53.4 ,50.3 ,,
RX05161312,50.6 ,50.6 ,52.5 ,57.7 ,44.4 ,57.0 ,52.5 ,45.2 ,45.6 ,46.0 ,38.0 ,48.4 ,54.1 ,51.1 ,58.7 ,47.7 
RX08162301,46.5 ,47.6 ,47.9 ,47.0 ,49.8 ,54.3 ,54.1 ,57.2 ,48.4 ,49.2 ,57.5 ,48.2 ,44.4 ,46.5 ,51.3 ,
RX08162302,48.8 ,62.2 ,52.2 ,51.9 ,47.6 ,51.4 ,52.7 ,48.5 ,55.0 ,40.3 ,50.1 ,48.3 ,45.7 ,50.3 ,52.0 ,43.0 
RX08162303,54.6 ,52.3 ,41.8 ,53.9 ,48.0 ,61.6 ,50.6 ,51.0 ,54.4 ,56.9 ,49.9 ,47.4 ,39.8 ,47.8 ,46.1 ,44.1 
RX08162304,53.0 ,43.9 ,54.5 ,46.9 ,45.2 ,47.5 ,48.4 ,42.7 ,53.7 ,55.2 ,57.9 ,46.3 ,55.9 ,52.8 ,42.4 ,53.9 
RX08162305,51.2 ,52.0 ,49.6 ,41.6 ,41.0 ,58.1 ,46.9 ,46.5 ,52.3 ,54.3 ,56.3 ,53.3 ,48.0 ,42.3 ,59.2 ,47.5 
RX08162306,56.3 ,41.8 ,48.8 ,53.2 ,51.8 ,44.3 ,43.8 ,42.9 ,47.9 ,51.8 ,45.0 ,52.1 ,53.2 ,55.8 ,56.1 ,55.3 
RX08162308,54.3 ,60.0 ,39.4 ,51.6 ,46.3 ,55.4 ,47.2 ,38.4 ,50.0 ,50.7 ,48.1 ,49.3 ,53.9 ,50.6 ,49.3 ,55.5 
RX08162309,51.0 ,58.8 ,46.2 ,49.7 ,45.1 ,51.1 ,47.8 ,50.9 ,53.9 ,43.0 ,51.0 ,52.3 ,49.1 ,,,
RX08162310,46.0 ,48.5 ,44.5 ,54.0 ,49.1 ,48.7 ,51.3 ,50.1 ,50.5 ,52.1 ,55.2 ,,,,,
RX08162312,44.7 ,52.1 ,47.2 ,48.7 ,50.2 ,57.2 ,49.3 ,48.0 ,54.8 ,51.4 ,49.5 ,45.3 ,51.5 ,,,
