RX06174601,50.8 ,50.9 ,50.6 ,43.4 ,53.5 ,38.1 ,55.1 ,52.0 ,50.2 ,53.6 ,53.2 ,47.5 ,55.0 ,45.4 ,50.7 ,,
RX06174602,46.1 ,51.5 ,46.7 ,52.3 ,41.1 ,54.9 ,47.8 ,55.5 ,48.2 ,50.4 ,45.9 ,51.1 ,41.9 ,52.9 ,61.5 ,52.1 ,
RX06174603,50.9 ,47.4 ,56.4 ,48.4 ,50.2 ,46.6 ,46.9 ,48.4 ,50.8 ,48.3 ,55.6 ,,,,,,
RX06174604,50.5 ,50.5 ,51.9 ,55.9 ,42.6 ,55.0 ,53.3 ,40.5 ,47.6 ,49.8 ,51.6 ,62.3 ,41.1 ,41.1 ,54.1 ,52.1 ,
RX06174605,49.6 ,41.3 ,52.5 ,61.4 ,62.1 ,46.2 ,49.4 ,45.8 ,52.6 ,51.2 ,54.0 ,45.4 ,52.8 ,43.4 ,41.7 ,50.6 ,
RX06174606,51.9 ,57.9 ,48.4 ,47.7 ,45.1 ,42.7 ,59.5 ,55.2 ,49.2 ,51.2 ,40.1 ,47.6 ,55.7 ,55.7 ,44.0 ,48.1 ,
RX06174607,54.7 ,47.0 ,42.4 ,47.5 ,52.6 ,51.9 ,46.9 ,52.8 ,53.2 ,43.5 ,52.2 ,41.9 ,48.7 ,57.9 ,56.7 ,50.2 ,
RX06174610,44.0 ,55.1 ,49.2 ,52.5 ,46.7 ,43.5 ,52.6 ,47.6 ,45.1 ,46.8 ,44.8 ,49.7 ,47.0 ,64.9 ,54.7 ,55.8 ,
RX06174611,52.6 ,43.7 ,48.7 ,57.1 ,57.6 ,52.0 ,36.5 ,43.4 ,52.7 ,57.2 ,47.9 ,45.3 ,51.0 ,50.4 ,48.1 ,55.6 ,
RX06174612,52.3 ,55.7 ,59.1 ,38.7 ,48.5 ,46.8 ,64.9 ,42.1 ,45.3 ,44.4 ,49.0 ,51.4 ,48.5 ,49.8 ,48.7 ,55.6 ,49.2 
RX09174601,46.2 ,49.2 ,46.7 ,42.1 ,52.9 ,42.3 ,49.3 ,51.6 ,52.1 ,47.8 ,64.5 ,55.2 ,,,,,
RX09174602,45.1 ,48.5 ,46.1 ,49.9 ,47.2 ,53.6 ,51.3 ,62.3 ,55.3 ,46.8 ,47.5 ,46.4 ,,,,,
RX09174603,45.2 ,52.5 ,52.2 ,50.2 ,46.3 ,43.9 ,57.2 ,47.6 ,49.7 ,55.2 ,,,,,,,
RX09174604,50.2 ,49.3 ,44.4 ,45.2 ,47.8 ,46.8 ,52.6 ,42.2 ,56.8 ,43.2 ,61.9 ,47.5 ,54.8 ,51.0 ,56.6 ,49.8 ,
RX09174605,51.8 ,48.6 ,55.8 ,45.5 ,43.8 ,51.9 ,50.4 ,48.0 ,51.2 ,53.1 ,,,,,,,
RX09174606,40.7 ,49.9 ,52.0 ,49.4 ,46.6 ,49.9 ,47.3 ,57.2 ,49.2 ,50.8 ,60.2 ,48.8 ,45.5 ,49.3 ,51.7 ,51.6 ,
RX09174607,52.7 ,46.7 ,54.5 ,54.0 ,41.6 ,59.0 ,52.2 ,48.4 ,49.4 ,53.9 ,43.7 ,44.4 ,46.0 ,50.5 ,48.4 ,54.6 ,
RX09174609,46.7 ,54.0 ,48.1 ,56.8 ,57.6 ,49.8 ,45.8 ,47.4 ,45.3 ,47.3 ,51.2 ,,,,,,
RX09174610,49.2 ,52.6 ,47.3 ,47.1 ,44.0 ,50.0 ,54.4 ,48.3 ,49.1 ,47.8 ,55.4 ,51.1 ,53.6 ,,,,
RX09174611,53.5 ,53.7 ,44.9 ,51.6 ,48.5 ,48.5 ,59.0 ,46.4 ,51.9 ,51.3 ,54.1 ,54.4 ,50.4 ,41.7 ,43.2 ,46.9 ,
RX09174612,42.8 ,48.7 ,43.2 ,45.8 ,45.9 ,56.5 ,55.2 ,55.6 ,48.3 ,56.5 ,45.5 ,47.8 ,57.0 ,52.4 ,52.8 ,46.1 ,
