RX06161201,61.6 ,56.5 ,61.4 ,45.7 ,53.4 ,55.6 ,41.4 ,47.3 ,50.8 ,48.2 ,44.2 ,44.1 ,46.7 ,43.8 ,48.3 ,51.0 ,
RX06161202,48.6 ,57.3 ,42.0 ,50.2 ,51.0 ,56.1 ,47.0 ,46.8 ,47.5 ,46.2 ,58.6 ,51.4 ,50.3 ,49.1 ,46.5 ,51.5 ,
RX06161203,58.2 ,50.9 ,45.8 ,45.7 ,58.7 ,55.8 ,44.7 ,55.9 ,53.3 ,45.2 ,44.0 ,51.2 ,49.9 ,39.6 ,55.3 ,45.6 ,
RX06161205,47.3 ,48.9 ,54.3 ,58.0 ,39.5 ,48.8 ,48.0 ,50.5 ,50.6 ,48.5 ,47.6 ,54.7 ,51.0 ,56.0 ,44.5 ,51.8 ,
RX06161206,39.3 ,50.9 ,51.2 ,43.1 ,55.4 ,59.9 ,50.3 ,52.8 ,54.4 ,53.2 ,52.0 ,50.7 ,38.2 ,50.7 ,51.3 ,46.7 ,
RX06161207,47.5 ,50.1 ,37.7 ,61.0 ,45.2 ,40.5 ,53.7 ,45.8 ,59.6 ,52.7 ,51.6 ,52.8 ,60.0 ,50.5 ,48.7 ,42.5 ,
RX06161209,53.6 ,50.1 ,55.3 ,52.0 ,38.3 ,51.8 ,50.1 ,44.8 ,51.3 ,52.4 ,53.2 ,50.7 ,47.0 ,49.5 ,,,
RX06161211,47.8 ,52.0 ,51.1 ,49.3 ,49.0 ,43.1 ,44.6 ,49.9 ,55.0 ,54.9 ,47.1 ,59.8 ,50.3 ,49.6 ,49.2 ,47.2 ,
RX06161212,53.0 ,53.2 ,53.5 ,45.0 ,48.6 ,48.6 ,52.7 ,57.1 ,47.5 ,43.0 ,46.8 ,59.4 ,42.9 ,51.0 ,50.6 ,47.1 ,
RX08161201,45.7 ,52.9 ,48.8 ,54.6 ,44.1 ,51.4 ,49.2 ,46.0 ,41.0 ,60.2 ,59.1 ,51.5 ,44.6 ,55.0 ,46.9 ,49.0 ,
RX08161202,46.3 ,48.1 ,51.8 ,46.8 ,44.9 ,50.2 ,50.5 ,53.7 ,51.0 ,53.5 ,54.2 ,50.3 ,46.4 ,46.5 ,55.9 ,50.0 ,
RX08161203,51.6 ,48.6 ,46.8 ,48.6 ,52.7 ,50.8 ,49.8 ,50.0 ,58.6 ,48.2 ,48.3 ,48.1 ,52.5 ,48.9 ,45.2 ,51.3 ,
RX08161204,48.5 ,58.1 ,48.3 ,57.2 ,44.9 ,46.6 ,48.5 ,49.4 ,54.1 ,52.0 ,53.5 ,48.5 ,50.5 ,48.9 ,45.2 ,45.8 ,
RX08161205,46.7 ,50.6 ,40.8 ,47.5 ,54.7 ,45.5 ,52.5 ,59.5 ,43.5 ,48.1 ,49.3 ,61.6 ,51.1 ,50.7 ,50.8 ,47.1 ,
RX08161206,53.6 ,51.7 ,47.9 ,46.0 ,51.4 ,41.5 ,43.1 ,56.8 ,53.8 ,44.7 ,46.3 ,52.1 ,48.3 ,64.0 ,50.7 ,48.0 ,
RX08161207,49.7 ,47.8 ,52.3 ,56.4 ,51.2 ,55.5 ,51.0 ,52.5 ,44.1 ,44.2 ,46.5 ,49.4 ,61.0 ,51.0 ,43.8 ,43.6 ,
RX08161209,59.1 ,56.3 ,47.9 ,52.9 ,56.0 ,43.5 ,45.2 ,46.9 ,44.0 ,42.0 ,42.6 ,49.8 ,54.5 ,57.6 ,53.9 ,47.8 ,
RX08161210,46.5 ,47.1 ,49.3 ,48.6 ,49.2 ,45.3 ,47.5 ,51.0 ,54.1 ,58.6 ,52.9 ,,,,,,
RX08161211,50.5 ,53.4 ,53.8 ,51.0 ,45.2 ,47.8 ,51.1 ,48.2 ,51.0 ,48.0 ,,,,,,,
