RX06172701,53.8 ,48.9 ,56.4 ,52.0 ,49.8 ,42.5 ,41.6 ,45.4 ,49.1 ,53.3 ,54.4 ,47.9 ,56.4 ,42.4 ,56.1 ,
RX06172702,47.0 ,51.3 ,57.2 ,55.7 ,43.8 ,45.7 ,47.9 ,44.1 ,45.0 ,47.6 ,52.0 ,51.6 ,54.1 ,55.4 ,51.5 ,
RX06172703,52.8 ,50.3 ,55.6 ,44.4 ,57.1 ,55.1 ,48.4 ,50.0 ,45.4 ,51.0 ,46.4 ,50.2 ,45.0 ,54.3 ,42.3 ,51.7 
RX06172704,59.2 ,53.6 ,45.5 ,41.6 ,46.6 ,58.2 ,51.0 ,59.0 ,46.2 ,42.5 ,48.8 ,51.6 ,45.8 ,50.2 ,52.8 ,47.4 
RX06172705,58.7 ,61.0 ,45.9 ,40.1 ,44.9 ,54.1 ,52.1 ,47.0 ,44.6 ,42.4 ,48.5 ,52.6 ,55.1 ,52.3 ,48.5 ,52.1 
RX06172706,49.8 ,49.8 ,47.0 ,52.3 ,46.3 ,42.5 ,46.7 ,55.3 ,55.9 ,51.1 ,53.9 ,54.8 ,44.6 ,,,
RX06172707,60.3 ,52.5 ,52.3 ,43.4 ,52.2 ,51.3 ,50.0 ,55.2 ,44.9 ,46.3 ,49.8 ,49.0 ,47.5 ,47.1 ,44.1 ,54.1 
RX06172708,43.5 ,49.6 ,60.2 ,47.0 ,50.0 ,57.6 ,45.3 ,43.3 ,48.8 ,50.7 ,51.4 ,53.0 ,45.7 ,53.1 ,46.2 ,54.7 
RX06172709,50.3 ,47.1 ,52.4 ,44.5 ,57.1 ,47.1 ,46.3 ,47.4 ,49.9 ,53.2 ,53.7 ,45.9 ,55.1 ,,,
RX06172710,47.0 ,46.6 ,41.9 ,50.7 ,50.1 ,47.7 ,45.6 ,47.1 ,44.7 ,56.0 ,52.6 ,52.2 ,48.2 ,55.9 ,52.9 ,60.8 
RX06172711,56.0 ,49.3 ,48.4 ,50.0 ,48.2 ,44.3 ,47.4 ,48.8 ,53.8 ,47.7 ,56.1 ,,,,,
RX06172712,47.5 ,48.2 ,50.4 ,46.9 ,46.1 ,57.1 ,49.6 ,47.5 ,56.6 ,50.1 ,,,,,,
RX09171801,46.5 ,59.6 ,39.1 ,53.0 ,51.4 ,54.2 ,51.8 ,51.0 ,48.8 ,54.3 ,48.7 ,40.8 ,52.1 ,52.2 ,47.6 ,49.0 
RX09171802,44.0 ,50.6 ,60.1 ,51.4 ,53.6 ,48.8 ,49.1 ,51.2 ,44.5 ,47.9 ,43.7 ,40.9 ,49.4 ,51.4 ,47.3 ,65.8 
RX09171803,48.7 ,59.9 ,49.4 ,55.9 ,58.5 ,45.8 ,53.3 ,46.2 ,51.3 ,47.1 ,46.9 ,46.3 ,48.1 ,45.9 ,46.6 ,
RX09171804,41.8 ,59.9 ,40.2 ,45.5 ,52.2 ,52.5 ,48.3 ,56.8 ,55.5 ,56.8 ,51.2 ,50.9 ,54.1 ,44.8 ,39.2 ,50.3 
RX09171805,47.0 ,50.9 ,51.7 ,49.7 ,48.5 ,48.8 ,54.7 ,51.4 ,47.9 ,54.0 ,46.5 ,51.2 ,47.8 ,50.0 ,,
RX09171806,46.2 ,47.1 ,55.5 ,52.7 ,53.9 ,44.7 ,46.6 ,50.8 ,52.4 ,43.3 ,53.3 ,57.6 ,47.3 ,49.7 ,49.2 ,49.8 
RX09171808,44.2 ,61.9 ,46.7 ,50.9 ,48.2 ,46.4 ,45.9 ,52.7 ,52.8 ,50.2 ,,,,,,
RX09171809,44.6 ,57.4 ,56.7 ,44.1 ,51.3 ,46.6 ,54.9 ,50.0 ,51.9 ,57.9 ,44.8 ,44.0 ,45.9 ,,,
RX09171810,45.5 ,54.9 ,48.7 ,51.2 ,48.8 ,47.5 ,47.3 ,50.7 ,58.8 ,45.3 ,51.3 ,,,,,
RX09171812,43.4 ,52.4 ,55.3 ,47.7 ,52.4 ,54.6 ,59.8 ,51.5 ,52.7 ,43.0 ,47.0 ,52.6 ,50.8 ,46.6 ,40.2 ,49.9 
