RX03182501,58.6 ,46.3 ,50.5 ,51.9 ,48.6 ,52.1 ,55.4 ,53.0 ,48.2 ,50.7 ,51.2 ,51.2 ,50.2 ,47.0 ,42.3 ,43.0 
RX03182502,46.9 ,55.0 ,46.0 ,46.6 ,54.1 ,53.9 ,55.2 ,45.1 ,47.2 ,57.6 ,43.5 ,46.5 ,56.9 ,51.3 ,46.1 ,47.9 
RX03182503,54.6 ,45.1 ,49.0 ,45.2 ,57.7 ,42.9 ,51.4 ,53.3 ,49.2 ,53.3 ,50.5 ,51.4 ,50.6 ,45.0 ,50.7 ,
RX03182504,47.4 ,53.0 ,37.3 ,48.6 ,54.3 ,49.4 ,50.9 ,56.0 ,62.2 ,54.7 ,47.5 ,46.9 ,42.0 ,55.3 ,53.7 ,40.9 
RX03182505,48.0 ,46.2 ,49.3 ,41.3 ,44.3 ,53.8 ,45.6 ,58.8 ,51.2 ,48.8 ,54.6 ,51.2 ,52.6 ,50.0 ,51.9 ,52.3 
RX03182506,48.0 ,54.2 ,51.8 ,51.2 ,50.9 ,53.1 ,57.3 ,46.4 ,43.1 ,47.6 ,50.5 ,50.7 ,49.1 ,52.8 ,45.2 ,48.0 
RX03182507,52.6 ,55.6 ,54.7 ,48.2 ,50.0 ,53.4 ,50.3 ,42.7 ,56.1 ,51.2 ,45.0 ,48.7 ,42.5 ,51.9 ,48.0 ,49.2 
RX03182508,48.1 ,49.2 ,49.3 ,61.8 ,48.0 ,47.9 ,46.1 ,52.7 ,46.6 ,48.2 ,50.3 ,48.6 ,53.3 ,49.9 ,,
RX03182509,50.1 ,43.8 ,47.7 ,51.7 ,54.4 ,52.5 ,48.4 ,45.5 ,53.7 ,53.1 ,48.8 ,55.5 ,49.1 ,45.6 ,,
RX03182511,51.5 ,47.7 ,49.4 ,49.8 ,44.3 ,49.1 ,48.6 ,50.5 ,47.6 ,60.7 ,53.6 ,48.5 ,47.5 ,50.5 ,50.7 ,
RX03182512,47.9 ,42.7 ,49.9 ,53.7 ,48.0 ,51.2 ,48.0 ,47.6 ,41.9 ,52.8 ,61.1 ,49.3 ,57.6 ,47.6 ,50.8 ,
RX07183502,47.3 ,55.2 ,45.4 ,54.9 ,48.5 ,40.7 ,51.0 ,44.2 ,52.1 ,49.7 ,46.2 ,54.1 ,52.7 ,53.3 ,54.4 ,50.4 
RX07183503,47.6 ,52.4 ,47.8 ,54.9 ,60.9 ,50.1 ,44.7 ,43.6 ,56.5 ,47.3 ,47.2 ,47.9 ,49.0 ,48.5 ,48.9 ,52.4 
RX07183505,59.2 ,50.9 ,47.7 ,60.5 ,46.4 ,49.3 ,44.4 ,47.9 ,55.0 ,49.7 ,46.2 ,44.8 ,43.7 ,52.9 ,51.4 ,
RX07183506,47.3 ,51.3 ,42.5 ,47.7 ,44.7 ,49.1 ,54.9 ,48.7 ,51.9 ,52.9 ,48.9 ,45.5 ,51.2 ,52.4 ,56.3 ,54.8 
RX07183507,51.3 ,51.2 ,52.0 ,49.3 ,47.7 ,48.0 ,44.4 ,45.6 ,50.9 ,59.0 ,64.9 ,46.3 ,48.2 ,44.6 ,47.8 ,48.7 
RX07183508,47.3 ,48.6 ,48.6 ,48.8 ,56.0 ,51.5 ,50.4 ,48.2 ,48.8 ,50.6 ,50.5 ,50.8 ,,,,
RX07183509,59.9 ,49.1 ,45.7 ,45.2 ,45.5 ,62.5 ,52.4 ,49.9 ,52.9 ,50.3 ,52.2 ,46.1 ,49.0 ,44.5 ,44.8 ,
RX07183511,53.7 ,51.9 ,54.9 ,46.4 ,46.8 ,46.3 ,,,,,,,,,,
RX07183512,62.0 ,48.6 ,50.9 ,43.5 ,42.0 ,43.4 ,57.4 ,49.0 ,48.0 ,50.0 ,44.4 ,56.2 ,52.1 ,53.3 ,49.5 ,49.7 
RX02182301,50.1 ,52.3 ,48.6 ,49.4 ,55.9 ,52.4 ,47.1 ,52.7 ,45.0 ,46.0 ,51.7 ,48.8 ,,,,
RX02182302,50.6 ,52.0 ,49.4 ,45.4 ,48.8 ,51.4 ,46.6 ,49.3 ,52.8 ,50.5 ,53.2 ,,,,,
RX02182303,48.8 ,52.8 ,54.4 ,49.7 ,52.0 ,46.3 ,51.7 ,48.3 ,52.1 ,47.1 ,48.1 ,52.3 ,44.8 ,56.0 ,46.7 ,48.9 
RX02182305,49.7 ,46.8 ,50.2 ,52.5 ,58.1 ,46.7 ,49.9 ,50.6 ,49.3 ,50.2 ,46.0 ,,,,,
RX02182306,51.0 ,53.9 ,49.0 ,54.8 ,45.8 ,46.2 ,51.9 ,50.9 ,46.6 ,,,,,,,
RX02182308,47.2 ,56.4 ,48.0 ,45.5 ,48.6 ,49.5 ,47.4 ,50.4 ,54.7 ,50.0 ,48.8 ,53.5 ,,,,
RX02182309,51.1 ,53.2 ,50.0 ,46.8 ,51.0 ,49.0 ,48.9 ,,,,,,,,,
RX02182310,51.2 ,52.6 ,46.1 ,47.3 ,53.4 ,48.7 ,50.2 ,52.5 ,48.5 ,50.6 ,51.9 ,47.5 ,49.4 ,,,
RX02182311,49.6 ,47.2 ,53.3 ,44.1 ,52.9 ,50.0 ,46.7 ,49.4 ,51.2 ,54.5 ,49.6 ,46.7 ,54.7 ,,,
RX02182312,53.8 ,51.3 ,49.0 ,42.4 ,48.8 ,50.5 ,53.1 ,49.6 ,51.5 ,,,,,,,
