RX03162302,48.5 ,50.3 ,47.6 ,53.6 ,44.7 ,51.6 ,44.5 ,53.0 ,45.1 ,51.8 ,49.1 ,56.1 ,45.8 ,47.9 ,60.4 ,,,
RX03162303,50.7 ,48.6 ,47.0 ,52.8 ,44.2 ,45.9 ,44.2 ,52.9 ,49.9 ,45.1 ,47.4 ,58.0 ,54.5 ,58.0 ,50.6 ,,,
RX03162305,52.1 ,45.7 ,48.5 ,48.9 ,49.4 ,53.2 ,56.9 ,54.7 ,48.8 ,45.1 ,52.8 ,50.0 ,44.7 ,47.5 ,53.0 ,48.7 ,,
RX03162306,48.0 ,45.7 ,50.6 ,54.1 ,53.4 ,44.0 ,46.6 ,57.7 ,55.0 ,47.0 ,43.7 ,43.9 ,51.6 ,50.4 ,57.0 ,51.4 ,,
RX03162307,52.6 ,48.0 ,51.2 ,48.0 ,54.5 ,46.1 ,52.2 ,57.8 ,44.4 ,44.2 ,47.0 ,56.4 ,53.2 ,50.7 ,53.3 ,40.4 ,,
RX03162308,62.4 ,48.7 ,59.4 ,47.3 ,49.8 ,46.3 ,47.3 ,47.2 ,50.3 ,57.7 ,51.0 ,51.2 ,48.5 ,45.4 ,43.4 ,44.0 ,,
RX03162310,50.3 ,49.7 ,44.1 ,51.3 ,52.8 ,49.9 ,49.9 ,51.4 ,47.8 ,51.9 ,51.0 ,,,,,,,
RX03162311,49.2 ,56.4 ,49.0 ,49.7 ,45.5 ,51.9 ,46.7 ,50.2 ,53.5 ,47.5 ,53.1 ,47.3 ,,,,,,
RX03162312,50.6 ,52.7 ,48.0 ,50.6 ,56.9 ,43.9 ,47.5 ,47.6 ,51.9 ,48.5 ,51.9 ,48.2 ,49.4 ,47.2 ,55.0 ,,,
RX07163302,58.2 ,55.4 ,48.3 ,49.0 ,50.6 ,52.1 ,46.2 ,53.3 ,55.8 ,47.4 ,44.2 ,43.2 ,45.9 ,57.5 ,48.2 ,44.6 ,,
RX07163303,41.5 ,66.1 ,66.6 ,45.2 ,48.7 ,50.9 ,41.2 ,54.6 ,40.5 ,56.8 ,39.9 ,45.2 ,50.8 ,68.6 ,44.0 ,60.2 ,37.9 ,41.2 
RX07163304,51.8 ,42.3 ,50.2 ,48.4 ,46.1 ,51.7 ,42.3 ,47.8 ,55.9 ,51.3 ,36.9 ,51.8 ,55.1 ,58.5 ,50.3 ,59.6 ,,
RX07163305,43.8 ,51.2 ,44.6 ,57.5 ,49.9 ,47.5 ,52.9 ,50.9 ,48.2 ,62.5 ,46.0 ,49.2 ,45.8 ,,,,,
RX07163306,47.1 ,47.9 ,52.4 ,50.8 ,44.7 ,50.2 ,42.8 ,53.9 ,55.5 ,46.8 ,48.2 ,50.1 ,47.8 ,62.2 ,49.4 ,,,
RX07163307,57.9 ,47.0 ,50.4 ,39.4 ,47.2 ,48.8 ,63.5 ,56.2 ,50.1 ,51.3 ,53.6 ,49.6 ,43.7 ,48.9 ,43.6 ,48.9 ,,
RX07163309,53.3 ,45.3 ,50.8 ,57.1 ,46.2 ,46.1 ,45.6 ,55.9 ,53.6 ,47.3 ,42.8 ,56.1 ,,,,,,
RX07163310,61.1 ,49.3 ,41.5 ,43.7 ,55.5 ,51.7 ,47.6 ,57.7 ,49.1 ,49.1 ,45.1 ,53.0 ,53.9 ,47.1 ,44.5 ,,,
RX07163311,47.6 ,49.5 ,42.9 ,48.4 ,52.7 ,51.5 ,50.7 ,59.7 ,46.7 ,49.4 ,53.0 ,52.0 ,48.5 ,47.7 ,49.6 ,,,
RX07163312,54.4 ,55.9 ,38.5 ,50.8 ,49.1 ,50.6 ,48.5 ,55.8 ,46.7 ,48.9 ,52.6 ,47.3 ,47.3 ,48.9 ,50.0 ,54.7 ,,
RX02162101,48.0 ,48.9 ,54.8 ,49.5 ,48.7 ,50.0 ,54.7 ,49.5 ,48.6 ,47.2 ,,,,,,,,
RX02162102,41.5 ,46.4 ,51.3 ,51.3 ,47.7 ,48.3 ,53.6 ,52.4 ,51.0 ,51.4 ,54.5 ,49.0 ,51.6 ,,,,,
RX02162103,44.4 ,54.9 ,49.7 ,50.1 ,51.0 ,49.8 ,51.1 ,49.5 ,48.7 ,47.0 ,48.5 ,61.8 ,48.9 ,46.7 ,47.3 ,50.6 ,,
RX02162104,45.1 ,52.2 ,50.7 ,41.8 ,53.7 ,48.9 ,50.4 ,55.8 ,44.9 ,50.1 ,53.8 ,54.0 ,47.7 ,52.2 ,50.8 ,47.8 ,,
RX02162105,50.3 ,46.8 ,49.5 ,50.7 ,48.3 ,57.5 ,44.7 ,52.4 ,,,,,,,,,,
RX02162106,47.3 ,52.1 ,48.9 ,47.8 ,43.2 ,48.6 ,55.8 ,53.0 ,53.3 ,,,,,,,,,
RX02162108,55.3 ,49.9 ,52.8 ,45.7 ,50.3 ,49.5 ,52.8 ,49.3 ,46.9 ,49.9 ,47.0 ,49.4 ,54.0 ,49.5 ,47.8 ,,,
RX02162109,45.6 ,51.9 ,50.9 ,49.0 ,52.9 ,50.3 ,48.9 ,54.6 ,45.9 ,,,,,,,,,
RX02162110,53.0 ,50.8 ,45.5 ,50.5 ,53.1 ,48.1 ,50.7 ,47.1 ,54.0 ,49.9 ,51.5 ,45.7 ,,,,,,
RX02162111,52.5 ,51.6 ,50.8 ,52.9 ,49.5 ,47.1 ,48.1 ,45.2 ,50.2 ,52.0 ,,,,,,,,
RX02162112,50.5 ,43.6 ,50.2 ,51.9 ,54.7 ,50.8 ,48.1 ,52.6 ,52.7 ,52.2 ,42.5 ,50.3 ,,,,,,
