,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,,,,,,,,,,,,,,,,,,
éDñy,,,,,,,,,,,,,,,,,,
RX01112701,47.8,53.2,47.7,51.7,44.1,51.7,46.6,51.2,51.8,44.5,53.6,54,52.2, , , , , 
RX01112702,44.4,55.6,43.6,46.9,45.4,54.9,59.9,43.6,48.5,48.5,50.7,55.6,52.2, , , , , 
RX01112703,46.7,51.2,51.4,49.4,55.6,43.3,41.9,54.6,55.8,50.5,52.7,46.9, , , , , , 
RX01112704,47.7,53.2,56.2,50.5,51.3,46.5,50.3,52.1,49.6,50.5,47.3,45,49.8, , , , , 
RX01112705,47.7,50.7,57.2,47.3,47,50.7,49.2,50.9,49.2,49.5,50.1,50.4, , , , , , 
RX01112707,56.3,51.2,53.6,46.7,52.6,51.6,47.4,49.3,48.6,47.5,51.7,53.6,39.9, , , , , 
RX01112708,48.7,42,55.5,45.6,51.1,46.1,52.3,52.4,49.4,50.1,42,48.5,56,54.9,54.1,51.5, , 
RX01112709,51,48.8,47.9,50.6,47.5,47,50.4,51.2,48.7,49.8,51.5,50.7,54.9, , , , , 
RX01112711,45.8,47,53.5,44.2,56.7,53.6,43.2,55.7,48.6,45.7,55.2,50.7,50.3, , , , , 
RX01112712,54.3,50.6,49.9,40.6,50.4,55.9,46.2,51.9,44.9,48.7,53.1,47.2,46.3,54.4,55.7,49.7, , 
íÜéR, , , , , , , , , , , , , , , , , , 
RX06114701,45.5,46.1,56.2,50.4,56,57.7,48.1,50.5,53.2,49.6,45.6,45.2,51.5,44.2,58.4,41.8, , 
RX06114702,44.9,48.3,54.6,51.6,53.6,48.7,59.2,46.9,48.5,47.8,47.4,51.9,46.8, , , , , 
RX06114703,51.4,50.5,52.1,50.3,42.9,51.7,56.6,47.7,53.5,43.3,46.6,61.9,47.9,48,,53.7, , 
RX06114705,48.4,59.5,44.2,48.3,45.2,49.6,55.4,48,47.9,50.8,52.7, , , , , , , 
RX06114706,50.6,48.9,48,44.9,53.4,39.5,52.7,55.7,45.9,54.1,48.1,42.7,47.9,57.4,52.1,58.2, , 
RX06114707,47.6,56,51.3,47.7,49.7,51.1,45,44.2,56.9,57,48.7,57.4,42.5,47.4,47.6, , , 
RX06114708,48.4,48,53.1,47.6,52.7,50.2,51.8,49.5,48.5,50.3,50, , , , , , , 
RX06114709,47.5,44.9,46.1,50.8,44.8,44.9,62.7,47.6,51.8,48.2,48.2,50.5,62, , , , , 
RX06114710,48.1,53.6,42.5,53,51.4,52.2,49,49.4,51,49.5,50.3, , , , , , , 
RX06114711,51.5,50,44.7,42.1,51,52.5,47.9,51,55.9,44.1,53.2,56, , , , , , 
RX06114712,49.8,52.2,47.6,51,51,59.9,57.2,48.4,51.2,49.6,50.1,45.3,45.2,43.8,41.8,56, , 
ç„ê_,,,,,,,,,,,,,,,,,,
RX09115701,46.8,58.3,47.7,47.9,42.5,51,49.4,58.1,58.2,50.1,45.2,47.1,46.8,50.9, , , , 
RX09115702,46.5,48.4,46.1,53.8,44,40,54.4,53.8,49.8,53.3,54.9,51.8,52.9,56.3,44, , , 
RX09115703,48.5,43.4,42.3,55.7,51.3,45.5,52.7,53.7,52.7,49.5,52.1,38.1,57.6,46.1,58.7,52, , 
RX09115704,49.1,49.8,47.4,46.2,51,50.5,55.3,55.6,48.2,45.4,47.5,55.5,52.6,45.6,40.1,60, , 
RX09115705,53.5,50.5,44.4,45.1,52.2,47.2,45.6,50.5,44.2,60.1,52.1,54.6, , , , , , 
RX09115706,63.1,64.4,41.3,46.5,48.7,30.9,61,53.8,63.2,49.5,48.1,40.6,48.5,32.2,49.3,61.4,51.5,45.9
RX09115707,44.4,46.8,53.8,54.4,46.3,51.2,49.1,44.3,53.2,55,51.1,52.3,48.2, , , , , 
RX09115709,49.5,51.9,50,50.3,48.6,47.7,53,50.3,48.7, , , , , , , , , 
RX09115710,48,54.5,54.9,57.3,44.2,49,49.9,41.7,49.8,60,50.4,50.6,45.8,53.2,40.7, , , 
RX09115712,49,51.6,49.7,59.7,52.1,45.3,52.8,46.1,60.5,48.9,43,50.8,44.6,40.3,57.8,47.7, , 
