,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,,,,,,,,,,,,,,,,,,
îüäŸ,,,,,,,,,,,,,,,,,,
RX02112101,50.2,49.3,48.3,49,46,51.8,55.4, , , , , , , , , , , 
RX02112102,55,49.1,47.9,53.7,55.7,50.9,48.4,46.6,49.7,51.5,46.3,45.2, , , , , , 
RX02112103,47.4,48.1,48.9,50.4,53.6,49.3,49.4,48.6,50.2,44.2,51.8,56.4,51.7, , , , , 
RX02112104,49.8,,56.1,48.3,48.9,44.8,52.4,69.1,53.2,47.3,38.8,51.3,48.4,48.5,51.1,45.2, , 
RX02112105,50.3,44.5,48.3,50.6,52.9,44.4,52.7,49.7,60.8,45.9, , , , , , , , 
RX02112107,51.5,41.4,49.6,56.1,51,49.5,47.9,49.3,52.2,52.5,49, , , , , , , 
RX02112108,47,50.2,50.5,46.9,50,49.9,57.8,52.9,47.3,51.4,54.4,50.1,41.5, , , , , 
RX02112110,50.8,53.3,41.4,57.7,48.2,50,57,47.1,47.4,50.9,46.2, , , , , , , 
RX02112111,48.5,46,52.9,53.8,51.5,47.9,49.5,50.2,46.4,51,52.2, , , , , , , 
RX02112112,53.5,56,48.1,48.6,52.4,47.8,49.5,47.4,47.1,53.6,46, , , , , , , 
êVäÉ, , , , , , , , , , , , , , , , , , 
RX04113101,30.2,49.6,52.8,65.6,61,40,53.6,35.4,60.8,42.4,54.9,61.7,51.1,44.5,37,55.6,47.6,56.1
RX04113103,58,55.3,50.5,50,43.3,50,45,52.7,48.9,48,54.7,52.1,46.5,40.9,54, , , 
RX04113105,43.6,53.5,51.7,57.5,55.5,44.8,44.9,49.8,57.1,50,43.1,48.2,55.6,46.9,47.7, , , 
RX04113106,46,47.5,51,53.8,46.6,40,47,56.7,52.3,53.4,51.9,52,48.2,44.3,55.7,53.8, , 
RX04113108,50.7,42.3,48.9,51.9,49.5,44.9,50.1,42.4,54.9,52.1,52.2,50.3,50.4,57.5,51.8, , , 
RX04113109,39.3,71.2,53.4,58.7,57.7,59.3,58.5,35.9,55.5,42.2,55.2,37.5,45,49.1,50.8,32.1,52.2,46.5
RX04113110,56.6,51,50.4,51.9,42.7,52.4,49.4,45.3,53.6,46.5,55.9,44.3, , , , , , 
RX04113111,45.8,48.3,58.8,50.2,43.4,53.5,53,56.4,58.7,47.3,46.6,45.5,53.3,44.4,44.9, , , 
RX04113112,62.7,54.2,52.1,48.2,55,51.2,29.4,50.4,41,62.6,41.6,65.2,31.5,52.2,54.2,57.9,40.2,50.4
ãûìs,,,,,,,,,,,,,,,,,,
RX08114501,56.7,50.4,43.9,49.6,50.9,48.3,51.2,49, , , , , , , , , , 
RX08114502,43.5,53.6,56.6,50.9,51.2,46.5,49.8,51,50.9,46.4,43,44.1,53.8,53.5,55.1, , , 
RX08114504,51,49.7,48.1,53.7,43.1,50.2,45.9,45.3,54.1,61.5,48,47,47.2,50.6,57.7,46.8, , 
RX08114505,46.8,54.9,55.4,50,48.3,52.7,52,55.6,48.9,43.3,47.9,46.6,47.7, , , , , 
RX08114506,60.6,37.6,57.2,51,44.1,48.8,50.8,52.1,50.5,51.6,50.1,48.5,44.9,53.3,52.3,46.8, , 
RX08114507,51.9,59.8,47.3,56.5,46.4,46.2,48.7,53.8,51.4,51.4,48.5,46,48.5,51.2,41.7,50.8, , 
RX08114508,53.7,45.3,53.4,49.5,51.6,46.1,48.5,56.4,45.3,54.7,44.2,54.5,57,44.5,50.6,44.7, , 
RX08114509,60.6,47.5,57.4,45.5,34,40.1,37.4,56.3,58.4,65,45.9,61.5,64,42.4,51.3,49.9,48.8,34
RX08114510,47,43.7,42.6,58.3,46.1,43.9,57.8,54,48.5,55.9,50.3,47.8,48.2,50.9,55.6,49.4, , 
RX08114511,52.2,54,46.7,54.6,47.3,48.3,55,46.7,45.8,50.9,50.1,49.2,49.3, , , , , 
RX08114512,50.1,49.5,51.9,53.3,48.2,52.5,46.8,50.2,52.8,48.3,44,47,53.1,52.3,50, , , 
