,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,,,,,,,,,,,,,,,,,,
êVäÉ,,,,,,,,,,,,,,,,,,
RX04153201,40.5,52.8,51.7,56.9,50.2,47.7,47.3,52.4,53.9,50,48.3,46.4,51.4,49.7,50.6, , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
RX04153204,50.9,49.2,46.1,51.3,46.3,49.5,52.8,51.6,49.6,48.6,55.9,52.2,46.1, , , , , 
RX04153205,52.1,48.8,44.2,47.5,44.6,53.4,46.7,48.6,48.9,53.5,53,61.1,47.5,49.9,50.2, , , 
RX04153206,62.7,36.4,54,40.4,49,54.7,51.2,32.9,63.1,48.8,34.8,50.2,48.6,66.8,50.2,59.7,40,56.6
RX04153207,53.9,43.8,47.3,53.3,43.7,49.7,49.1,49.9,50.2,45.9,49.2,61.8,53,48.8,50.5, , , 
RX04153208,66.7,69.5,72.4,52.8,49.3,40.2,46.8,41.9,45.8,42.3,35.3,49.4,46.9,53.6,47.8,46.7,46.3,46.2
RX04153209,52.4,48.5,49.5,47.5,54.7,42,49.2,51,53.9,47.4,47.4,52.3,54.2, , , , , 
, , , , , , , , , , , , , , , , , , 
RX04153211,59.9,44.7,38.9,52.1,53.7,60.4,63.7,49.8,39,40.3,41.5,56.5,38.5,64.9,57,52.5,55.6,30.9
, , , , , , , , , , , , , , , , , , 
ìåãû, , , , , , , , , , , , , , , , , , 
RX05154501,50.6,50,54.5,48,50.9,53.4,46.7,54.9,46.1,48.8,47.8,48.2, , , , , , 
RX05154502,49.7,51.2,51,51.5,48,50.5,51.9,50.9,55.8,42,46.7,50.8, , , , , , 
RX05154503,41.9,49.5,52.2,45.9,46.2,39.9,46.8,52.2,52.2,49.5,54.6,59.2,46.1,49.8,53.1,60.9, , 
RX05154504,49.6,53.6,45.9,51.3,51.3,48.9,46.9,50.5,50.7,46.2,49.5,55.5, , , , , , 
RX05154505,49.9,49.6,61.1,45.9,53.9,48.8,52,44.5,54,47.1,41.2,53.4,47,51.7,54,46.1, , 
RX05154506,55.8,50.7,50.3,43.1,53.1,46.5,47.3,54.5,45.1,50.5,47.7,44.7,52.4,58.3, , , , 
RX05154507,43.4,51.9,48.9,43.8,46,44.4,50.9,54.4,45.8,54.2,55.5,53,57.9,46.9,51,52, , 
RX05154508,50.3,47.9,53.2,48.4,48.1,52.3,50.2,48.8,50.8, , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
RX05154510,59.5,49.6,53.2,47,42.7,45.8,55.6,49.7,49.9,42.2,59.2,53.8,47.6,47.6,50.6,46.1, , 
RX05154511,50.6,52.8,47.2,57.4,48,49.4,50.6,49.5,52,47.6,45.3,49.6, , , , , , 
RX05154512,61,46.7,64.8,48.5,52.5,65.8,36.8,52.4,42.2,61.2,48,61.2,31.2,49,42,40.7,54.4,41.6
ãûìs,,,,,,,,,,,,,,,,,,
RX08154501,48.5,52.6,56.3,52.3,49.1,47.2,46.4,47.8,52.9,49.3,48.7,50.2,52.1,46.5, , , , 
RX08154502,46.9,48.2,53.5,46.1,53.2,45.3,49.3,53.4,49.7,54.5, , , , , , , , 
RX08154503,46.1,48.8,48.4,47.3,57.2,50.8,56.1,46.3,55.3,48.8,48,46.8, , , , , , 
, , , , , , , , , , , , , , , , , , 
RX08154505,48.8,49.3,43.7,47.8,58.4,47.1,57.3,52.5,46.8,48.3,50, , , , , , , 
RX08154506,55.3,53.7,52.6,48.5,46.8,41.9,56.5,52.6,49.3,49.7,45.5,47.7, , , , , , 
RX08154507,49.1,53.1,45.5,52.8,50.9,54.8,46.4,53.5,43.9,52.5,47.3, , , , , , , 
RX08154508,47.3,51,54.1,47.9,51.3,46.9,50.3,56.3,44.6,46.4,53.8, , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
RX08154511,42.7,39.4,64.7,46.5,50,50.1,56.4,38.7,43.3,50.7,59.8,59.5,38.9,57.5,51.6,45.5,33.7,71
RX08154512,55.9,59.2,47.3,39.2,47.6,40.4,50.7,60,39.4,50.5,50.8,56.5,52.3,49.6,51.5,48.9, , 
