RX08171501,50.2 ,51.2 ,42.1 ,57.8 ,46.3 ,52.5 ,48.1 ,51.3 ,56.6 ,45.7 ,55.9 ,41.4 ,56.4 ,48.3 ,53.8 ,42.3 
RX08171502,52.3 ,53.3 ,55.4 ,49.8 ,49.3 ,48.0 ,46.8 ,49.9 ,48.1 ,44.6 ,45.6 ,56.7 ,49.3 ,51.0 ,,
RX08171503,49.2 ,58.4 ,47.2 ,45.5 ,45.9 ,47.0 ,50.8 ,47.0 ,47.5 ,52.6 ,57.7 ,46.1 ,55.3 ,47.7 ,50.9 ,51.4 
RX08171504,48.7 ,50.2 ,49.0 ,48.2 ,48.3 ,55.4 ,48.1 ,52.9 ,51.3 ,45.5 ,52.5 ,,,,,
RX08171505,56.4 ,41.6 ,47.9 ,43.8 ,59.4 ,60.6 ,46.2 ,44.7 ,48.7 ,52.2 ,48.0 ,42.5 ,51.7 ,46.4 ,53.1 ,56.8 
RX08171506,51.3 ,58.5 ,55.0 ,49.1 ,52.4 ,50.6 ,42.2 ,48.4 ,46.0 ,41.1 ,46.0 ,48.3 ,48.2 ,49.5 ,54.1 ,59.3 
RX08171507,46.1 ,45.1 ,50.8 ,56.8 ,43.0 ,57.1 ,47.8 ,46.3 ,60.9 ,52.1 ,50.9 ,57.3 ,48.6 ,49.3 ,45.7 ,42.2 
RX08171508,55.5 ,56.2 ,53.4 ,61.4 ,45.9 ,49.0 ,47.8 ,49.1 ,44.6 ,47.0 ,53.8 ,47.0 ,52.7 ,41.1 ,45.6 ,
RX08171509,53.3 ,48.3 ,55.4 ,38.4 ,50.0 ,48.9 ,46.7 ,55.2 ,53.2 ,50.2 ,52.9 ,49.6 ,46.8 ,52.2 ,48.9 ,
RX08171512,43.4 ,51.9 ,47.6 ,49.7 ,48.0 ,57.2 ,52.7 ,51.4 ,48.1 ,,,,,,,
