Nakayama,,,,,,,,,,,,,,,,
RX06102201,51.6,55.1,57.8,45.5,40.1,53.4,39.1,73.3,41.9,55.1,32.7,45.2,55,50.1,61.3,42.8
RX06102202,52.9,62.7,68.4,44.7,53.4,43.8,44.7,46.7,44.5,34.7,45.9,39,46.8,50.3,71.5,50
RX06102203,47,48.9,49.1,56.3,49.9,58.9,48.3,36.6,56.1,47.1,75.3,49.2,38.7,53.9,53.5,31.3
RX06102204,67.3,40.8,48,53.7,56.4,59.1,42.7,57.7,33,50.9,59.4,59,40,45.4,36.5,
RX06102205,54.5,48.4,58,55.7,55,47.2,33.2,37.9,51.3,49.7,64.8,48.6,28.6,49.2,52.7,65.2
RX06102206,38.9,40.1,59.9,64.8,46.8,45.8,58,50.7,62.1,51.9,55.7,43.9,31.3,,,
RX06102207,54.4,73.1,49.4,55.7,48.4,52.3,39.1,35.8,43.6,61.6,35.5,49.3,59.6,50.8,51.8,39.7
RX06102210,51.3,46.8,67.7,44.8,30.9,53.1,42.6,58.6,46.4,63.8,39.3,49.6,55.1,,,
RX06102211,63.4,44.5,40.3,46.9,58.8,47,60.6,41,59.7,45.5,51.7,62,41.2,63.1,42.9,31.4
RX06102212,42.3,56.4,66.6,60.1,44.2,33.5,50.9,59.8,60,46.2,50.7,30.8,58.2,47.3,50.6,42.3
Hanshin,,,,,,,,,,,,,,,,
RX09101201,60.2,45.7,39.7,45.6,45.2,43,57.5,64.9,43.2,52.6,45.3,37,38.3,50.4,62.3,69.2
RX09101202,37.9,42.9,44.9,51.8,59.1,54.1,56.5,49.7,27.3,64.5,42.7,50.5,62.5,40.8,55.8,59
RX09101203,37.2,56,48.9,55.6,51.5,44.6,58.8,45.1,64.1,39,65.8,64.3,40.8,46.9,47.7,33.8
RX09101205,55.6,29.9,65,47.8,58.6,43.8,58.6,42.7,61.5,47.7,49.2,58.7,48.8,33.4,48.7,
RX09101206,50.1,66.6,38.7,45.6,59.2,50.9,46.7,55,52.7,63.8,61.1,39.4,36.3,49.1,34.8,
RX09101207,36.5,36.4,54.4,61.6,38.7,65.4,45,38.8,47,54.5,48.2,61.1,60,54,59,39.4
RX09101208,56.6,47.4,38.6,46.2,40,81.4,60.1,43.7,51.8,47.8,51.4,49.7,45.8,44,49,46.4
RX09101210,45.3,52.8,47.8,75.6,49.9,42.8,45,36.2,53.7,46.8,54.2,,,,,
RX09101211,61.2,52.6,58.2,31.8,53.2,64.2,60.1,39.3,43.4,50.3,40.2,43.1,63.2,36.9,49.1,53.3
RX09101212,72.4,49.3,35.5,41.5,59.4,50.1,57.8,38.9,63.2,43.5,50.3,42.2,49.3,54,42.6,
