,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,,,,,,,,,,,,,,,,,,
’†ŽR,,,,,,,,,,,,,,,,,,
RX06151501,58,34.1,51.9,52.3,52.8,49.4,52.2,59.7,45.1,48.7,51.6,43.2,53.4,48.3,50.8,48.5, , 
RX06151502,61.2,59.4,51.1,49.5,45.2,45.6,50.7,41.1,51.3,43.4,48.9,48,56.2,53.3,47.7,47.3, , 
RX06151503,47.7,47.4,54,44.4,52.6,48.1,53.5,50.6,45.8,45.2,54.8,58.4,45.2,47.8,53.3,51.2, , 
RX06151504,41.6,47.3,51.4,43,46.7,52,56.3,45.2,59.4,47.7,49.7,53.6,50.9,50.1,54.3,50.9, , 
RX06151505,53.3,47.7,53.3,44.4,49.7,53.7,53.8,49.4,48.5,53.3,50.3,47.2,47.4,46.3,51.7, , , 
, , , , , , , , , , , , , , , , , , 
RX06151507,58.5,49.3,50.8,48.7,55.1,45.4,47.6,47.8,52.7,54.3,50.7,53.4,40.1,48.3,40.9,56.4, , 
RX06151508,54,49.6,46.6,50.2,50.6,56.2,44.4,47.8,48.9,43,46.7,52.6,54.8,57.9,49.8,47.1, , 
RX06151509,54.7,45.8,64.1,46.2,44.2,47,53.6,47.5,52.2,59.7,51.2,46.9,50.4,43.2,46.3,47.1, , 
, , , , , , , , , , , , , , , , , , 
RX06151511,57.9,51.5,45.9,47.5,44.5,40.5,47.2,49.6,52.1,51.2,46.5,47.6,49.8,60.4,59.3,48.4, , 
RX06151512,46.9,49,47.9,47.4,45.6,59.8,45.9,45.1,52.7,50.1,54.9,50.8,48.8,58.3,50.7,46.2, , 
‹ž“s, , , , , , , , , , , , , , , , , , 
RX08151501,54.9,49.7,49.4,49.3,49.5,47.6,52.1,46.2,54.5,50.1,51.9,54,45.2,43.5,52.1, , , 
RX08151502,56.7,49.8,41.4,52.4,49.9,51.8,52.6,44.6,47.6,55.7,48.1,52.8,61.2,46.6,42.9,45.8, , 
RX08151503,53.3,48.9,52.8,53.5,53.5,50,46.9,46.4,44.5,50, , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
RX08151506,45.8,47.5,55.2,53.9,59.8,49.9,46.4,53.4,43.1,54.9,47.6,42.3,52.5,47.7, , , , 
RX08151507,44.4,46.4,54.7,57.5,51.3,49.1,45.9,50.3,54.2,45.5,45.4,49.3,51.5,52.8,51.7, , , 
RX08151508,57.7,49.2,39.5,48.5,47.7,47.4,50.6,49.1,53.8,55,46.8,50.9,47.6,56.3,49.9, , , 
RX08151509,43.2,47.9,52.6,44.1,50.8,45.5,53.5,52.9,49.4,48.4,55.9,55.8, , , , , , 
RX08151510,49,52.6,49.6,56.4,42,50.3,45.5,50.6,51.1,51.5,47,52,51.3,50.9, , , , 
RX08151511,47.8,48.3,42.7,50.2,46.1,50.7,43.5,49.5,46.1,52.7,45.4,45.8,67,51.9,58.1,54.3, , 
RX08151512,57.8,51.3,47.4,45,46.9,46.5,44.5,46.8,46.2,58.7,43,50.2,44.3,58.2,52.7,60.5, , 
0,,,,,,,,,,,,,,,,,,
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
