Nakayama,,,,,,,,,,,,,,,,,
RX06103401,51.6,61.6,33,40.3,57.3,59.6,72.3,51.5,47.2,42.3,42.1,44.1,51.6,55,52.3,38.3,
RX06103402,39.8,33.6,56.3,56.3,48.1,60.2,50.8,43.6,36.6,39.7,58.2,46.2,64.6,51.6,64.5,,
RX06103403,41.7,49.8,52.6,38.7,48.9,46.5,47.2,40.6,46.2,59.5,42.1,52.5,53.5,81.4,47,51.9,
RX06103404,49.5,54.9,46.9,56.4,43.8,70.3,43.1,67.3,44.8,39.7,38.8,42,52.6,,,,
RX06103406,59.7,41.4,51.4,45.5,60.9,38.3,43.8,41.6,40.5,59.2,67.7,45.8,62.9,41.4,,,
RX06103407,36.8,37.4,53.6,66.8,46.1,53.5,65.2,54.6,56.7,44.6,42,42.6,,,,,
RX06103408,47.6,65.2,54.2,46.8,32.8,46.6,53.3,45.6,49.8,73.7,41.1,61.4,48.1,,56.5,40.4,42.5
RX06103409,42.1,63.8,58.7,37.4,32.6,58,56,52.4,47.7,43.6,57.6,,,,,,
RX06103410,46.5,72,65.8,46.8,66,42.8,45.3,45.2,46.1,53.8,48,42.1,49.4,51.9,43.8,34.2,
RX06103411,51.9,36.9,51.9,51.3,46.1,47.6,59.2,70.3,34.1,44.9,39.6,44.8,63,53.7,42.7,62.2,
RX06103412,41.5,40.6,52.7,39.4,44.4,68.2,44,58.3,57.5,37,37.9,54.1,55.2,54.6,64.6,,
Hanshin,,,,,,,,,,,,,,,,,
RX09102401,36.6,54.7,49.6,40.4,68.8,49.2,43.9,40.3,51.2,43.9,69.4,57.9,38.2,48.8,59.8,47.4,
RX09102402,51.7,45.2,43.4,57.2,49.2,37.1,60.6,60.9,41.3,53.7,35.2,45.6,68.8,,,,
RX09102403,59.4,61.4,45.1,67.4,46.1,54.1,57.3,45.3,40.4,40.4,39.9,38.6,40.5,48.6,65.5,,
RX09102406,55.7,60.4,58.5,31,52,43.3,44.9,47.5,49.2,40.7,38.2,62.1,70.2,46.4,55.1,44.7
RX09102408,59.1,72,62.4,48.7,39.1,50,44.5,40.4,41.3,40.6,53.2,43.8,54.8,,,
RX09102409,58.9,64.4,58.3,53.1,49.4,41.1,45.6,43.9,63.7,39.8,50.4,63.4,28.7,43.4,45,51
RX09102411,54.1,39.4,43.4,33.6,62.2,47.9,61.4,52.5,47.4,58.5,36.5,48.6,40.9,66.6,56.9,
RX09102412,44.1,38.5,61.8,48.8,48.8,30.2,64.4,54.7,39.7,58.5,57.5,54.8,41.7,56.5,,
