RX05165101,57.5 ,55.2 ,49.4 ,42.5 ,49.5 ,59.9 ,45.1 ,64.1 ,42.3 ,43.6 ,47.4 ,48.5 ,44.2 ,51.8 ,46.2 ,52.8 ,
RX05165102,56.5 ,43.6 ,46.6 ,56.3 ,47.7 ,40.8 ,55.1 ,59.3 ,52.2 ,50.2 ,45.2 ,41.3 ,50.3 ,51.4 ,52.3 ,51.2 ,
RX05165103,47.7 ,51.7 ,47.9 ,44.5 ,49.7 ,56.5 ,47.1 ,49.5 ,59.3 ,45.9 ,46.4 ,52.9 ,46.1 ,54.9 ,,,
RX05165104,37.1 ,57.7 ,46.2 ,50.7 ,54.1 ,58.4 ,48.1 ,48.0 ,46.2 ,50.3 ,50.7 ,39.1 ,46.9 ,54.2 ,50.9 ,53.6 ,57.8 
RX05165105,49.1 ,46.8 ,48.7 ,51.1 ,45.7 ,57.5 ,45.6 ,49.5 ,54.6 ,53.7 ,49.7 ,50.3 ,47.7 ,,,,
RX05165106,49.6 ,46.3 ,54.4 ,52.0 ,45.4 ,57.6 ,57.6 ,46.8 ,48.5 ,45.7 ,52.7 ,48.5 ,44.9 ,,,,
RX05165107,61.3 ,45.8 ,46.8 ,40.7 ,58.2 ,49.3 ,48.9 ,42.7 ,62.3 ,47.0 ,52.7 ,50.0 ,48.5 ,44.1 ,49.1 ,52.6 ,
RX05165108,45.7 ,49.5 ,54.5 ,46.4 ,46.3 ,46.8 ,48.4 ,56.0 ,47.6 ,50.8 ,52.6 ,55.3 ,,,,,
RX05165109,51.6 ,52.1 ,50.1 ,53.4 ,46.9 ,51.6 ,47.0 ,46.5 ,46.9 ,50.8 ,53.1 ,,,,,,
RX05165110,53.6 ,47.7 ,47.1 ,44.2 ,50.3 ,49.3 ,46.3 ,55.6 ,53.8 ,48.5 ,50.8 ,45.7 ,56.6 ,50.5 ,,,
RX05165111,47.7 ,51.2 ,53.6 ,49.0 ,48.4 ,49.6 ,48.8 ,53.9 ,47.1 ,45.5 ,53.3 ,50.5 ,51.2 ,,,,
RX05165112,54.3 ,48.4 ,51.5 ,46.8 ,44.3 ,47.3 ,50.2 ,47.2 ,49.0 ,53.8 ,57.5 ,52.6 ,45.0 ,52.3 ,,,
RX08165101,47.4 ,54.1 ,59.9 ,57.2 ,43.5 ,40.0 ,50.3 ,54.3 ,52.7 ,55.1 ,47.0 ,47.8 ,38.5 ,47.7 ,48.1 ,56.5 ,
RX08165102,47.5 ,52.6 ,53.5 ,55.3 ,47.2 ,48.2 ,56.2 ,50.1 ,49.1 ,45.6 ,49.7 ,48.6 ,44.6 ,51.9 ,,,
RX08165103,55.9 ,53.4 ,49.9 ,48.8 ,45.2 ,59.0 ,50.1 ,48.9 ,46.2 ,45.9 ,46.2 ,49.3 ,51.3 ,,,,
RX08165104,49.4 ,53.6 ,55.0 ,44.5 ,44.0 ,53.9 ,47.9 ,51.6 ,,,,,,,,,
RX08165106,45.6 ,50.0 ,48.2 ,55.7 ,50.1 ,52.0 ,44.4 ,48.8 ,48.4 ,45.8 ,48.4 ,59.5 ,47.6 ,48.9 ,56.5 ,,
RX08165107,56.1 ,51.5 ,50.2 ,45.1 ,53.9 ,50.1 ,45.0 ,48.1 ,54.5 ,45.4 ,,,,,,,
RX08165109,56.3 ,55.2 ,50.9 ,48.9 ,47.2 ,48.5 ,48.3 ,54.2 ,45.3 ,41.0 ,52.5 ,53.9 ,48.8 ,49.1 ,,,
RX08165110,46.3 ,52.6 ,56.9 ,44.6 ,48.5 ,45.7 ,54.1 ,46.8 ,46.2 ,54.9 ,56.1 ,47.8 ,49.7 ,49.8 ,,,
RX08165112,50.6 ,50.8 ,45.3 ,47.5 ,55.5 ,42.6 ,49.4 ,49.2 ,45.9 ,52.1 ,47.0 ,69.5 ,50.2 ,47.3 ,54.4 ,42.6 ,
RX03163101,52.7 ,50.9 ,55.2 ,51.3 ,52.1 ,51.8 ,48.7 ,48.7 ,53.4 ,48.4 ,46.3 ,50.1 ,46.7 ,42.5 ,51.2 ,,
RX03163102,46.7 ,44.3 ,46.8 ,52.2 ,43.6 ,45.0 ,57.0 ,51.7 ,49.6 ,48.7 ,51.4 ,55.2 ,54.6 ,50.8 ,50.4 ,51.9 ,
RX03163103,54.8 ,42.9 ,49.1 ,54.3 ,48.7 ,48.3 ,49.3 ,45.5 ,54.6 ,52.4 ,50.0 ,,,,,,
RX03163106,46.0 ,46.0 ,48.1 ,51.0 ,50.4 ,49.5 ,52.9 ,46.7 ,51.5 ,57.9 ,,,,,,,
RX03163107,55.4 ,55.6 ,56.2 ,46.9 ,44.8 ,52.4 ,43.7 ,51.4 ,49.7 ,51.0 ,50.4 ,51.9 ,40.9 ,,,,
RX03163108,48.8 ,46.6 ,43.9 ,52.1 ,41.5 ,45.0 ,52.7 ,39.7 ,51.4 ,52.2 ,58.6 ,57.1 ,53.3 ,49.2 ,57.5 ,50.3 ,
RX03163109,54.1 ,50.1 ,52.0 ,53.5 ,49.8 ,48.2 ,50.5 ,45.9 ,45.2 ,48.0 ,51.6 ,46.8 ,54.3 ,,,,
RX03163111,51.4 ,43.9 ,42.4 ,51.3 ,52.2 ,42.1 ,43.0 ,49.6 ,57.5 ,56.1 ,49.8 ,51.4 ,55.6 ,50.1 ,53.4 ,50.1 ,
RX03163112,50.5 ,54.8 ,46.9 ,53.6 ,47.0 ,45.2 ,49.0 ,58.2 ,46.6 ,43.2 ,49.5 ,46.4 ,54.4 ,48.8 ,56.0 ,50.0 ,
