,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,,,,,,,,,,,,,,,,,,
ìåãû,,,,,,,,,,,,,,,,,,
RX05133401,52.8,53.5,39.5,53.6,41.5,50.4,60,45.6,56.8,50,50.4,44.4,53.4,52.7,48.2,47.3, , 
RX05133402,54.5,51.2,53.7,57.7,46.2,47.5,43.4,44.9,53.7,48.6,59.2,46,40.8,47.4,54.5,50.9, , 
RX05133403,44.8,58.4,49.1,49.8,60,44.9,50.9,49.5,46.7,47.1,53.2,55.9,57.5,42.8,48.9,40.6, , 
, , , , , , , , , , , , , , , , , , 
RX05133405,52.2,49.7,38.5,57.3,44.7,53.2,48.7,52.8,71.2,46.9,53,44.9,49.6,52,40.7,41.1,53.5, 
RX05133406,70.8,55.5,50.5,64,37.9,44.1,46,49.9,37.3,52.7,35,59,55.5,36.4,48.3,57.4,56.9,43
RX05133407,57.7,50.5,48.9,51.6,42.9,49,48.1,48.7,45.2,60.8,49.9,51.1,45.6, , , , , 
RX05133408,57.6,44.6,56.1,42.6,52.4,53.1,42.1,49.8,48.1,49.2,51.2,54.6,50.1,53,44.7,50.7, , 
RX05133409,42.6,45.4,52.7,47.6,58.8,55.6,41.6,50.7,53.9,51,52.2,44.5,53.6,52.3,43.2,54.3, , 
RX05133410,51.8,54.6,54.3,35.1,52.1,38.1,47.5,49.2,56.3,60.6,57.9,55.1,61.1,66.8,34,43.3,50.6,31.8
RX05133411,47.1,50.6,46.5,47.8,52.9,47.1,59.4,47,52.6,51,45.1,48,51.8,53.4, , , , 
RX05133412,44.9,50.6,44.1,44.4,51.5,50,45.3,50.9,46.8,48.7,49.2,50.3,59.2,53.2,55.3,55.5, , 
ç„ê_, , , , , , , , , , , , , , , , , , 
RX09133401,47.9,51.8,50.4,48.4,48.8,51.8,59.7,50.2,48.5,56.1,55.9,55.4,45.1,48.7,39.9,41.4, , 
RX09133402,54.8,44,48.2,62.4,53.9,55.5,50,37.7,51.8,55.6,46.3,47,52.5,44.7,50.4,45.4, , 
RX09133403,48.5,49.7,58.8,50.8,53.1,43.9,44.4,51.5,47.4,56.1,47.4,55.1,42.8,53.7,46.7, , , 
RX09133404,51.6,36.9,53.1,43.8,39.6,66.1,42.3,37.3,48.5,36.6,66.1,59.4,57.8,41.4,60,50.9,60.9,47.8
RX09133405,52.3,56.4,50.2,46.6,50.2,44.9,54.4,50.5,44.9,49.4, , , , , , , , 
RX09133406,47.7,42.1,54.2,58,48.3,53.2,43.9,56,55.2,55.4,47.6,54.3,50.8,45.2,41.9,46.3, , 
RX09133407,40.7,50.7,36,48,52.3,51.1,37.6,59.9,47.6,70,41.3,46.9,54.2,59.4,55.2,46,35.4,67.5
RX09133408,46.7,49.4,49,46.8,50.3,52.1,47,48.5,53.4,61.5,44.6,45.1,57.1,56,41.3,51.3, , 
, , , , , , , , , , , , , , , , , , 
RX09133410,52.5,47.1,49.8,55,48,53.1,45,44,48.7,52.4,47.3,54.5,57.8,43.2,48.8,52.8, , 
RX09133411,46.8,50,48.3,46.3,47.5,50.2,53,45.4,50.9,49.5,55.2,46.6,50.3,59.8, , , , 
RX09133412,45.3,52.3,47.4,54.2,57.4,50.4,48.5,47.3,44.9,56.9,44.1,54.2,52.2,42.8,50.3,51.9, , 
,,,,,,,,,,,,,,,,,,
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , 
