,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
ç„ê_, , , , , , , , , , , , , , , , , , 
RX09112201,46.8,43.3,52.3,48.9,43.7,49.1,53,52.9,57.3,56.5,48.9,43.4,54.1,48,48.5,53.2, , 
RX09112202,44.8,48.4,44.9,54.1,52,57.3,45.3,45.4,57.2,50.7,43.2,54,56.3,49.9,46.3, , , 
RX09112203,45.4,52.1,51.2,49.8,46.6,51.2,45.3,56,48.9,43.5,48.3,52.2,44.4,57.9,57.3, , , 
RX09112204,38.1,57.3,40.6,52,53.8,56.9,58.7,53.1,42.9,60,61.9,58.2,23.7,57.2,46.9,54.6,40.2,44
RX09112205,52.8,52.6,48,44,53.2,51.1,50.6,45.1,65.1,46.2,45.2,47.2,44.8,56.9,51,46.1, , 
RX09112206,71.2,53.1,44.4,44.4,52.9,42.9,54.2,48.6,73.1,47.6,53.1,39.4,47.1,51.6,51.7,53.3,37.8,33.7
RX09112207,50.7,54.4,61.1,44.2,47.9,45.9,53.6,50.5,52.1,52.3,42.7,54.5,43.9,49.3,48.4,48.5, , 
RX09112208,29.8,64.1,55,33.9,67.1,39.3,54,44.8,54.1,60.1,58.6,42.8,49.8,53.3,55.4,49.6,43.8,44.2
RX09112210,44.2,46.5,46.9,51.3,47.9,56,49.8,50.3,46.9,44.6,58.2,52.3,46,59.4,49.7, , , 
RX09112212,70.1,57,61.4,34.1,59.3,48.6,49.6,44.7,49.9,28.6,52.1,40.9,50.2,62.4,49.6,46.8,51,43.9
è¨ëq,,,,,,,,,,,,,,,,,,
RX10112601,44,51.1,55.6,52.2,50.4,42.8,64.8,51.4,44.2,50.3,47,52.6,45.6,48, , , , 
RX10112602,53.9,53,45.4,50.5,60.1,55.9,59,41.7,44.4,49.6,42.2,44,50.3,48.8,53.5,47.7, , 
RX10112603,54.1,42.6,61,41.5,50.1,50.6,47.5,50.4,51.6,49.2,53.6,49,39.9,64.8,45.9,48, , 
RX10112604,41.2,47.1,50.1,54.5,49.1,58.3,50,47.4,49.1,53.8,54.2,40.7,53.1,49.1,53.9,48.4, , 
RX10112605,45.2,43.5,57.5,53,50.2,48.7,53.8,57.7,46.5,43.6,42.2,47.2,54.5,47.5,58.9,49.9, , 
RX10112606,42.5,63.1,52.3,48.6,62.2,48.5,52.6,43.1,42.9,47.7,46.4,48,53.5,48.4, , , , 
RX10112608,50.3,52.1,40.9,53.1,51,52.9,46.7,52.2,53.4,48.7,47.2,49.6,47.3,53,51.6, , , 
RX10112609,50.1,52.7,41.1,49.8,51,45.6,56.7,48.1,51.7,52.1,46.5,48.9,53.4,46.6,50.6,55.1, , 
RX10112610,49.1,48.5,54.5,60.3,48.4,58.2,44.6,52.1,49.6,45.3,47.6,49.1,46,47.6,50.9,48.2, , 
RX10112611,45.6,48.2,47,42.3,47,46.7,52.7,48.5,52.3,46.9,61.3,59.4,56.2,54.8,48.1,43.1, , 
RX10112612,40.7,46.6,51.3,54.2,52,53.1,50.5,49.7,53.3,55,50.1,56,54.3,48.7,41.9,42.4, , 
