Nakayama,,,,,,,,,,,,,,,,
RX06101101,52.2,60.5,54.7,51.3,44.9,52.7,44.4,52.2,41.4,58.2,54.2,40.7,42.4,46.5,29.8,73.8
RX06101102,39.4,55,34.1,48.2,53,38.1,54.8,47.9,47.1,41.4,49.4,44.7,53.9,65.9,54.3,73
RX06101103,41.7,52.3,59.9,43.6,64.6,48.8,64.2,44,58.7,41.2,63.1,31.6,47.7,44.6,43.9,
RX06101104,61.7,60.9,48,45.1,58.8,35.4,45.4,39.5,33.9,52.4,49.9,69.6,51.4,39.9,56.3,51.7
RX06101105,48.6,62.5,,49.7,39.5,60.3,68.5,,47.8,34.9,55.8,40.5,61.7,50.7,36.5,44.3
RX06101106,52.7,36.7,31.6,48.9,64.5,63,57.5,43.2,56.9,59.4,53.6,40.8,42.3,48.9,,
RX06101107,49.3,50.1,62.6,50.5,53.5,39,47.8,61.2,38.1,52.6,31.2,52.7,69.3,41.4,42.6,58.1
RX06101108,45.4,48.8,42,35.5,49.8,63.1,45,56.3,44.7,45.9,39.5,66.9,68,49,,
RX06101109,54.3,36.7,53.1,61.1,40.8,40.3,29.2,56.2,59,53.9,49.4,49.3,50.5,42.9,54.4,68.9
RX06101110,46.4,38,62.1,44.1,59.1,39,53.3,48.5,45.5,68.6,47.9,56.6,64.1,45.7,48.9,32.3
RX06101111,39.4,40.5,42.1,60,51.1,62.8,35.1,72.9,44.8,52.9,40,55.5,56,49.3,51.9,45.7
RX06101112,47.8,60.6,43.3,38.6,47,55.3,47.7,33.1,53.7,71.3,56.8,52.1,63,38.4,48.7,42.7
Kyoto,,,,,,,,,,,,,,,,
RX08101101,37.4,43,61.1,51.7,55.3,45.2,40.3,41,41.7,57.3,69.6,69.2,43.3,46.1,48.3,49.7
RX08101102,60.3,55.6,47,36.4,40.3,44.1,61,50,65.1,36.7,53.5,,,,,
RX08101103,39.3,47.5,58.1,36.9,68.4,37.4,46.1,39.8,61.6,45.9,47.5,43.5,63.3,50.7,52.2,61.9
RX08101104,61.2,46.1,54.1,37.5,70.2,59.3,35.5,46,53.1,46.1,45,42.6,51.4,55.4,61,35.6
RX08101105,36.9,47.8,39.8,43.1,66.1,56.5,45.1,51.4,46.4,65.3,57.7,46.6,47.8,43.7,37.7,68.1
RX08101106,47.4,34.8,48.2,38.3,64,49.2,54.9,61.3,58.9,55.7,37.2,,,,,
RX08101107,46.7,60.8,26.8,45.9,44.5,40.7,59,46.2,53.2,63.9,57,62.3,57.2,45.9,51.5,38.5
RX08101108,38.8,58.9,52.7,59.8,47.9,67.3,41.1,47.3,40.6,49.1,36.4,63.8,61,44.8,40.5,
RX08101109,47.1,48.8,50,67.7,71.8,53.5,45.3,45.5,41.1,35.8,64.3,47.3,38.3,48.2,48,47.4
