,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,,,,,,,,,,,,,,,,,,
íÜéR,,,,,,,,,,,,,,,,,,
RX06143201,59.1,53.4,47.7,53.7,53.6,41.1,58.4,45.3,48.2,45,44.7,51,45.2,47.8,57.1,48.8, , 
RX06143202,54.1,49.6,44.7,51.9,45.3,46.3,54.6,49.7,53.2,41.8,52.8,52.7,49,48.8,59.2,46.1, , 
RX06143203,45.4,44.1,50,51.8,59.6,52.4,53.7,53.9,44.9,48.1,51.3,57.9,50.4,43.1,42.9,50.4, , 
, , , , , , , , , , , , , , , , , , 
RX06143205,49.2,44.1,49.6,46,59.2,46.9,49.2,53.3,47.5,47.6,57.2,51,49.3, , , , , 
RX06143206,56.6,45.8,47.2,54.3,50.2,50.7,49,51.6,46.8,51.1,47.9,48.9,50, , , , , 
RX06143207,49.3,49.8,45.4,56.9,44.8,51,51.4,45.5,51.5,47.3,57.9,54.3,53,49.4,51.1,41.5, , 
RX06143208,50.3,48.3,55.5,45.8,56.5,54.6,52.4,42.8,50.5,41.1,46.6,55.8,51.6,50.3,50.4,47.4, , 
, , , , , , , , , , , , , , , , , , 
RX06143210,57.2,46.3,51.6,42.4,49.7,52.5,54.3,43.5,51.9,49.3,56.2,45.1, , , , , , 
RX06143211,54.2,50.7,44.7,44.7,56.2,56.4,48.8,45.6,50.5,61.1,50.5,43.5,48.9,44.5,50.4,49.4, , 
RX06143212,44.1,53,47.3,51.3,57.8,44.5,48.3,48.7,49,49.6,56.1,49.9,53.9,45.9,47.4,53.3, , 
ç„ê_, , , , , , , , , , , , , , , , , , 
RX09142201,48.3,49.2,40.9,45.8,49.3,45.2,58.5,55.1,53.1,50.9,46.2,58.2,53,44.3,51.9, , , 
RX09142202,52.1,54,47.2,49.8,54.8,49,44.3,44.1,50.1,40.8,53.1,52.1,56.3,51.6,46.6,54.1, , 
RX09142203,50.6,42.9,50.4,44.7,59.3,51.3,52.8,48.5,50.5,48.8,53.8,48.4,58,50.6,39.1, , , 
RX09142204,43,44.5,39.3,54.2,48.7,58,52.4,50,59.3,47.2,49.7,45.6,50.2,48.3,48.8,60.9, , 
RX09142205,52.5,36.4,42.6,76.8,51.9,54.4,47.9,57.5,65,51.3,38.4,44.9,56.3,39.5,42.9,45.2,52.6,44.1
RX09142206,52.4,49.4,51.8,46.8,53,47.3,49.5,49.5,45.9,52.4,48.5,51.5,52.5,49.6, , , , 
, , , , , , , , , , , , , , , , , , 
RX09142208,49.3,47.3,57,49.5,49,49.8,47.3,49.4,51.4, , , , , , , , , 
RX09142209,47.2,46.5,53.7,57.1,48.6,43.6,50.7,46.9,50.3,54.3,50.6,50.4, , , , , , 
RX09142210,58.1,37.4,42.7,39.8,56.5,50.4,65.9,59,35.5,37,39.1,62.9,52.6,47.7,53.4,62,57.5,42.7
RX09142211,64.2,46.4,56.1,51.8,44,54.1,53.2,23.1,46.3,51,64.3,60.2,32.9,47.3,48.7,51.4,55.5,49.7
RX09142212,57,49.8,46.6,50.7,50.7,55.5,53.9,47.7,52.2,57,42.8,45,45,53.2,44.8,48.2, , 
íÜãû,,,,,,,,,,,,,,,,,,
RX07142601,64.6,47.6,43.5,53.4,53.8,51.7,53.4,42.3,53.3,53.8,43,54.8,43.2,50.4,40.8,50.2, , 
, , , , , , , , , , , , , , , , , , 
RX07142603,40.4,52.3,43.6,40.8,41.8,46.3,51.9,48.3,51,61.5,53.3,61.9,52.6,54.4,50,50, , 
RX07142604,41.3,46.7,55.5,43.8,49.7,54.2,72.6,46.7,44.6,64.4,39.5,52,42.2,69.3,46,48.8,46.5,36.2
RX07142605,43.8,51.5,42.1,54.4,41,44.7,42.3,47.5,49.2,62.6,51.9,54.9,48.3,49.2,52.4,64.3, , 
RX07142606,52.9,46.8,53,48.7,50.6,51.3,50.7,51.8,51.3,42.6,49.4,48.9,55.6,48.9,43.9,53.6, , 
RX07142607,56.8,60,55.4,40.4,52.3,42.5,48.1,50.3,51.6,48.4,45,51.6,52.1,47.8,40.5,57.2, , 
RX07142608,46.2,51.2,44,48.3,53.8,45.8,49.9,50.7,57.1,53.1, , , , , , , , 
RX07142609,43.1,43.3,58.8,53.2,31.3,59.7,48.9,48.7,53.1,40.7,41.6,39.2,48.8,72.3,56.9,52.9,63.9,43.6
, , , , , , , , , , , , , , , , , , 
RX07142611,47.1,59.8,42.7,44.3,47.2,50,51.1,46.1,62.7,32.7,53.1,56.7,66.6,68.4,47.8,47.9,43.4,32.5
RX07142612,45,48.9,53.4,47.9,56.3,51.1,44.2,53.2,49.1,52,50.9,62.6,49.9,43.2,49.6,42.7, , 
