RX06163501,48.5 ,56.2 ,55.3 ,51.9 ,46.9 ,45.6 ,55.1 ,46.5 ,50.4 ,47.4 ,45.5 ,55.8 ,48.0 ,44.3 ,53.2 ,49.4 
RX06163502,44.4 ,46.9 ,53.3 ,50.5 ,50.6 ,49.8 ,55.1 ,46.9 ,39.6 ,51.2 ,53.1 ,48.5 ,51.0 ,53.8 ,55.3 ,
RX06163503,45.6 ,47.8 ,53.3 ,48.2 ,45.5 ,52.9 ,52.3 ,45.6 ,45.5 ,56.1 ,55.6 ,53.9 ,51.8 ,43.7 ,47.1 ,55.1 
RX06163504,51.3 ,44.7 ,51.3 ,47.1 ,52.9 ,46.9 ,62.5 ,50.2 ,47.7 ,50.0 ,49.6 ,55.7 ,41.4 ,53.8 ,51.9 ,43.1 
RX06163505,46.2 ,46.3 ,61.0 ,46.7 ,48.8 ,47.8 ,45.0 ,47.4 ,55.1 ,59.3 ,50.7 ,38.8 ,57.2 ,53.8 ,50.1 ,45.9 
RX06163506,53.1 ,50.5 ,55.0 ,46.7 ,52.0 ,47.4 ,46.7 ,58.4 ,42.5 ,44.8 ,46.4 ,52.7 ,55.6 ,48.9 ,48.5 ,50.8 
RX06163507,48.9 ,48.9 ,48.5 ,46.0 ,43.3 ,47.9 ,48.2 ,48.2 ,51.6 ,48.9 ,48.9 ,69.4 ,51.2 ,,,
RX06163508,44.8 ,51.4 ,47.3 ,54.6 ,55.8 ,47.8 ,49.1 ,50.7 ,51.6 ,57.9 ,43.4 ,50.7 ,44.9 ,,,
RX06163509,52.0 ,46.2 ,50.1 ,47.9 ,50.4 ,49.0 ,48.9 ,57.8 ,47.5 ,,,,,,,
RX06163511,51.8 ,50.3 ,53.7 ,48.6 ,47.9 ,46.1 ,42.8 ,46.7 ,49.6 ,50.4 ,50.0 ,54.8 ,45.9 ,51.1 ,55.1 ,55.1 
RX09162501,45.0 ,48.8 ,54.5 ,53.4 ,46.8 ,58.3 ,51.8 ,48.3 ,49.5 ,51.0 ,44.4 ,52.2 ,51.0 ,46.6 ,48.4 ,
RX09162502,48.2 ,46.6 ,63.7 ,55.1 ,39.8 ,54.4 ,49.8 ,48.0 ,50.5 ,50.8 ,49.5 ,44.7 ,53.8 ,48.6 ,50.1 ,46.4 
RX09162503,46.5 ,59.2 ,47.8 ,44.8 ,56.1 ,52.9 ,41.7 ,51.4 ,47.4 ,48.6 ,54.5 ,42.8 ,52.4 ,50.7 ,48.6 ,54.5 
RX09162504,47.6 ,46.6 ,60.1 ,56.4 ,46.0 ,44.8 ,46.2 ,44.8 ,39.6 ,52.5 ,49.3 ,62.9 ,55.3 ,53.4 ,51.0 ,43.6 
RX09162505,53.1 ,57.9 ,54.3 ,47.2 ,55.2 ,45.3 ,56.9 ,46.0 ,46.2 ,53.4 ,45.7 ,42.0 ,47.7 ,51.5 ,46.4 ,51.1 
RX09162506,54.8 ,46.3 ,52.8 ,49.8 ,46.3 ,50.9 ,50.0 ,43.5 ,56.2 ,50.7 ,48.3 ,53.0 ,47.5 ,,,
RX09162507,43.9 ,51.0 ,46.5 ,50.7 ,55.8 ,52.1 ,40.4 ,53.0 ,51.0 ,53.8 ,49.0 ,45.1 ,50.1 ,46.5 ,61.1 ,
RX09162508,45.7 ,52.5 ,51.1 ,45.6 ,52.2 ,42.9 ,55.8 ,50.5 ,44.8 ,51.3 ,55.1 ,52.3 ,50.3 ,,,
RX09162510,48.7 ,54.5 ,43.1 ,56.9 ,47.8 ,49.0 ,53.0 ,48.9 ,55.2 ,44.5 ,54.5 ,45.6 ,47.7 ,48.3 ,44.3 ,57.9 
RX09162511,43.1 ,49.5 ,47.5 ,53.0 ,45.9 ,56.6 ,58.2 ,52.8 ,50.5 ,49.2 ,45.8 ,48.1 ,50.0 ,,,
RX09162512,53.2 ,41.9 ,53.6 ,48.0 ,44.7 ,40.8 ,55.2 ,57.2 ,45.5 ,52.4 ,48.4 ,44.8 ,51.7 ,50.8 ,53.3 ,58.3 
RX03161101,44.8 ,53.5 ,49.3 ,49.1 ,55.0 ,50.5 ,45.7 ,46.8 ,52.4 ,50.1 ,57.8 ,49.5 ,51.1 ,47.6 ,46.8 ,
RX03161102,45.9 ,61.8 ,46.6 ,45.4 ,55.3 ,49.6 ,52.9 ,49.6 ,48.4 ,56.8 ,47.0 ,52.7 ,45.8 ,48.3 ,45.0 ,49.2 
RX03161103,49.0 ,47.3 ,50.1 ,51.8 ,46.1 ,49.8 ,47.9 ,54.5 ,50.2 ,52.4 ,55.3 ,49.5 ,52.8 ,49.4 ,43.9 ,
RX03161106,51.6 ,50.6 ,48.4 ,50.6 ,53.1 ,48.6 ,48.9 ,51.3 ,46.4 ,48.3 ,51.4 ,47.9 ,53.6 ,49.9 ,49.4 ,
RX03161107,54.3 ,51.6 ,55.3 ,49.5 ,40.8 ,45.5 ,58.4 ,50.2 ,49.0 ,55.2 ,42.2 ,52.8 ,52.1 ,50.9 ,42.1 ,50.0 
RX03161108,55.9 ,49.3 ,48.4 ,58.5 ,54.3 ,52.4 ,45.9 ,42.6 ,41.7 ,44.7 ,52.5 ,58.0 ,52.1 ,44.8 ,45.0 ,53.7 
RX03161109,44.8 ,57.9 ,54.0 ,61.1 ,48.8 ,55.8 ,49.3 ,47.8 ,51.8 ,53.3 ,51.1 ,42.6 ,49.4 ,44.4 ,42.7 ,45.2 
RX03161110,45.4 ,48.4 ,52.0 ,47.5 ,59.6 ,49.8 ,51.4 ,44.1 ,50.6 ,48.0 ,53.1 ,,,,,
RX03161111,50.8 ,42.4 ,55.3 ,48.4 ,56.6 ,46.8 ,45.3 ,52.6 ,47.4 ,50.4 ,54.0 ,52.7 ,52.1 ,46.1 ,51.9 ,47.4 
RX03161112,46.7 ,52.1 ,51.2 ,56.4 ,53.0 ,46.7 ,46.8 ,47.7 ,57.5 ,44.1 ,48.8 ,53.7 ,50.1 ,42.1 ,52.3 ,50.7 
