Nakayama,,,,,,,,,,,,,,,,
RX06102101,61.8,48.3,54.1,58.4,36.1,59.8,65.6,36.9,47.2,51.3,43.7,57.9,49.7,31.2,48,
RX06102102,32.7,40,40.3,51.5,43.9,62.1,63.8,50.8,57.4,58,45.2,43.2,65.1,51.8,56.9,37.3
RX06102103,55.7,46.8,52.9,58.4,60.4,55,55.9,35.3,48.9,38.3,60.8,31.5,,,,
RX06102105,40.7,44.1,56,48.1,54.7,57.5,51.4,29.7,32.1,50.8,66.8,50.2,47.3,55.5,64.2,50.9
RX06102106,42.6,57.9,45.4,34,55.1,44,45.1,41.6,69.1,40.4,60.3,51.3,40.1,65.7,56.3,51.2
RX06102107,46.8,53.8,33.3,52.1,37.4,45.8,55.8,59.4,56.5,37.6,36.7,67.8,55.8,54,57.2,
RX06102108,46.9,63,56.2,31.8,38.5,64,50,45.6,55.6,47.7,50.6,55.1,46,31,59.2,58.8
RX06102110,49.7,46.8,57.3,48.5,41.2,62.4,41.3,44.2,45.2,63.1,51.2,39.6,72.6,36.6,50.5,
RX06102111,53.4,57.5,45.6,57.8,63.9,49.1,52.5,50.9,48.1,55.7,68.9,34.9,36.3,50.9,40.5,34.1
RX06102112,41.8,58.1,59.6,41.5,50.7,40,70.7,43.9,47.9,46.8,39,44,59.9,37.5,55.1,63.6
Hanshin,,,,,,,,,,,,,,,,
RX09101101,56.4,68.5,49.5,56.2,45.7,36,40.7,58.8,42.4,46.9,43.6,55,41.8,40.8,67.7,
RX09101102,51.3,41.4,66.1,45.8,36.4,37.6,66.2,57.2,53,47,50.5,64.7,47.6,47.6,53,34.7
RX09101103,36.6,49.3,38.2,53,40.4,44.4,61.5,49.7,63.4,51,31.8,56.3,51.6,61.8,64.6,46.4
RX09101105,37.5,55.2,,58.4,61.1,50.2,39.2,47.3,67.2,55.2,33.9,51.1,53.7,,,
RX09101106,47.6,71.9,48.6,28,53.9,44.8,58,40.7,49.2,40.4,56.2,44.2,49.2,61.9,55.3,50.1
RX09101107,53.7,37,49.7,47.2,59.8,39.3,49.7,39.4,45.8,74.4,37.6,47.3,60.5,49.7,60.1,48.7
RX09101108,60,60.2,65.8,42.8,44.4,47.4,41.9,50.4,50.1,29.6,61.8,52.7,61.4,41.2,51.4,39.1
RX09101109,51.9,55.5,42.8,64.8,49.6,41.4,66.7,39.5,40.7,50,59.4,37.6,,,,
RX09101111,56.7,51.4,57.7,47.6,49.8,37.5,47.3,59.4,59,52.7,36.8,53,71.7,42.7,32.4,44.4
RX09101112,41.9,62.9,39.4,41.2,45.7,68.1,64.2,41.4,44.2,40,59.3,44.7,59.9,49.8,47.1,
