RX06173401,44.0 ,45.1 ,58.0 ,51.8 ,51.1 ,48.4 ,51.8 ,60.7 ,60.8 ,50.3 ,50.1 ,43.8 ,50.3 ,46.6 ,47.1 ,40.1 ,
RX06173402,58.7 ,48.8 ,58.0 ,58.6 ,45.3 ,43.6 ,40.9 ,48.5 ,55.1 ,46.6 ,51.1 ,50.7 ,49.6 ,48.1 ,50.5 ,46.0 ,
RX06173403,50.9 ,50.9 ,50.5 ,48.0 ,49.2 ,50.2 ,52.0 ,43.2 ,51.5 ,49.4 ,47.3 ,52.0 ,43.5 ,61.4 ,51.7 ,48.4 ,
RX06173405,51.2 ,48.3 ,48.7 ,46.9 ,61.3 ,54.7 ,46.6 ,44.8 ,54.8 ,49.3 ,50.6 ,38.7 ,43.1 ,61.8 ,56.2 ,43.1 ,
RX06173406,45.5 ,50.9 ,54.4 ,51.4 ,48.7 ,45.0 ,48.7 ,51.8 ,58.9 ,39.7 ,44.3 ,56.4 ,52.8 ,43.4 ,57.9 ,,
RX06173407,50.0 ,50.9 ,48.6 ,51.1 ,50.4 ,45.5 ,44.2 ,49.5 ,59.8 ,,,,,,,,
RX06173408,43.8 ,46.0 ,48.0 ,46.6 ,57.1 ,52.9 ,54.4 ,51.3 ,57.8 ,45.9 ,46.9 ,49.3 ,,,,,
RX06173410,46.5 ,45.6 ,49.4 ,51.7 ,53.2 ,53.7 ,53.7 ,51.3 ,47.3 ,47.4 ,,,,,,,
RX06173411,52.2 ,54.4 ,49.7 ,49.5 ,50.6 ,47.6 ,41.8 ,48.3 ,45.7 ,48.4 ,49.2 ,57.6 ,55.0 ,48.7 ,52.8 ,48.4 ,
RX06173412,51.7 ,50.4 ,56.1 ,49.8 ,53.4 ,50.6 ,45.5 ,49.7 ,68.0 ,53.4 ,47.6 ,50.0 ,46.1 ,47.8 ,37.1 ,42.8 ,
RX09172401,47.1 ,53.2 ,54.4 ,39.3 ,43.6 ,50.7 ,48.7 ,49.5 ,51.6 ,51.4 ,54.3 ,48.5 ,53.1 ,46.9 ,45.6 ,62.2 ,
RX09172402,54.0 ,40.0 ,48.5 ,51.3 ,46.7 ,59.8 ,47.6 ,49.5 ,50.1 ,51.0 ,51.1 ,41.2 ,51.9 ,53.6 ,53.6 ,,
RX09172403,41.9 ,44.5 ,59.5 ,46.8 ,54.0 ,55.0 ,47.5 ,49.5 ,44.4 ,47.8 ,52.6 ,51.7 ,59.5 ,45.7 ,48.8 ,47.2 ,53.7 
RX09172404,48.5 ,45.4 ,53.2 ,52.5 ,52.2 ,48.4 ,56.2 ,48.2 ,51.2 ,38.9 ,51.3 ,45.6 ,52.0 ,53.4 ,54.0 ,49.3 ,
RX09172405,51.8 ,50.5 ,51.8 ,52.5 ,51.3 ,49.8 ,46.6 ,46.5 ,48.4 ,50.9 ,,,,,,,
RX09172406,51.8 ,52.5 ,47.6 ,49.5 ,51.0 ,48.9 ,50.4 ,56.0 ,45.9 ,47.0 ,49.4 ,,,,,,
RX09172407,52.1 ,51.6 ,47.7 ,51.1 ,51.5 ,50.8 ,46.3 ,55.0 ,47.9 ,43.1 ,51.2 ,51.8 ,,,,,
RX09172408,46.7 ,52.8 ,52.3 ,54.1 ,49.7 ,49.8 ,52.2 ,54.3 ,47.8 ,49.0 ,45.2 ,58.3 ,45.9 ,52.2 ,49.1 ,40.6 ,
RX09172410,53.5 ,46.6 ,54.8 ,53.1 ,49.2 ,47.5 ,48.7 ,46.6 ,,,,,,,,,
RX09172411,51.6 ,48.0 ,47.2 ,52.8 ,44.8 ,50.4 ,49.8 ,50.2 ,55.9 ,46.7 ,51.7 ,47.7 ,49.6 ,53.7 ,,,
RX09172412,49.0 ,51.4 ,38.5 ,52.5 ,54.6 ,52.5 ,45.6 ,47.3 ,52.9 ,46.1 ,45.4 ,58.0 ,47.7 ,53.5 ,54.0 ,50.9 ,
