順位,種牡馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
353,"Conquistador Cielo", 0- 0- 0- 2/ 2,0.0%,0.0%,0.0%,0,0,0.0,13.5着,2.5人気,5.7,,,0,0.0%,0.0%,0.0%,73.00,12.17,59.18
354,ワイルドラッシュ, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.0人気,19.3,,,0,0.0%,0.0%,0.0%,70.40,11.73,61.36
355,ワークフォース, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,13.0人気,117.9,,,0,0.0%,0.0%,0.0%,71.70,11.95,60.25
356,ロードアルティマ, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,5.0人気,43.1,,,0,0.0%,0.0%,0.0%,73.40,12.23,58.86
357,ロイヤルタッチ, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,6.0人気,23.5,,,0,0.0%,0.0%,0.0%,73.50,12.25,58.78
358,レシテイシヨン, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.0人気,149.1,,,0,0.0%,0.0%,0.0%,77.90,12.98,55.46
359,レオンプライド, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,1.0人気,2.7,,,0,0.0%,0.0%,0.0%,72.50,12.08,59.59
360,リーフグレイド, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,4.0人気,8.0,,,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
361,ラグビーボール, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.0人気,66.1,,,0,0.0%,0.0%,0.0%,72.80,12.13,59.34
362,ライラリツジ, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,12.0人気,47.7,,,0,0.0%,0.0%,0.0%,70.80,11.80,61.02
363,メリーナイス, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,13.0人気,161.6,,,0,0.0%,0.0%,0.0%,72.80,12.13,59.34
364,メイショウホムラ, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,9.0人気,149.5,,,0,0.0%,0.0%,0.0%,74.90,12.48,57.68
365,メイショウドトウ, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,15.0人気,299.1,,,0,0.0%,0.0%,0.0%,73.10,12.18,59.10
366,ムービースター, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,16.0人気,216.0,,,0,0.0%,0.0%,0.0%,72.20,12.03,59.83
367,ミユゲロワイヤル, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,8.0人気,30.1,,,0,0.0%,0.0%,0.0%,75.00,12.50,57.60
368,ミスターシービー, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,1.0人気,2.8,,,0,0.0%,0.0%,0.0%,73.80,12.30,58.54
369,マリエンバード, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,11.0人気,81.1,,,0,0.0%,0.0%,0.0%,73.50,12.25,58.78
370,マイネルセレクト, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,12.0人気,65.5,,,0,0.0%,0.0%,0.0%,72.30,12.05,59.75
371,ポリッシュパトリオット, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,12.0人気,128.3,,,0,0.0%,0.0%,0.0%,73.40,12.23,58.86
372,ホープフリーオン, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,4.0人気,7.8,,,0,0.0%,0.0%,0.0%,70.90,11.82,60.93
373,ペルセポリス2, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,5.0人気,17.9,,,0,0.0%,0.0%,0.0%,72.70,12.12,59.42
374,ベリフア, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,15.0人気,54.5,,,0,0.0%,0.0%,0.0%,71.10,11.85,60.76
375,ヘイセイシルバー, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,16.0人気,229.9,,,0,0.0%,0.0%,0.0%,73.80,12.30,58.54
376,フレイズ, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,10.0人気,79.6,,,0,0.0%,0.0%,0.0%,73.00,12.17,59.18
377,ブレイヴエストローマン, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,9.0人気,21.1,,,0,0.0%,0.0%,0.0%,73.40,12.23,58.86
378,プルラリズム, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,6.0人気,10.5,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
379,プリンスオブバーズ, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,6.0人気,23.9,,,0,0.0%,0.0%,0.0%,74.20,12.37,58.22
380,フラツシユオブステイール, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,6.0人気,13.0,,,0,0.0%,0.0%,0.0%,70.90,11.82,60.93
381,ブラックホーク, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,9.0人気,33.3,,,0,0.0%,0.0%,0.0%,74.00,12.33,58.38
382,ブラックタキシード, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,15.0人気,348.9,,,0,0.0%,0.0%,0.0%,74.70,12.45,57.83
383,フサイチブライアン, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,10.0人気,97.5,,,0,0.0%,0.0%,0.0%,73.00,12.17,59.18
384,フェアジャッジメント, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,11.0人気,98.6,,,0,0.0%,0.0%,0.0%,74.00,12.33,58.38
385,ファンタスティックライト, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,16.0人気,241.1,,,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
386,ハンセル, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,16.0人気,188.2,,,0,0.0%,0.0%,0.0%,76.50,12.75,56.47
387,パレスダンサー, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,8.0人気,66.4,,,0,0.0%,0.0%,0.0%,73.10,12.18,59.10
388,ハイブリツジスルー, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,16.0人気,115.2,,,0,0.0%,0.0%,0.0%,72.60,12.10,59.50
389,ハイアーゲーム, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,3.0人気,7.1,,,0,0.0%,0.0%,0.0%,70.80,11.80,61.02
390,ハートレイク, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,10.0人気,63.5,,,0,0.0%,0.0%,0.0%,72.10,12.02,59.92
391,ノボジャック, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,1.0人気,3.1,,,0,0.0%,0.0%,0.0%,70.90,11.82,60.93
392,ニューイングランド, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,8.0人気,49.6,,,0,0.0%,0.0%,0.0%,74.20,12.37,58.22
393,ニホンピロニール, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,13.0人気,120.0,,,0,0.0%,0.0%,0.0%,70.90,11.82,60.93
394,ニシノエトランゼ, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,5.0人気,14.7,,,0,0.0%,0.0%,0.0%,72.40,12.07,59.67
395,ナリタトップロード, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,1.0人気,2.2,,,0,0.0%,0.0%,0.0%,72.50,12.08,59.59
396,ナリタタイシン, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,10.0人気,46.4,,,0,0.0%,0.0%,0.0%,72.30,12.05,59.75
397,ナトルーン, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,3.0人気,9.0,,,0,0.0%,0.0%,0.0%,73.80,12.30,58.54
398,ナイスネイチャ, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,11.0人気,94.7,,,0,0.0%,0.0%,0.0%,73.60,12.27,58.70
399,ナイキゴージャス, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,12.0人気,116.2,,,0,0.0%,0.0%,0.0%,73.70,12.28,58.62
400,トロットサンダー, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,4.0人気,12.5,,,0,0.0%,0.0%,0.0%,71.70,11.95,60.25
401,トライマイベスト, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,15.0人気,318.9,,,0,0.0%,0.0%,0.0%,74.00,12.33,58.38
402,トウショウマリオ, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,8.0人気,254.7,,,0,0.0%,0.0%,0.0%,73.00,12.17,59.18
403,トウシヨウサミツト, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,5.0人気,19.3,,,0,0.0%,0.0%,0.0%,73.10,12.18,59.10
404,デヒア, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,13.0人気,215.2,,,0,0.0%,0.0%,0.0%,73.30,12.22,58.94
405,ディープスカイ, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,14.0人気,43.9,,,0,0.0%,0.0%,0.0%,70.40,11.73,61.36
406,チチカステナンゴ, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,12.0人気,68.2,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
407,ダンツシアトル, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,6.0人気,17.7,,,0,0.0%,0.0%,0.0%,74.40,12.40,58.06
408,ダンスホール, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,14.0人気,171.6,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
409,ダミスター, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,5.0人気,15.8,,,0,0.0%,0.0%,0.0%,73.50,12.25,58.78
410,ダイナサンキユー, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,4.0人気,16.8,,,0,0.0%,0.0%,0.0%,76.40,12.73,56.54
411,ダイナコスモス, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,12.0人気,45.9,,,0,0.0%,0.0%,0.0%,72.50,12.08,59.59
412,タイテエム, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,8.0人気,31.7,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
413,ダイゼンシルバー, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,9.0人気,23.9,,,0,0.0%,0.0%,0.0%,74.10,12.35,58.30
414,ストームオンザルース, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,9.0人気,37.5,,,0,0.0%,0.0%,0.0%,73.10,12.18,59.10
415,ステートリードン, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,2.0人気,4.8,,,0,0.0%,0.0%,0.0%,74.90,12.48,57.68
416,ステイールハート, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,15.0人気,174.3,,,0,0.0%,0.0%,0.0%,75.50,12.58,57.22
417,スタチューオブリバティ, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,6.0人気,13.6,,,0,0.0%,0.0%,0.0%,69.80,11.63,61.89
418,スターリングローズ, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,8.0人気,18.6,,,0,0.0%,0.0%,0.0%,72.30,12.05,59.75
419,スターマン, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,10.0人気,101.0,,,0,0.0%,0.0%,0.0%,74.00,12.33,58.38
420,スズカマンボ, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,11.0人気,191.5,,,0,0.0%,0.0%,0.0%,72.10,12.02,59.92
421,スズカコバン, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,13.0人気,214.8,,,0,0.0%,0.0%,0.0%,74.00,12.33,58.38
422,シンコウキング, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,10.0人気,41.6,,,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
423,シルバーチャーム, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,7.0人気,59.9,,,0,0.0%,0.0%,0.0%,72.60,12.10,59.50
424,シャルード, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,8.0人気,15.9,,,0,0.0%,0.0%,0.0%,72.40,12.07,59.67
425,シェリフズスター, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,10.0人気,36.7,,,0,0.0%,0.0%,0.0%,76.00,12.67,56.84
426,シアトルダンサー2, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,9.0人気,94.3,,,0,0.0%,0.0%,0.0%,73.60,12.27,58.70
427,サンシャインフォーエヴァー, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,11.0人気,84.0,,,0,0.0%,0.0%,0.0%,72.80,12.13,59.34
428,サブミーカー, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,8.0人気,17.6,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
429,サクラケイザンオー, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,7.0人気,17.5,,,0,0.0%,0.0%,0.0%,72.60,12.10,59.50
430,サイレントハンター, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,7.0人気,18.2,,,0,0.0%,0.0%,0.0%,72.10,12.02,59.92
431,コリムスキー, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,14.0人気,123.8,,,0,0.0%,0.0%,0.0%,74.20,12.37,58.22
432,コタシャーン, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,7.0人気,43.3,,,0,0.0%,0.0%,0.0%,74.80,12.47,57.75
433,クリミナルタイプ, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,14.0人気,175.5,,,0,0.0%,0.0%,0.0%,75.80,12.63,56.99
434,グランパズドリーム, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,2.0人気,3.9,,,0,0.0%,0.0%,0.0%,75.20,12.53,57.45
435,カンパラ, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,16.0人気,254.5,,,0,0.0%,0.0%,0.0%,74.60,12.43,57.91
436,カツラギエース, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,7.0人気,60.8,,,0,0.0%,0.0%,0.0%,75.20,12.53,57.45
437,カツテイングブレード, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,5.0人気,17.1,,,0,0.0%,0.0%,0.0%,72.20,12.03,59.83
438,カジノドライヴ, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,14.0人気,148.2,,,0,0.0%,0.0%,0.0%,73.80,12.30,58.54
439,オグリキャップ, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,7.0人気,49.7,,,0,0.0%,0.0%,0.0%,74.00,12.33,58.38
440,オウインスパイアリング, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,11.0人気,70.8,,,0,0.0%,0.0%,0.0%,72.60,12.10,59.50
441,エルハーブ, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,7.0人気,21.4,,,0,0.0%,0.0%,0.0%,71.60,11.93,60.34
442,ウィナーズサークル, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,13.0人気,75.4,,,0,0.0%,0.0%,0.0%,73.00,12.17,59.18
443,ヴィクトワールピサ, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,10.0人気,57.8,,,0,0.0%,0.0%,0.0%,72.50,12.08,59.59
444,ヴァレンティ, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,10.0人気,22.9,,,0,0.0%,0.0%,0.0%,73.50,12.25,58.78
445,インイクストリーミス, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,2.0人気,4.1,,,0,0.0%,0.0%,0.0%,73.10,12.18,59.10
446,イナリワン, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,16.0人気,256.1,,,0,0.0%,0.0%,0.0%,72.70,12.12,59.42
447,アンライバルド, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,14.0人気,253.9,,,0,0.0%,0.0%,0.0%,70.90,11.82,60.93
448,アントレプレナー, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,12.0人気,476.0,,,0,0.0%,0.0%,0.0%,73.60,12.27,58.70
449,アルデバラン2, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,14.0人気,172.2,,,0,0.0%,0.0%,0.0%,72.20,12.03,59.83
450,アルカセット, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,7.0人気,24.3,,,0,0.0%,0.0%,0.0%,74.20,12.37,58.22
451,アラジ, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,12.0人気,161.1,,,0,0.0%,0.0%,0.0%,73.10,12.18,59.10
452,アマジックマン, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,8.0人気,21.4,,,0,0.0%,0.0%,0.0%,72.60,12.10,59.50
453,アズマイースト, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,15.0人気,228.8,,,0,0.0%,0.0%,0.0%,71.80,11.97,60.17
454,アイネスフウジン, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,16.0人気,194.7,,,0,0.0%,0.0%,0.0%,73.10,12.18,59.10
455,Zafonic, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.0人気,51.2,,,0,0.0%,0.0%,0.0%,72.30,12.05,59.75
456,Wolfhound, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,3.0人気,5.7,,,0,0.0%,0.0%,0.0%,73.10,12.18,59.10
457,Theatrical, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,5.0人気,9.1,,,0,0.0%,0.0%,0.0%,73.50,12.25,58.78
458,Thatching, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,3.0人気,5.0,,,0,0.0%,0.0%,0.0%,72.10,12.02,59.92
459,"Sword Dance", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,4.0人気,18.3,,,0,0.0%,0.0%,0.0%,73.00,12.17,59.18
460,Shadeed, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,1.0人気,4.3,,,0,0.0%,0.0%,0.0%,73.20,12.20,59.02
461,"Red Ransom", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,4.0人気,7.6,,,0,0.0%,0.0%,0.0%,73.30,12.22,58.94
462,"Proud Citizen", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,3.0人気,7.4,,,0,0.0%,0.0%,0.0%,70.30,11.72,61.45
463,"Polish Precedent", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,11.0人気,34.2,,,0,0.0%,0.0%,0.0%,72.60,12.10,59.50
464,"Polar Falcon", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,5.0人気,14.6,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
465,Nureyev, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.0人気,29.6,,,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
466,"Mountain Cat", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,8.0人気,31.2,,,0,0.0%,0.0%,0.0%,72.60,12.10,59.50
467,"Mizzen Mast", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,7.0人気,14.1,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
468,Medicean, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,7.0人気,32.7,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
469,Meadowlake, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,3.0人気,7.3,,,0,0.0%,0.0%,0.0%,74.20,12.37,58.22
470,Manduro, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,10.0人気,27.6,,,0,0.0%,0.0%,0.0%,71.30,11.88,60.59
471,Kingmambo, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,13.0人気,61.8,,,0,0.0%,0.0%,0.0%,72.90,12.15,59.26
472,"King of Kings", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,8.0人気,35.7,,,0,0.0%,0.0%,0.0%,73.40,12.23,58.86
473,"Irish River", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,12.0人気,83.8,,,0,0.0%,0.0%,0.0%,74.00,12.33,58.38
474,"Honour and Glory", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,2.0人気,4.6,,,0,0.0%,0.0%,0.0%,74.70,12.45,57.83
475,Hennessy, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,12.0人気,249.8,,,0,0.0%,0.0%,0.0%,75.40,12.57,57.29
476,"Forty Niner", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,8.0人気,43.5,,,0,0.0%,0.0%,0.0%,71.80,11.97,60.17
477,"El Prado", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,9.0人気,19.0,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
478,"Eastern Echo", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,11.0人気,57.0,,,0,0.0%,0.0%,0.0%,71.60,11.93,60.34
479,"Deputy Commander", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,8.0人気,19.6,,,0,0.0%,0.0%,0.0%,72.20,12.03,59.83
480,Darshaan, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,9.0人気,28.5,,,0,0.0%,0.0%,0.0%,73.90,12.32,58.46
481,"Cure the Blues", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,13.0人気,68.5,,,0,0.0%,0.0%,0.0%,72.60,12.10,59.50
482,"Cherokee Run", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,12.0人気,35.0,,,0,0.0%,0.0%,0.0%,73.30,12.22,58.94
483,"Black Tie Affair", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,15.0人気,529.6,,,0,0.0%,0.0%,0.0%,74.40,12.40,58.06
484,Astronef, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,7.0人気,13.6,,,0,0.0%,0.0%,0.0%,75.20,12.53,57.45
485,"Arctic Tern", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,10.0人気,22.7,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
486,Afleet, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,1.0人気,3.0,,,0,0.0%,0.0%,0.0%,72.50,12.08,59.59
