順位,種牡馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
1,サンデーサイレンス, 4- 4- 4-16/28,14.3%,28.6%,42.9%,48,66,72.9,6.2着,4.9人気,16.2,338,155,0,0.0%,14.3%,14.3%,72.38,12.06,59.68
2,トニービン, 4- 3- 0-15/22,18.2%,31.8%,31.8%,37,60,106.4,6.5着,6.0人気,45.1,208,191,0,0.0%,13.6%,0.0%,72.30,12.05,59.75
3,スキャン, 4- 2- 0- 7/13,30.8%,46.2%,46.2%,226,119,337.7,5.3着,6.9人気,59.0,735,258,0,0.0%,15.4%,0.0%,72.25,12.04,59.80
4,ダンスインザダーク, 2- 1- 1-13/17,11.8%,17.6%,23.5%,118,39,90.0,7.9着,6.2人気,38.6,1005,168,0,0.0%,5.9%,5.9%,72.37,12.06,59.69
5,ロイヤルアカデミー2, 2- 1- 0- 4/ 7,28.6%,42.9%,42.9%,170,68,171.8,5.1着,6.1人気,36.4,595,160,0,0.0%,14.3%,0.0%,72.00,12.00,60.00
6,ブライアンズタイム, 2- 0- 5- 6/13,15.4%,15.4%,53.8%,64,85,86.7,5.1着,4.1人気,15.6,420,185,0,0.0%,0.0%,38.5%,71.84,11.97,60.13
7,アンバーシヤダイ, 2- 0- 2-16/20,10.0%,10.0%,20.0%,38,26,84.2,7.4着,6.9人気,39.5,380,132,0,0.0%,0.0%,10.0%,72.34,12.06,59.72
8,カーネギー, 2- 0- 0- 5/ 7,28.6%,28.6%,28.6%,188,48,251.4,5.9着,5.4人気,56.3,660,170,0,0.0%,0.0%,0.0%,72.86,12.14,59.29
9,ヘクタープロテクター, 2- 0- 0- 6/ 8,25.0%,25.0%,25.0%,192,67,184.9,5.9着,8.3人気,54.2,770,270,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
10,サニーブライアン, 2- 0- 0- 1/ 3,66.7%,66.7%,66.7%,370,126,179.9,2.3着,2.3人気,4.8,555,190,0,0.0%,0.0%,0.0%,71.10,11.85,60.76
11,シンボリクリスエス, 2- 0- 0- 5/ 7,28.6%,28.6%,28.6%,211,54,346.4,8.1着,9.4人気,133.9,740,190,0,0.0%,0.0%,0.0%,71.14,11.86,60.72
12,フレンチデピュティ, 2- 0- 0- 2/ 4,50.0%,50.0%,50.0%,187,67,248.2,6.3着,3.3人気,5.9,375,135,0,0.0%,0.0%,0.0%,71.55,11.93,60.38
13,リンドシェーバー, 1- 4- 1- 9/15,6.7%,33.3%,40.0%,158,124,78.9,5.3着,6.3人気,35.1,2380,312,0,0.0%,26.7%,6.7%,71.95,11.99,60.04
14,サクラバクシンオー, 1- 3- 5-34/43,2.3%,9.3%,20.9%,11,56,25.1,8.2着,7.2人気,37.7,480,268,0,0.0%,7.0%,11.6%,72.14,12.02,59.88
15,タイキシャトル, 1- 3- 1- 7/12,8.3%,33.3%,41.7%,21,121,82.0,5.8着,6.8人気,35.0,260,292,0,0.0%,25.0%,8.3%,71.35,11.89,60.55
16,ダイワメジャー, 1- 3- 0-14/18,5.6%,22.2%,22.2%,20,56,53.3,7.5着,8.0人気,57.5,370,252,0,0.0%,16.7%,0.0%,71.26,11.88,60.62
17,ジェイドロバリー, 1- 2- 0- 7/10,10.0%,30.0%,30.0%,41,81,105.3,6.8着,6.5人気,46.6,410,270,0,0.0%,20.0%,0.0%,72.28,12.05,59.77
18,アフリート, 1- 2- 0-12/15,6.7%,20.0%,20.0%,146,36,94.4,7.5着,7.8人気,43.0,2190,183,0,0.0%,13.3%,0.0%,72.35,12.06,59.71
19,バブルガムフェロー, 1- 2- 0- 6/ 9,11.1%,33.3%,33.3%,46,54,154.8,9.1着,9.3人気,72.0,420,163,0,0.0%,22.2%,0.0%,72.80,12.13,59.34
20,"Wild Again", 1- 2- 0- 3/ 6,16.7%,50.0%,50.0%,20,53,49.9,6.3着,5.5人気,30.8,120,107,0,0.0%,33.3%,0.0%,72.92,12.15,59.25
21,グルームダンサー, 1- 2- 0- 0/ 3,33.3%,100.0%,100.0%,263,163,126.2,1.7着,3.3人気,7.5,790,163,0,0.0%,66.7%,0.0%,72.37,12.06,59.70
22,ニホンピロウイナー, 1- 1- 2-12/16,6.3%,12.5%,25.0%,23,68,54.6,8.6着,7.7人気,49.2,370,272,0,0.0%,6.3%,12.5%,72.76,12.13,59.38
23,サクラチトセオー, 1- 1- 2- 3/ 7,14.3%,28.6%,57.1%,71,121,160.5,5.6着,5.7人気,48.2,500,212,0,0.0%,14.3%,28.6%,71.30,11.88,60.59
24,ジャングルポケット, 1- 1- 1- 5/ 8,12.5%,25.0%,37.5%,57,58,94.3,4.4着,7.0人気,28.2,460,157,0,0.0%,12.5%,12.5%,70.95,11.83,60.89
25,オンファイア, 1- 1- 1- 2/ 5,20.0%,40.0%,60.0%,104,104,140.0,4.6着,5.0人気,22.9,520,173,0,0.0%,20.0%,20.0%,71.38,11.90,60.52
26,Danehill, 1- 1- 1- 2/ 5,20.0%,40.0%,60.0%,36,100,98.0,3.6着,6.6人気,25.0,180,167,0,0.0%,20.0%,20.0%,71.66,11.94,60.28
27,マイネルラヴ, 1- 1- 1- 0/ 3,33.3%,66.7%,100.0%,140,150,140.3,2.0着,2.7人気,4.9,420,150,0,0.0%,33.3%,33.3%,71.97,11.99,60.03
28,タマモクロス, 1- 1- 0-11/13,7.7%,15.4%,15.4%,47,19,73.2,7.2着,6.8人気,36.4,620,125,0,0.0%,7.7%,0.0%,72.82,12.14,59.33
29,トワイニング, 1- 1- 0- 4/ 6,16.7%,33.3%,33.3%,90,60,150.7,5.5着,6.8人気,41.1,540,180,0,0.0%,16.7%,0.0%,71.90,11.98,60.08
30,Caerleon, 1- 1- 0- 4/ 6,16.7%,33.3%,33.3%,101,280,127.8,7.2着,8.3人気,41.2,610,840,0,0.0%,16.7%,0.0%,72.23,12.04,59.81
31,アグネスデジタル, 1- 1- 0- 2/ 4,25.0%,50.0%,50.0%,250,197,335.7,4.0着,6.3人気,17.0,1000,395,0,0.0%,25.0%,0.0%,71.50,11.92,60.42
32,ノーザンデイクテイター, 1- 1- 0- 4/ 6,16.7%,33.3%,33.3%,405,165,407.9,6.8着,8.8人気,40.6,2430,495,0,0.0%,16.7%,0.0%,72.88,12.15,59.27
33,ドクターデヴィアス, 1- 1- 0- 1/ 3,33.3%,66.7%,66.7%,333,110,261.2,4.7着,6.0人気,70.5,1000,165,0,0.0%,33.3%,0.0%,72.43,12.07,59.64
34,Diesis, 1- 1- 0- 0/ 2,50.0%,100.0%,100.0%,1190,330,540.9,1.5着,5.0人気,15.4,2380,330,0,0.0%,50.0%,0.0%,70.75,11.79,61.06
35,ディープインパクト, 1- 0- 1-14/16,6.3%,6.3%,12.5%,27,75,67.3,8.8着,7.8人気,44.7,440,600,0,0.0%,0.0%,6.3%,71.62,11.94,60.32
36,サクラユタカオー, 1- 0- 1-12/14,7.1%,7.1%,14.3%,60,30,70.7,7.0着,6.4人気,31.7,840,210,0,0.0%,0.0%,7.1%,72.50,12.08,59.59
37,ショウナンカンプ, 1- 0- 1- 4/ 6,16.7%,16.7%,33.3%,178,346,150.6,6.3着,6.8人気,82.6,1070,1040,0,0.0%,0.0%,16.7%,71.57,11.93,60.36
38,ニツポーテイオー, 1- 0- 1- 3/ 5,20.0%,20.0%,40.0%,36,56,82.6,5.2着,4.4人気,28.3,180,140,0,0.0%,0.0%,20.0%,72.78,12.13,59.36
39,ホリスキー, 1- 0- 1- 6/ 8,12.5%,12.5%,25.0%,43,15,202.4,6.3着,8.4人気,44.7,350,120,0,0.0%,0.0%,12.5%,72.86,12.14,59.29
40,メイショウボーラー, 1- 0- 1- 4/ 6,16.7%,16.7%,33.3%,126,71,190.1,5.7着,5.2人気,54.7,760,215,0,0.0%,0.0%,16.7%,72.12,12.02,59.90
41,ダンシングブレーヴ, 1- 0- 1- 3/ 5,20.0%,20.0%,40.0%,32,94,140.1,6.8着,9.4人気,106.9,160,235,0,0.0%,0.0%,20.0%,71.72,11.95,60.23
42,ヨハネスブルグ, 1- 0- 1- 2/ 4,25.0%,25.0%,50.0%,137,80,256.4,6.5着,6.5人気,106.9,550,160,0,0.0%,0.0%,25.0%,72.23,12.04,59.81
43,エイシンサンディ, 1- 0- 1- 2/ 4,25.0%,25.0%,50.0%,402,210,131.4,6.8着,6.3人気,18.1,1610,840,0,0.0%,0.0%,25.0%,72.38,12.06,59.69
44,モガンボ, 1- 0- 1- 0/ 2,50.0%,50.0%,100.0%,100,190,175.8,2.0着,3.0人気,8.3,200,190,0,0.0%,0.0%,50.0%,72.15,12.03,59.88
45,ゲイメセン, 1- 0- 1- 0/ 2,50.0%,50.0%,100.0%,355,210,369.4,2.0着,3.5人気,7.4,710,210,0,0.0%,0.0%,50.0%,71.40,11.90,60.50
46,"Rock of Gibraltar", 1- 0- 1- 0/ 2,50.0%,50.0%,100.0%,130,155,163.4,2.0着,1.5人気,3.5,260,155,0,0.0%,0.0%,50.0%,70.30,11.72,61.45
47,Lyphard, 1- 0- 1- 0/ 2,50.0%,50.0%,100.0%,1380,500,595.9,2.0着,5.0人気,17.6,2760,500,0,0.0%,0.0%,50.0%,71.00,11.83,60.85
48,ウイニングチケット, 1- 0- 0- 7/ 8,12.5%,12.5%,12.5%,847,76,276.9,7.0着,9.0人気,74.6,6780,610,0,0.0%,0.0%,0.0%,72.93,12.15,59.24
49,マイニング, 1- 0- 0- 4/ 5,20.0%,20.0%,20.0%,48,22,119.0,8.0着,4.4人気,10.9,240,110,0,0.0%,0.0%,0.0%,72.82,12.14,59.32
50,ラシアンボンド, 1- 0- 0- 2/ 3,33.3%,33.3%,33.3%,83,50,191.0,5.0着,5.7人気,24.6,250,150,0,0.0%,0.0%,0.0%,71.77,11.96,60.20
51,"Salt Lake", 1- 0- 0- 1/ 2,50.0%,50.0%,50.0%,250,110,393.2,2.5着,5.5人気,11.7,500,220,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
52,クリエイター, 1- 0- 0- 6/ 7,14.3%,14.3%,14.3%,102,28,347.4,7.1着,8.6人気,43.9,720,200,0,0.0%,0.0%,0.0%,72.73,12.12,59.40
53,キングカメハメハ, 1- 0- 0- 7/ 8,12.5%,12.5%,12.5%,185,57,208.5,9.0着,9.0人気,78.2,1480,460,0,0.0%,0.0%,0.0%,71.39,11.90,60.51
54,アドマイヤムーン, 1- 0- 0- 6/ 7,14.3%,14.3%,14.3%,40,20,131.0,9.1着,6.7人気,35.4,280,140,0,0.0%,0.0%,0.0%,70.83,11.80,60.99
55,スターオブコジーン, 1- 0- 0- 5/ 6,16.7%,16.7%,16.7%,196,41,498.0,7.5着,8.2人気,70.1,1180,250,0,0.0%,0.0%,0.0%,72.77,12.13,59.37
56,ディープブリランテ, 1- 0- 0- 4/ 5,20.0%,20.0%,20.0%,124,34,219.9,7.6着,7.2人気,45.2,620,170,0,0.0%,0.0%,0.0%,71.64,11.94,60.30
57,リアルシヤダイ, 1- 0- 0- 3/ 4,25.0%,25.0%,25.0%,35,25,95.6,6.0着,3.0人気,7.3,140,100,0,0.0%,0.0%,0.0%,72.28,12.05,59.77
58,オペラハウス, 1- 0- 0- 2/ 3,33.3%,33.3%,33.3%,116,43,148.5,5.3着,3.0人気,8.3,350,130,0,0.0%,0.0%,0.0%,72.23,12.04,59.81
59,ナカヤマフェスタ, 1- 0- 0- 1/ 2,50.0%,50.0%,50.0%,610,150,1146.8,3.0着,7.0人気,101.7,1220,300,0,0.0%,0.0%,0.0%,71.75,11.96,60.21
60,アーミジャー, 1- 0- 0- 5/ 6,16.7%,16.7%,16.7%,178,56,150.1,6.5着,7.0人気,48.2,1070,340,0,0.0%,0.0%,0.0%,73.25,12.21,58.98
61,ミホノブルボン, 1- 0- 0- 4/ 5,20.0%,20.0%,20.0%,56,24,217.3,9.0着,7.6人気,129.0,280,120,0,0.0%,0.0%,0.0%,73.62,12.27,58.68
62,スマートファルコン, 1- 0- 0- 3/ 4,25.0%,25.0%,25.0%,95,42,267.3,8.8着,9.0人気,93.4,380,170,0,0.0%,0.0%,0.0%,71.38,11.90,60.53
63,オース, 1- 0- 0- 3/ 4,25.0%,25.0%,25.0%,292,57,470.2,8.5着,8.0人気,53.9,1170,230,0,0.0%,0.0%,0.0%,72.20,12.03,59.83
64,フオテイテン, 1- 0- 0- 2/ 3,33.3%,33.3%,33.3%,653,166,690.3,6.7着,6.0人気,22.6,1960,500,0,0.0%,0.0%,0.0%,72.47,12.08,59.61
65,エンドスウィープ, 1- 0- 0- 2/ 3,33.3%,33.3%,33.3%,113,46,313.8,8.7着,9.0人気,77.7,340,140,0,0.0%,0.0%,0.0%,72.27,12.04,59.78
66,アルカング, 1- 0- 0- 2/ 3,33.3%,33.3%,33.3%,353,70,270.5,7.3着,6.0人気,22.5,1060,210,0,0.0%,0.0%,0.0%,73.80,12.30,58.54
67,ブラックタイド, 1- 0- 0- 1/ 2,50.0%,50.0%,50.0%,305,75,577.0,4.5着,8.5人気,56.4,610,150,0,0.0%,0.0%,0.0%,71.80,11.97,60.17
68,ハイセイコー, 1- 0- 0- 1/ 2,50.0%,50.0%,50.0%,120,65,198.0,7.0着,2.5人気,6.9,240,130,0,0.0%,0.0%,0.0%,72.15,12.03,59.88
69,ノーアテンシヨン, 1- 0- 0- 1/ 2,50.0%,50.0%,50.0%,195,80,379.0,4.5着,4.5人気,69.0,390,160,0,0.0%,0.0%,0.0%,73.45,12.24,58.82
70,ダイタクヘリオス, 1- 0- 0- 1/ 2,50.0%,50.0%,50.0%,110,50,152.8,4.5着,2.0人気,3.6,220,100,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
71,スルーザドラゴン, 1- 0- 0- 1/ 2,50.0%,50.0%,50.0%,410,145,559.4,5.5着,3.5人気,12.9,820,290,0,0.0%,0.0%,0.0%,72.55,12.09,59.55
72,スプラッシュオブカラー, 1- 0- 0- 1/ 2,50.0%,50.0%,50.0%,350,110,683.4,6.0着,8.5人気,147.9,700,220,0,0.0%,0.0%,0.0%,72.20,12.03,59.83
73,シエルシユールドール, 1- 0- 0- 1/ 2,50.0%,50.0%,50.0%,100,50,188.7,5.0着,5.0人気,17.7,200,100,0,0.0%,0.0%,0.0%,72.10,12.02,59.92
74,カリズマティック, 1- 0- 0- 1/ 2,50.0%,50.0%,50.0%,125,60,247.9,5.5着,6.0人気,149.6,250,120,0,0.0%,0.0%,0.0%,73.90,12.32,58.46
75,オルフェーヴル, 1- 0- 0- 1/ 2,50.0%,50.0%,50.0%,455,160,882.4,4.5着,10.5人気,150.2,910,320,0,0.0%,0.0%,0.0%,71.15,11.86,60.72
76,ヴァーミリアン, 1- 0- 0- 1/ 2,50.0%,50.0%,50.0%,495,125,779.2,5.5着,6.0人気,23.3,990,250,0,0.0%,0.0%,0.0%,71.25,11.88,60.63
77,"Gone West", 1- 0- 0- 1/ 2,50.0%,50.0%,50.0%,65,50,122.6,4.5着,5.0人気,11.5,130,100,0,0.0%,0.0%,0.0%,71.30,11.88,60.59
78,ロイヤルコーチ, 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,280,160,280.0,1.0着,1.0人気,2.8,280,160,0,0.0%,0.0%,0.0%,71.00,11.83,60.85
79,リユウズイシヨウ, 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,520,130,520.0,1.0着,2.0人気,5.2,520,130,0,0.0%,0.0%,0.0%,72.80,12.13,59.34
80,リフアーズスペシヤル, 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,910,170,910.0,1.0着,4.0人気,9.1,910,170,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
81,ヒシアケボノ, 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,480,170,480.0,1.0着,2.0人気,4.8,480,170,0,0.0%,0.0%,0.0%,71.70,11.95,60.25
82,ドウカンテスコ, 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,390,210,390.0,1.0着,2.0人気,3.9,390,210,0,0.0%,0.0%,0.0%,73.10,12.18,59.10
83,タップダンスシチー, 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,2050,390,2050.0,1.0着,8.0人気,20.5,2050,390,0,0.0%,0.0%,0.0%,70.40,11.73,61.36
84,ゴールドヘイロー, 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,200,120,200.0,1.0着,1.0人気,2.0,200,120,0,0.0%,0.0%,0.0%,70.80,11.80,61.02
85,アドマイヤオーラ, 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,1890,420,1890.0,1.0着,6.0人気,18.9,1890,420,0,0.0%,0.0%,0.0%,71.10,11.85,60.76
86,アカデミック2, 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,860,270,860.0,1.0着,3.0人気,8.6,860,270,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
87,Warning, 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,380,140,380.0,1.0着,3.0人気,3.8,380,140,0,0.0%,0.0%,0.0%,70.90,11.82,60.93
88,"Tabasco Cat", 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,330,160,330.0,1.0着,2.0人気,3.3,330,160,0,0.0%,0.0%,0.0%,71.00,11.83,60.85
89,Rousillon, 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,400,180,400.0,1.0着,3.0人気,4.0,400,180,0,0.0%,0.0%,0.0%,73.10,12.18,59.10
90,Rahy, 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,500,170,500.0,1.0着,2.0人気,5.0,500,170,0,0.0%,0.0%,0.0%,70.00,11.67,61.71
91,Galileo, 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,1050,280,1050.0,1.0着,7.0人気,10.5,1050,280,0,0.0%,0.0%,0.0%,69.40,11.57,62.25
92,"Elusive City", 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,660,190,660.0,1.0着,3.0人気,6.6,660,190,0,0.0%,0.0%,0.0%,70.90,11.82,60.93
93,Concern, 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,2730,430,2730.0,1.0着,8.0人気,27.3,2730,430,0,0.0%,0.0%,0.0%,70.60,11.77,61.19
94,Baillamont, 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,570,120,570.0,1.0着,2.0人気,5.7,570,120,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
95,フジキセキ, 0- 4- 3-17/24,0.0%,16.7%,29.2%,0,52,0.0,6.6着,6.5人気,35.7,,180,0,0.0%,16.7%,12.5%,72.86,12.14,59.29
96,トロメオ, 0- 3- 0- 3/ 6,0.0%,50.0%,50.0%,0,125,0.0,5.5着,6.2人気,30.0,,250,0,0.0%,50.0%,0.0%,72.50,12.08,59.59
97,キングヘイロー, 0- 3- 0- 1/ 4,0.0%,75.0%,75.0%,0,162,0.0,5.0着,5.8人気,20.4,,217,0,0.0%,75.0%,0.0%,71.93,11.99,60.06
98,ヤマニンゼファー, 0- 2- 1- 6/ 9,0.0%,22.2%,33.3%,0,86,0.0,7.8着,9.3人気,56.1,,390,0,0.0%,22.2%,11.1%,73.13,12.19,59.07
99,マルゼンスキー, 0- 2- 1- 3/ 6,0.0%,33.3%,50.0%,0,63,0.0,6.0着,4.3人気,20.4,,127,0,0.0%,33.3%,16.7%,72.38,12.06,59.68
100,ビゼンニシキ, 0- 2- 0- 2/ 4,0.0%,50.0%,50.0%,0,62,0.0,5.5着,6.8人気,29.4,,125,0,0.0%,50.0%,0.0%,72.00,12.00,60.00
101,タニノギムレット, 0- 1- 3- 9/13,0.0%,7.7%,30.8%,0,67,0.0,6.9着,7.2人気,35.8,,220,0,0.0%,7.7%,23.1%,71.92,11.99,60.07
102,ウインザーノツト, 0- 1- 2- 3/ 6,0.0%,16.7%,50.0%,0,295,0.0,5.7着,8.0人気,43.7,,590,0,0.0%,16.7%,33.3%,71.70,11.95,60.25
103,キンシャサノキセキ, 0- 1- 2- 9/12,0.0%,8.3%,25.0%,0,91,0.0,7.9着,6.6人気,39.0,,367,0,0.0%,8.3%,16.7%,71.99,12.00,60.01
104,マンハッタンカフェ, 0- 1- 2- 5/ 8,0.0%,12.5%,37.5%,0,63,0.0,7.5着,5.1人気,14.9,,170,0,0.0%,12.5%,25.0%,70.90,11.82,60.93
105,スニッツェル, 0- 1- 1- 1/ 3,0.0%,33.3%,66.7%,0,140,0.0,4.7着,5.7人気,15.5,,210,0,0.0%,33.3%,33.3%,70.27,11.71,61.48
106,デュラブ, 0- 1- 1- 0/ 2,0.0%,50.0%,100.0%,0,135,0.0,2.5着,3.0人気,7.9,,135,0,0.0%,50.0%,50.0%,71.90,11.98,60.08
107,ラストタイクーン, 0- 1- 0-10/11,0.0%,9.1%,9.1%,0,9,0.0,7.1着,6.5人気,31.9,,100,0,0.0%,9.1%,0.0%,71.91,11.98,60.08
108,ベーカバド, 0- 1- 0- 6/ 7,0.0%,14.3%,14.3%,0,30,0.0,6.4着,6.7人気,53.0,,210,0,0.0%,14.3%,0.0%,72.41,12.07,59.66
109,ティンバーカントリー, 0- 1- 0- 2/ 3,0.0%,33.3%,33.3%,0,40,0.0,3.7着,4.7人気,15.2,,120,0,0.0%,33.3%,0.0%,71.63,11.94,60.31
110,ホワイトマズル, 0- 1- 0- 5/ 6,0.0%,16.7%,16.7%,0,18,0.0,8.3着,6.5人気,27.3,,110,0,0.0%,16.7%,0.0%,72.93,12.16,59.23
111,テンビー, 0- 1- 0- 5/ 6,0.0%,16.7%,16.7%,0,53,0.0,6.3着,9.2人気,83.5,,320,0,0.0%,16.7%,0.0%,72.83,12.14,59.31
112,アサティス, 0- 1- 0- 5/ 6,0.0%,16.7%,16.7%,0,26,0.0,8.0着,11.2人気,94.5,,160,0,0.0%,16.7%,0.0%,73.17,12.19,59.04
113,ロードカナロア, 0- 1- 0- 3/ 4,0.0%,25.0%,25.0%,0,57,0.0,6.0着,6.8人気,42.9,,230,0,0.0%,25.0%,0.0%,70.55,11.76,61.23
114,ルション, 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,795,0.0,3.0着,8.5人気,49.9,,1590,0,0.0%,50.0%,0.0%,72.00,12.00,60.00
115,Miswaki, 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,80,0.0,3.0着,3.5人気,11.2,,160,0,0.0%,50.0%,0.0%,72.50,12.08,59.59
116,Lahib, 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,1410,0.0,3.0着,10.5人気,80.4,,2820,0,0.0%,50.0%,0.0%,71.20,11.87,60.67
117,カリスタグローリ, 0- 1- 0- 4/ 5,0.0%,20.0%,20.0%,0,92,0.0,5.8着,10.6人気,92.3,,460,0,0.0%,20.0%,0.0%,71.96,11.99,60.03
118,ファルブラヴ, 0- 1- 0- 3/ 4,0.0%,25.0%,25.0%,0,47,0.0,6.0着,7.3人気,79.3,,190,0,0.0%,25.0%,0.0%,70.68,11.78,61.12
119,サンダーガルチ, 0- 1- 0- 3/ 4,0.0%,25.0%,25.0%,0,47,0.0,5.8着,4.8人気,25.0,,190,0,0.0%,25.0%,0.0%,72.38,12.06,59.69
120,ナグルスキー, 0- 1- 0- 2/ 3,0.0%,33.3%,33.3%,0,56,0.0,6.3着,6.7人気,34.0,,170,0,0.0%,33.3%,0.0%,73.20,12.20,59.02
121,ネーハイシーザー, 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,85,0.0,3.5着,3.0人気,7.9,,170,0,0.0%,50.0%,0.0%,72.95,12.16,59.22
122,エルコンドルパサー, 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,65,0.0,3.5着,2.0人気,4.9,,130,0,0.0%,50.0%,0.0%,71.90,11.98,60.08
123,パラダイスクリーク, 0- 1- 0- 8/ 9,0.0%,11.1%,11.1%,0,45,0.0,8.6着,8.3人気,66.8,,410,0,0.0%,11.1%,0.0%,72.50,12.08,59.59
124,ロドリゴデトリアーノ, 0- 1- 0- 4/ 5,0.0%,20.0%,20.0%,0,48,0.0,9.0着,8.2人気,58.5,,240,0,0.0%,20.0%,0.0%,72.98,12.16,59.19
125,ハギノカムイオー, 0- 1- 0- 4/ 5,0.0%,20.0%,20.0%,0,62,0.0,6.6着,5.2人気,20.9,,310,0,0.0%,20.0%,0.0%,73.54,12.26,58.74
126,アグネスタキオン, 0- 1- 0- 4/ 5,0.0%,20.0%,20.0%,0,28,0.0,9.4着,8.2人気,38.8,,140,0,0.0%,20.0%,0.0%,72.94,12.16,59.23
127,リファーズウィッシュ, 0- 1- 0- 3/ 4,0.0%,25.0%,25.0%,0,85,0.0,6.0着,7.8人気,53.6,,340,0,0.0%,25.0%,0.0%,72.35,12.06,59.71
128,ダハール, 0- 1- 0- 3/ 4,0.0%,25.0%,25.0%,0,112,0.0,8.3着,7.0人気,17.3,,450,0,0.0%,25.0%,0.0%,73.45,12.24,58.82
129,スプレンデイドモーメント, 0- 1- 0- 3/ 4,0.0%,25.0%,25.0%,0,62,0.0,7.0着,8.0人気,75.3,,250,0,0.0%,25.0%,0.0%,73.48,12.25,58.80
130,ノーリユート, 0- 1- 0- 2/ 3,0.0%,33.3%,33.3%,0,366,0.0,7.7着,9.7人気,51.6,,1100,0,0.0%,33.3%,0.0%,72.70,12.12,59.42
131,ネオユニヴァース, 0- 1- 0- 2/ 3,0.0%,33.3%,33.3%,0,73,0.0,11.0着,9.3人気,38.5,,220,0,0.0%,33.3%,0.0%,71.40,11.90,60.50
132,"Clever Trick", 0- 1- 0- 2/ 3,0.0%,33.3%,33.3%,0,43,0.0,8.0着,6.0人気,55.4,,130,0,0.0%,33.3%,0.0%,72.07,12.01,59.94
133,ヘネシー, 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,75,0.0,4.5着,5.5人気,31.0,,150,0,0.0%,50.0%,0.0%,71.60,11.93,60.34
134,スルーオダイナ, 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,435,0.0,4.5着,11.5人気,74.6,,870,0,0.0%,50.0%,0.0%,74.30,12.38,58.14
135,サマーサスピション, 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,70,0.0,5.0着,4.0人気,16.4,,140,0,0.0%,50.0%,0.0%,73.45,12.24,58.82
136,"Scat Daddy", 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,340,0.0,7.5着,10.5人気,54.2,,680,0,0.0%,50.0%,0.0%,71.05,11.84,60.80
137,"A.P. Indy", 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,75,0.0,8.5着,3.5人気,5.3,,150,0,0.0%,50.0%,0.0%,73.35,12.23,58.90
138,ワイズカウンセラー, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,120,0.0,2.0着,1.0人気,3.3,,120,0,0.0%,100.0%,0.0%,70.50,11.75,61.28
139,ゼンノロブロイ, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,200,0.0,2.0着,6.0人気,10.5,,200,0,0.0%,100.0%,0.0%,70.50,11.75,61.28
140,シルヴァーエンディング, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,150,0.0,2.0着,3.0人気,5.5,,150,0,0.0%,100.0%,0.0%,71.30,11.88,60.59
141,ジユニアス, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,590,0.0,2.0着,8.0人気,26.4,,590,0,0.0%,100.0%,0.0%,71.50,11.92,60.42
142,シェイヴィアン, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,290,0.0,2.0着,5.0人気,11.5,,290,0,0.0%,100.0%,0.0%,71.20,11.87,60.67
