順位,母父馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
1,ノーザンテースト, 6- 3- 2-31/42,14.3%,21.4%,26.2%,61,49,121.5,6.5着,6.9人気,47.9,430,188,0,0.0%,7.1%,4.8%,72.22,12.04,59.81
2,トウシヨウボーイ, 5- 2- 3-25/35,14.3%,20.0%,28.6%,310,84,150.2,6.3着,7.5人気,58.1,2170,294,0,0.0%,5.7%,8.6%,72.52,12.09,59.57
3,マルゼンスキー, 4- 1- 1-20/26,15.4%,19.2%,23.1%,78,45,153.8,8.0着,7.8人気,73.3,512,195,0,0.0%,3.8%,3.8%,72.45,12.08,59.63
4,トニービン, 3- 3- 2-15/23,13.0%,26.1%,34.8%,60,112,96.8,6.5着,6.7人気,44.1,463,324,0,0.0%,13.0%,8.7%,72.20,12.03,59.83
5,ブライアンズタイム, 3- 0- 1-18/22,13.6%,13.6%,18.2%,127,35,140.1,7.5着,7.5人気,61.5,937,192,0,0.0%,0.0%,4.5%,72.45,12.08,59.62
6,サンデーサイレンス, 2- 5- 1-28/36,5.6%,19.4%,22.2%,38,40,58.8,7.0着,7.1人気,45.7,695,184,0,0.0%,13.9%,2.8%,71.57,11.93,60.36
7,"Northern Dancer", 2- 1- 0- 2/ 5,40.0%,60.0%,60.0%,314,164,449.2,4.4着,5.8人気,28.7,785,273,0,0.0%,20.0%,0.0%,72.36,12.06,59.70
8,ブレイヴエストローマン, 2- 0- 2- 6/10,20.0%,20.0%,40.0%,67,77,203.1,5.7着,7.1人気,25.7,335,257,0,0.0%,0.0%,20.0%,73.03,12.17,59.15
9,シンボリルドルフ, 2- 0- 2- 5/ 9,22.2%,22.2%,44.4%,105,96,256.6,6.4着,6.4人気,42.3,475,218,0,0.0%,0.0%,22.2%,71.58,11.93,60.35
10,Caerleon, 2- 0- 1- 7/10,20.0%,20.0%,30.0%,176,60,194.4,8.2着,6.3人気,30.8,880,200,0,0.0%,0.0%,10.0%,72.71,12.12,59.41
11,クラウンドプリンス, 2- 0- 0- 2/ 4,50.0%,50.0%,50.0%,267,110,242.2,4.0着,4.5人気,17.4,535,220,0,0.0%,0.0%,0.0%,72.88,12.15,59.28
12,"Private Account", 2- 0- 0- 1/ 3,66.7%,66.7%,66.7%,440,113,364.3,2.0着,3.7人気,6.7,660,170,0,0.0%,0.0%,0.0%,71.53,11.92,60.39
13,エルコンドルパサー, 2- 0- 0- 2/ 4,50.0%,50.0%,50.0%,327,82,565.6,4.5着,7.3人気,96.7,655,165,0,0.0%,0.0%,0.0%,72.13,12.02,59.90
14,"Seeking the Gold", 2- 0- 0- 5/ 7,28.6%,28.6%,28.6%,82,40,184.1,7.4着,5.6人気,13.4,290,140,0,0.0%,0.0%,0.0%,71.34,11.89,60.55
15,シャンハイ, 2- 0- 0- 0/ 2,100.0%,100.0%,100.0%,1530,325,1445.3,1.0着,5.5人気,15.3,1530,325,0,0.0%,0.0%,0.0%,70.80,11.80,61.02
16,ターゴワイス, 1- 3- 2-10/16,6.3%,25.0%,37.5%,45,166,81.1,6.6着,9.0人気,56.8,720,443,0,0.0%,18.8%,12.5%,72.62,12.10,59.49
17,ロイヤルスキー, 1- 3- 0- 9/13,7.7%,30.8%,30.8%,38,58,81.0,7.8着,7.5人気,65.3,500,190,0,0.0%,23.1%,0.0%,72.52,12.09,59.57
18,Halo, 1- 2- 1- 5/ 9,11.1%,33.3%,44.4%,13,76,46.0,7.1着,6.4人気,32.4,120,172,0,0.0%,22.2%,11.1%,73.26,12.21,58.97
19,リイフオー, 1- 2- 0- 4/ 7,14.3%,42.9%,42.9%,100,67,104.8,6.4着,5.7人気,20.9,700,157,0,0.0%,28.6%,0.0%,71.76,11.96,60.20
20,ダンスインザダーク, 1- 1- 2- 4/ 8,12.5%,25.0%,50.0%,60,101,84.0,5.5着,4.6人気,17.5,480,202,0,0.0%,12.5%,25.0%,71.41,11.90,60.49
21,ノーアテンシヨン, 1- 1- 1- 5/ 8,12.5%,25.0%,37.5%,27,85,84.9,6.1着,4.5人気,22.3,220,227,0,0.0%,12.5%,12.5%,72.79,12.13,59.35
22,ミルジヨージ, 1- 1- 0-10/12,8.3%,16.7%,16.7%,16,17,58.6,8.4着,8.4人気,73.8,200,105,0,0.0%,8.3%,0.0%,72.97,12.16,59.21
23,Lyphard, 1- 1- 0- 3/ 5,20.0%,40.0%,40.0%,114,122,209.0,7.6着,5.0人気,14.0,570,305,0,0.0%,20.0%,0.0%,72.24,12.04,59.80
24,サクラユタカオー, 1- 1- 0- 6/ 8,12.5%,25.0%,25.0%,32,36,112.2,6.6着,5.8人気,21.6,260,145,0,0.0%,12.5%,0.0%,72.28,12.05,59.77
25,ヤマニンスキー, 1- 1- 0- 3/ 5,20.0%,40.0%,40.0%,28,62,117.2,4.8着,6.8人気,41.2,140,155,0,0.0%,20.0%,0.0%,72.26,12.04,59.78
26,"Green Dancer", 1- 1- 0- 3/ 5,20.0%,40.0%,40.0%,74,52,103.6,8.2着,3.8人気,19.5,370,130,0,0.0%,20.0%,0.0%,72.34,12.06,59.72
27,フサイチコンコルド, 1- 1- 0- 2/ 4,25.0%,50.0%,50.0%,130,97,198.0,6.3着,5.5人気,21.2,520,195,0,0.0%,25.0%,0.0%,71.53,11.92,60.40
28,パドスール, 1- 1- 0- 2/ 4,25.0%,50.0%,50.0%,240,95,177.4,4.0着,5.8人気,43.8,960,190,0,0.0%,25.0%,0.0%,72.68,12.11,59.44
29,ネプテユーヌス, 1- 1- 0- 2/ 4,25.0%,50.0%,50.0%,92,120,245.2,6.3着,6.3人気,41.3,370,240,0,0.0%,25.0%,0.0%,72.20,12.03,59.83
30,ラストタイクーン, 1- 1- 0- 1/ 3,33.3%,66.7%,66.7%,83,200,207.9,3.3着,6.7人気,32.5,250,300,0,0.0%,33.3%,0.0%,70.83,11.81,60.99
31,ヴエンチア, 1- 1- 0- 1/ 3,33.3%,66.7%,66.7%,653,533,1099.3,3.3着,9.3人気,42.2,1960,800,0,0.0%,33.3%,0.0%,71.87,11.98,60.11
32,Woodman, 1- 1- 0- 1/ 3,33.3%,66.7%,66.7%,46,73,73.8,6.0着,1.7人気,3.5,140,110,0,0.0%,33.3%,0.0%,71.60,11.93,60.34
33,Machiavellian, 1- 1- 0- 1/ 3,33.3%,66.7%,66.7%,406,370,725.1,4.7着,8.0人気,28.8,1220,555,0,0.0%,33.3%,0.0%,71.73,11.96,60.22
34,"Sharpen Up", 1- 1- 0- 0/ 2,50.0%,100.0%,100.0%,190,790,360.5,1.5着,8.0人気,37.1,380,790,0,0.0%,50.0%,0.0%,71.20,11.87,60.67
35,"Cure the Blues", 1- 1- 0- 0/ 2,50.0%,100.0%,100.0%,1190,330,540.9,1.5着,5.0人気,15.4,2380,330,0,0.0%,50.0%,0.0%,70.75,11.79,61.06
36,ダンシングブレーヴ, 1- 0- 2- 3/ 6,16.7%,16.7%,50.0%,178,100,132.6,4.7着,5.7人気,63.0,1070,200,0,0.0%,0.0%,33.3%,71.27,11.88,60.62
37,カウアイキング, 1- 0- 2- 0/ 3,33.3%,33.3%,100.0%,236,283,300.8,2.3着,4.3人気,10.3,710,283,0,0.0%,0.0%,66.7%,72.03,12.01,59.97
38,リアルシヤダイ, 1- 0- 1-14/16,6.3%,6.3%,12.5%,26,15,57.4,7.9着,7.3人気,53.2,420,125,0,0.0%,0.0%,6.3%,72.50,12.08,59.59
39,パーソロン, 1- 0- 1-13/15,6.7%,6.7%,13.3%,26,27,63.9,7.4着,6.1人気,25.8,390,205,0,0.0%,0.0%,6.7%,72.38,12.06,59.68
40,マンハッタンカフェ, 1- 0- 1- 3/ 5,20.0%,20.0%,40.0%,198,160,295.0,7.0着,9.2人気,91.4,990,400,0,0.0%,0.0%,20.0%,70.84,11.81,60.98
41,リヴリア, 1- 0- 1- 3/ 5,20.0%,20.0%,40.0%,32,128,109.7,5.8着,5.0人気,39.7,160,320,0,0.0%,0.0%,20.0%,71.84,11.97,60.13
42,ヴアイスリーガル, 1- 0- 1- 3/ 5,20.0%,20.0%,40.0%,78,32,208.7,5.8着,5.4人気,25.9,390,160,0,0.0%,0.0%,20.0%,72.94,12.16,59.23
43,"Slew o'Gold", 1- 0- 1- 2/ 4,25.0%,25.0%,50.0%,45,60,94.4,5.5着,4.0人気,17.8,180,120,0,0.0%,0.0%,25.0%,71.50,11.92,60.42
44,"Vaguely Noble", 1- 0- 1- 1/ 3,33.3%,33.3%,66.7%,76,210,182.4,3.3着,4.3人気,14.9,230,315,0,0.0%,0.0%,33.3%,72.37,12.06,59.70
45,キングカメハメハ, 1- 0- 0- 5/ 6,16.7%,16.7%,16.7%,103,28,86.9,5.3着,3.8人気,44.0,620,170,0,0.0%,0.0%,0.0%,72.47,12.08,59.61
46,ホリスキー, 1- 0- 0- 3/ 4,25.0%,25.0%,25.0%,120,42,257.0,5.5着,6.5人気,22.9,480,170,0,0.0%,0.0%,0.0%,72.35,12.06,59.71
47,"Mr. Prospector", 1- 0- 0- 3/ 4,25.0%,25.0%,25.0%,45,35,132.8,5.8着,5.0人気,15.5,180,140,0,0.0%,0.0%,0.0%,72.78,12.13,59.36
48,ビゼンニシキ, 1- 0- 0- 2/ 3,33.3%,33.3%,33.3%,730,83,1296.4,5.3着,7.3人気,50.4,2190,250,0,0.0%,0.0%,0.0%,72.83,12.14,59.31
49,キングヘイロー, 1- 0- 0- 2/ 3,33.3%,33.3%,33.3%,303,106,466.3,5.7着,7.3人気,100.6,910,320,0,0.0%,0.0%,0.0%,71.17,11.86,60.70
50,"Irish River", 1- 0- 0- 2/ 3,33.3%,33.3%,33.3%,246,83,185.4,4.3着,4.7人気,13.2,740,250,0,0.0%,0.0%,0.0%,72.30,12.05,59.75
51,デイクタス, 1- 0- 0- 6/ 7,14.3%,14.3%,14.3%,28,17,86.4,5.9着,5.4人気,20.1,200,120,0,0.0%,0.0%,0.0%,72.69,12.11,59.43
52,Danehill, 1- 0- 0- 2/ 3,33.3%,33.3%,33.3%,43,33,99.0,6.0着,5.3人気,42.9,130,100,0,0.0%,0.0%,0.0%,71.60,11.93,60.34
53,ノーザリー, 1- 0- 0- 6/ 7,14.3%,14.3%,14.3%,195,61,565.3,8.9着,11.1人気,83.5,1370,430,0,0.0%,0.0%,0.0%,72.76,12.13,59.38
54,タイキシャトル, 1- 0- 0- 5/ 6,16.7%,16.7%,16.7%,63,28,290.5,9.0着,9.5人気,93.5,380,170,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
55,ナイスダンサー, 1- 0- 0- 4/ 5,20.0%,20.0%,20.0%,108,36,386.7,9.2着,8.8人気,48.9,540,180,0,0.0%,0.0%,0.0%,73.32,12.22,58.92
56,サンダーガルチ, 1- 0- 0- 3/ 4,25.0%,25.0%,25.0%,65,30,233.5,6.3着,10.5人気,107.7,260,120,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
57,"Spectacular Bid", 1- 0- 0- 2/ 3,33.3%,33.3%,33.3%,166,73,243.7,8.3着,5.7人気,11.3,500,220,0,0.0%,0.0%,0.0%,73.13,12.19,59.07
58,フレアリングダンサー, 1- 0- 0- 1/ 2,50.0%,50.0%,50.0%,430,135,672.8,8.5着,7.5人気,19.8,860,270,0,0.0%,0.0%,0.0%,72.90,12.15,59.26
59,ファスリエフ, 1- 0- 0- 1/ 2,50.0%,50.0%,50.0%,305,75,571.9,6.0着,7.0人気,48.8,610,150,0,0.0%,0.0%,0.0%,71.65,11.94,60.29
60,トレボロ, 1- 0- 0- 1/ 2,50.0%,50.0%,50.0%,260,65,475.9,7.0着,7.0人気,30.7,520,130,0,0.0%,0.0%,0.0%,73.15,12.19,59.06
61,ダイナガリバー, 1- 0- 0- 1/ 2,50.0%,50.0%,50.0%,455,85,710.0,4.0着,5.5人気,20.7,910,170,0,0.0%,0.0%,0.0%,72.05,12.01,59.96
62,Trempolino, 1- 0- 0- 1/ 2,50.0%,50.0%,50.0%,205,90,367.8,4.0着,5.0人気,19.9,410,180,0,0.0%,0.0%,0.0%,71.80,11.97,60.17
63,"Septieme Ciel", 1- 0- 0- 1/ 2,50.0%,50.0%,50.0%,330,95,484.4,4.0着,5.0人気,12.4,660,190,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
64,Rahy, 1- 0- 0- 1/ 2,50.0%,50.0%,50.0%,700,175,1089.4,8.5着,8.0人気,31.6,1400,350,0,0.0%,0.0%,0.0%,73.20,12.20,59.02
65,"More Than Ready", 1- 0- 0- 1/ 2,50.0%,50.0%,50.0%,185,80,341.2,7.0着,7.5人気,23.8,370,160,0,0.0%,0.0%,0.0%,69.90,11.65,61.80
66,"Lord Gayle", 1- 0- 0- 1/ 2,50.0%,50.0%,50.0%,305,120,268.6,4.5着,2.5人気,5.5,610,240,0,0.0%,0.0%,0.0%,73.45,12.24,58.82
67,Habitat, 1- 0- 0- 1/ 2,50.0%,50.0%,50.0%,1380,360,1844.4,5.5着,8.0人気,41.6,2760,720,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
68,Diesis, 1- 0- 0- 1/ 2,50.0%,50.0%,50.0%,230,90,384.4,5.5着,5.0人気,14.0,460,180,0,0.0%,0.0%,0.0%,71.25,11.88,60.63
69,ミルグロリー, 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,180,100,180.0,1.0着,1.0人気,1.8,180,100,0,0.0%,0.0%,0.0%,71.70,11.95,60.25
70,ベストタイアップ, 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,1610,840,1610.0,1.0着,5.0人気,16.1,1610,840,0,0.0%,0.0%,0.0%,70.70,11.78,61.10
71,ブラックタキシード, 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,360,140,360.0,1.0着,2.0人気,3.6,360,140,0,0.0%,0.0%,0.0%,71.00,11.83,60.85
72,フェアジャッジメント, 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,170,110,170.0,1.0着,1.0人気,1.7,170,110,0,0.0%,0.0%,0.0%,70.30,11.72,61.45
73,ファルブラヴ, 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,1230,240,1230.0,1.0着,6.0人気,12.3,1230,240,0,0.0%,0.0%,0.0%,70.40,11.73,61.36
74,スターリングローズ, 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,1270,160,1270.0,1.0着,5.0人気,12.7,1270,160,0,0.0%,0.0%,0.0%,70.90,11.82,60.93
75,サクラシヨウリ, 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,240,110,240.0,1.0着,1.0人気,2.4,240,110,0,0.0%,0.0%,0.0%,71.70,11.95,60.25
76,オジジアン, 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,2380,540,2380.0,1.0着,5.0人気,23.8,2380,540,0,0.0%,0.0%,0.0%,70.90,11.82,60.93
77,"Welsh Saint", 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,2730,430,2730.0,1.0着,8.0人気,27.3,2730,430,0,0.0%,0.0%,0.0%,70.60,11.77,61.19
78,"The Minstrel", 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,500,170,500.0,1.0着,2.0人気,5.0,500,170,0,0.0%,0.0%,0.0%,70.00,11.67,61.71
79,"Sir Ivor", 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,400,180,400.0,1.0着,3.0人気,4.0,400,180,0,0.0%,0.0%,0.0%,73.10,12.18,59.10
80,Salse, 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,270,140,270.0,1.0着,1.0人気,2.7,270,140,0,0.0%,0.0%,0.0%,72.60,12.10,59.50
81,Overbury, 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,1050,280,1050.0,1.0着,7.0人気,10.5,1050,280,0,0.0%,0.0%,0.0%,69.40,11.57,62.25
82,"Mark of Esteem", 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,260,130,260.0,1.0着,1.0人気,2.6,260,130,0,0.0%,0.0%,0.0%,70.70,11.78,61.10
83,"London Bells", 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,240,130,240.0,1.0着,1.0人気,2.4,240,130,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
84,"Johan Cruyff", 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,280,140,280.0,1.0着,1.0人気,2.8,280,140,0,0.0%,0.0%,0.0%,69.40,11.57,62.25
85,Hernando, 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,1480,460,1480.0,1.0着,7.0人気,14.8,1480,460,0,0.0%,0.0%,0.0%,72.10,12.02,59.92
86,Caucasus, 1- 0- 0- 0/ 1,100.0%,100.0%,100.0%,1060,210,1060.0,1.0着,6.0人気,10.6,1060,210,0,0.0%,0.0%,0.0%,72.10,12.02,59.92
87,"Sadler's Wells", 0- 2- 1- 4/ 7,0.0%,28.6%,42.9%,0,61,0.0,6.9着,4.9人気,19.3,,143,0,0.0%,28.6%,14.3%,72.34,12.06,59.72
88,"Devil's Bag", 0- 2- 0- 2/ 4,0.0%,50.0%,50.0%,0,127,0.0,3.5着,3.8人気,8.4,,255,0,0.0%,50.0%,0.0%,71.50,11.92,60.42
89,Danzig, 0- 2- 0- 5/ 7,0.0%,28.6%,28.6%,0,30,0.0,7.4着,6.3人気,30.6,,105,0,0.0%,28.6%,0.0%,72.61,12.10,59.49
90,フォーティナイナー, 0- 2- 0- 4/ 6,0.0%,33.3%,33.3%,0,56,0.0,7.2着,8.8人気,80.5,,170,0,0.0%,33.3%,0.0%,72.07,12.01,59.94
91,ウォーニング, 0- 2- 0- 3/ 5,0.0%,40.0%,40.0%,0,212,0.0,7.4着,7.6人気,34.2,,530,0,0.0%,40.0%,0.0%,72.58,12.10,59.52
92,"Green Forest", 0- 1- 2- 0/ 3,0.0%,33.3%,100.0%,0,293,0.0,2.7着,4.0人気,12.9,,293,0,0.0%,33.3%,66.7%,70.97,11.83,60.87
93,モガミ, 0- 1- 1-15/17,0.0%,5.9%,11.8%,0,15,0.0,7.8着,7.4人気,54.8,,130,0,0.0%,5.9%,5.9%,73.00,12.17,59.18
94,ステイールハート, 0- 1- 1- 9/11,0.0%,9.1%,18.2%,0,105,0.0,7.9着,9.1人気,58.4,,580,0,0.0%,9.1%,9.1%,72.72,12.12,59.41
95,アグネスタキオン, 0- 1- 1- 9/11,0.0%,9.1%,18.2%,0,33,0.0,7.8着,8.4人気,78.1,,185,0,0.0%,9.1%,9.1%,71.84,11.97,60.14
96,ステイゴールド, 0- 1- 1- 5/ 7,0.0%,14.3%,28.6%,0,270,0.0,7.1着,7.9人気,69.9,,945,0,0.0%,14.3%,14.3%,71.50,11.92,60.42
97,パークリージエント, 0- 1- 1- 4/ 6,0.0%,16.7%,33.3%,0,138,0.0,5.5着,6.7人気,41.3,,415,0,0.0%,16.7%,16.7%,72.37,12.06,59.70
98,マイネルラヴ, 0- 1- 1- 5/ 7,0.0%,14.3%,28.6%,0,110,0.0,7.6着,7.1人気,51.5,,385,0,0.0%,14.3%,14.3%,70.83,11.80,60.99
99,アレミロード, 0- 1- 1- 4/ 6,0.0%,16.7%,33.3%,0,93,0.0,8.5着,7.8人気,51.9,,280,0,0.0%,16.7%,16.7%,72.58,12.10,59.52
100,Alydar, 0- 1- 1- 5/ 7,0.0%,14.3%,28.6%,0,37,0.0,8.7着,6.3人気,39.3,,130,0,0.0%,14.3%,14.3%,72.20,12.03,59.83
101,アンバーシヤダイ, 0- 1- 1- 4/ 6,0.0%,16.7%,33.3%,0,138,0.0,5.8着,9.5人気,51.0,,415,0,0.0%,16.7%,16.7%,72.02,12.00,59.99
102,タニノフエバリツト, 0- 1- 1- 4/ 6,0.0%,16.7%,33.3%,0,68,0.0,7.3着,6.2人気,33.3,,205,0,0.0%,16.7%,16.7%,72.87,12.14,59.29
103,タマモクロス, 0- 1- 1- 3/ 5,0.0%,20.0%,40.0%,0,82,0.0,7.2着,9.0人気,62.7,,205,0,0.0%,20.0%,20.0%,72.00,12.00,60.00
104,ボールドリツク, 0- 1- 1- 2/ 4,0.0%,25.0%,50.0%,0,462,0.0,5.5着,7.5人気,34.3,,925,0,0.0%,25.0%,25.0%,73.08,12.18,59.12
105,ノノアルコ, 0- 1- 1- 0/ 2,0.0%,50.0%,100.0%,0,135,0.0,2.5着,3.0人気,7.9,,135,0,0.0%,50.0%,50.0%,71.90,11.98,60.08
106,スキャン, 0- 1- 1- 0/ 2,0.0%,50.0%,100.0%,0,185,0.0,2.5着,4.0人気,7.2,,185,0,0.0%,50.0%,50.0%,71.60,11.93,60.34
107,サンシャインフォーエヴァー, 0- 1- 1- 0/ 2,0.0%,50.0%,100.0%,0,120,0.0,2.5着,1.5人気,2.9,,120,0,0.0%,50.0%,50.0%,73.25,12.21,58.98
108,Kingmambo, 0- 1- 1- 0/ 2,0.0%,50.0%,100.0%,0,145,0.0,2.5着,3.0人気,7.1,,290,0,0.0%,50.0%,50.0%,72.80,12.13,59.34
109,Secretariat, 0- 1- 0- 5/ 6,0.0%,16.7%,16.7%,0,58,0.0,7.2着,8.0人気,73.1,,350,0,0.0%,16.7%,0.0%,72.18,12.03,59.85
110,スリルシヨー, 0- 1- 0- 3/ 4,0.0%,25.0%,25.0%,0,42,0.0,5.5着,3.3人気,12.0,,170,0,0.0%,25.0%,0.0%,73.08,12.18,59.12
111,スプレンデイドモーメント, 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,70,0.0,3.0着,4.5人気,17.1,,140,0,0.0%,50.0%,0.0%,72.30,12.05,59.75
112,"Shareef Dancer", 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,1410,0.0,3.0着,10.5人気,80.4,,2820,0,0.0%,50.0%,0.0%,71.20,11.87,60.67
113,アローエクスプレス, 0- 1- 0- 9/10,0.0%,10.0%,10.0%,0,10,0.0,9.7着,9.8人気,61.1,,100,0,0.0%,10.0%,0.0%,72.57,12.10,59.53
114,テンビー, 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,90,0.0,3.5着,6.5人気,15.8,,180,0,0.0%,50.0%,0.0%,71.85,11.98,60.13
115,"Saint Cyrien", 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,85,0.0,3.5着,3.0人気,7.9,,170,0,0.0%,50.0%,0.0%,72.95,12.16,59.22
116,Alleged, 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,795,0.0,3.5着,13.5人気,101.5,,1590,0,0.0%,50.0%,0.0%,72.30,12.05,59.75
117,ラシアンルーブル, 0- 1- 0- 5/ 6,0.0%,16.7%,16.7%,0,16,0.0,9.3着,7.8人気,39.7,,100,0,0.0%,16.7%,0.0%,73.33,12.22,58.91
118,フアバージ, 0- 1- 0- 5/ 6,0.0%,16.7%,16.7%,0,18,0.0,8.5着,8.0人気,25.6,,110,0,0.0%,16.7%,0.0%,72.78,12.13,59.35
119,ムクター, 0- 1- 0- 2/ 3,0.0%,33.3%,33.3%,0,210,0.0,5.0着,8.7人気,127.6,,630,0,0.0%,33.3%,0.0%,72.40,12.07,59.67
120,Gulch, 0- 1- 0- 2/ 3,0.0%,33.3%,33.3%,0,86,0.0,6.7着,8.7人気,25.0,,260,0,0.0%,33.3%,0.0%,71.93,11.99,60.06
121,Fasliyev, 0- 1- 0- 2/ 3,0.0%,33.3%,33.3%,0,36,0.0,8.7着,6.3人気,134.7,,110,0,0.0%,33.3%,0.0%,71.80,11.97,60.17
122,リキアイオー, 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,350,0.0,4.5着,8.5人気,23.0,,700,0,0.0%,50.0%,0.0%,73.25,12.21,58.98
123,ミルフオード, 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,70,0.0,6.0着,6.0人気,59.7,,140,0,0.0%,50.0%,0.0%,72.75,12.13,59.38
124,クリスタルパレス, 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,145,0.0,7.0着,10.0人気,118.1,,290,0,0.0%,50.0%,0.0%,72.00,12.00,60.00
125,キヤタオラ, 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,80,0.0,6.5着,3.0人気,7.1,,160,0,0.0%,50.0%,0.0%,73.20,12.20,59.02
126,エタン, 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,155,0.0,4.0着,3.5人気,9.1,,310,0,0.0%,50.0%,0.0%,71.75,11.96,60.21
127,アイネスフウジン, 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,115,0.0,5.5着,6.0人気,15.2,,230,0,0.0%,50.0%,0.0%,71.35,11.89,60.55
128,"Star Way", 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,120,0.0,4.5着,3.0人気,5.7,,240,0,0.0%,50.0%,0.0%,73.15,12.19,59.06
129,"Known Fact", 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,65,0.0,5.0着,1.0人気,2.4,,130,0,0.0%,50.0%,0.0%,71.60,11.93,60.34
130,Forli, 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,320,0.0,5.5着,4.0人気,12.7,,640,0,0.0%,50.0%,0.0%,72.55,12.09,59.55
131,ロングリート, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,140,0.0,2.0着,1.0人気,2.8,,140,0,0.0%,100.0%,0.0%,70.60,11.77,61.19
132,ラムタラ, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,400,0.0,2.0着,7.0人気,35.2,,400,0,0.0%,100.0%,0.0%,70.50,11.75,61.28
133,マイスワロー, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,450,0.0,2.0着,7.0人気,23.1,,450,0,0.0%,100.0%,0.0%,72.50,12.08,59.59
134,ハードリドン, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,130,0.0,2.0着,3.0人気,8.3,,130,0,0.0%,100.0%,0.0%,73.30,12.22,58.94
135,トワイニング, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,220,0.0,2.0着,4.0人気,6.8,,220,0,0.0%,100.0%,0.0%,70.40,11.73,61.36
136,デュランダル, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,370,0.0,2.0着,7.0人気,20.2,,370,0,0.0%,100.0%,0.0%,71.20,11.87,60.67
137,タマナー, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,120,0.0,2.0着,2.0人気,3.6,,120,0,0.0%,100.0%,0.0%,70.90,11.82,60.93
138,ダイシユンエイ, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,370,0.0,2.0着,8.0人気,26.5,,370,0,0.0%,100.0%,0.0%,72.90,12.15,59.26
139,シングルロマン, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,210,0.0,2.0着,4.0人気,14.1,,210,0,0.0%,100.0%,0.0%,70.70,11.78,61.10
140,シーホーク, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,590,0.0,2.0着,8.0人気,26.4,,590,0,0.0%,100.0%,0.0%,71.50,11.92,60.42
141,グリーンマウント, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,150,0.0,2.0着,3.0人気,5.5,,150,0,0.0%,100.0%,0.0%,71.30,11.88,60.59
142,アルカング, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,360,0.0,2.0着,6.0人気,20.7,,360,0,0.0%,100.0%,0.0%,72.80,12.13,59.34
143,"Southern Halo", 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,220,0.0,2.0着,1.0人気,6.0,,220,0,0.0%,100.0%,0.0%,69.40,11.57,62.25
