順位,母父馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
496,Thatching, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,9.0人気,22.4,,,0,0.0%,0.0%,0.0%,72.90,12.15,59.26
497,Stravinsky, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,11.0人気,69.9,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
498,"Storm Creek", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,10.0人気,33.1,,,0,0.0%,0.0%,0.0%,71.10,11.85,60.76
499,Standaan, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,3.0人気,5.7,,,0,0.0%,0.0%,0.0%,73.10,12.18,59.10
500,"Spend a Buck", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,10.0人気,67.3,,,0,0.0%,0.0%,0.0%,75.50,12.58,57.22
501,"Souvenir Copy", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,7.0人気,19.6,,,0,0.0%,0.0%,0.0%,70.30,11.72,61.45
502,"Slip Anchor", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,5.0人気,14.6,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
503,Shananie, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,4.0人気,18.3,,,0,0.0%,0.0%,0.0%,73.00,12.17,59.18
504,Shaadi, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,12.0人気,249.8,,,0,0.0%,0.0%,0.0%,75.40,12.57,57.29
505,Sanhedrin, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,8.0人気,27.6,,,0,0.0%,0.0%,0.0%,73.30,12.22,58.94
506,"Queen City Lad", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,8.0人気,22.3,,,0,0.0%,0.0%,0.0%,73.50,12.25,58.78
507,"Phone Trick", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,4.0人気,15.0,,,0,0.0%,0.0%,0.0%,72.90,12.15,59.26
508,"Peintre Celebre", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,7.0人気,14.1,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
509,"Pago Pago", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,11.0人気,40.7,,,0,0.0%,0.0%,0.0%,72.30,12.05,59.75
510,"Olden Times", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,11.0人気,38.1,,,0,0.0%,0.0%,0.0%,73.30,12.22,58.94
511,Ogygian, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,6.0人気,16.0,,,0,0.0%,0.0%,0.0%,71.80,11.97,60.17
512,"Oasis Dream", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,14.0人気,163.8,,,0,0.0%,0.0%,0.0%,71.30,11.88,60.59
513,"Northern Jove", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,6.0人気,13.3,,,0,0.0%,0.0%,0.0%,73.60,12.27,58.70
514,Nishapour, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,12.0人気,74.4,,,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
515,"Native Charger", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,9.0人気,28.6,,,0,0.0%,0.0%,0.0%,73.30,12.22,58.94
516,Nashwan, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,16.0人気,291.3,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
517,Mutakddim, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,9.0人気,32.6,,,0,0.0%,0.0%,0.0%,72.30,12.05,59.75
518,Mtoto, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,13.0人気,215.2,,,0,0.0%,0.0%,0.0%,73.30,12.22,58.94
519,"Mt. Livermore", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,12.0人気,94.6,,,0,0.0%,0.0%,0.0%,,,
520,Montjeu, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,4.0人気,9.7,,,0,0.0%,0.0%,0.0%,72.20,12.03,59.83
521,Medicean, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,15.0人気,312.4,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
522,"Mari's Book", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,9.0人気,20.8,,,0,0.0%,0.0%,0.0%,73.70,12.28,58.62
523,"Lord Avie", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,5.0人気,14.8,,,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
524,L'Emigrant, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,15.0人気,97.8,,,0,0.0%,0.0%,0.0%,73.80,12.30,58.54
525,"Law Society", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,9.0人気,40.5,,,0,0.0%,0.0%,0.0%,72.10,12.02,59.92
526,"Last Tycoon", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,15.0人気,87.1,,,0,0.0%,0.0%,0.0%,74.00,12.33,58.38
527,"Irish Castle", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,8.0人気,31.2,,,0,0.0%,0.0%,0.0%,72.60,12.10,59.50
528,Integra, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,14.0人気,94.5,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
529,"Honest Pleasure", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,12.0人気,152.2,,,0,0.0%,0.0%,0.0%,76.40,12.73,56.54
530,"High Yield", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,6.0人気,13.7,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
531,Halling, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,3.0人気,6.1,,,0,0.0%,0.0%,0.0%,70.40,11.73,61.36
532,"Hail to Reason", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,10.0人気,22.7,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
533,"Groom Dancer", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,15.0人気,46.7,,,0,0.0%,0.0%,0.0%,69.80,11.63,61.89
534,"Go for Gin", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,8.0人気,22.0,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
535,Glenstal, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,16.0人気,115.2,,,0,0.0%,0.0%,0.0%,72.60,12.10,59.50
536,"French Deputy", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,15.0人気,188.5,,,0,0.0%,0.0%,0.0%,72.20,12.03,59.83
537,"Fio Rito", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,12.0人気,35.0,,,0,0.0%,0.0%,0.0%,73.30,12.22,58.94
538,"Far North", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,3.0人気,7.3,,,0,0.0%,0.0%,0.0%,74.20,12.37,58.22
539,"Fantastic Light", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,7.0人気,32.7,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
540,Exceller, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,10.0人気,35.0,,,0,0.0%,0.0%,0.0%,72.10,12.02,59.92
541,Entrepreneur, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,1.0人気,3.3,,,0,0.0%,0.0%,0.0%,73.00,12.17,59.18
542,"Empire Maker", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,8.0人気,29.3,,,0,0.0%,0.0%,0.0%,71.00,11.83,60.85
543,Elocutionist, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,2.0人気,5.0,,,0,0.0%,0.0%,0.0%,,,
544,"Elegant Air", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,10.0人気,86.8,,,0,0.0%,0.0%,0.0%,72.40,12.07,59.67
545,"Dubai Destination", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,9.0人気,31.2,,,0,0.0%,0.0%,0.0%,72.70,12.12,59.42
546,"Diamond Shoal", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,14.0人気,95.0,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
547,"Deposit Ticket", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,12.0人気,49.6,,,0,0.0%,0.0%,0.0%,71.10,11.85,60.76
548,"Dance of Life", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,15.0人気,99.8,,,0,0.0%,0.0%,0.0%,72.70,12.12,59.42
549,Damascus, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,6.0人気,27.4,,,0,0.0%,0.0%,0.0%,74.10,12.35,58.30
550,"Crimson Satan", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,13.0人気,161.6,,,0,0.0%,0.0%,0.0%,72.80,12.13,59.34
551,Copelan, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,10.0人気,52.9,,,0,0.0%,0.0%,0.0%,72.70,12.12,59.42
552,Consolidator, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,12.0人気,134.9,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
553,Codex, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,10.0人気,46.4,,,0,0.0%,0.0%,0.0%,72.30,12.05,59.75
554,"Coax Me Chad", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,15.0人気,529.6,,,0,0.0%,0.0%,0.0%,74.40,12.40,58.06
555,Coastal, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,10.0人気,30.1,,,0,0.0%,0.0%,0.0%,72.60,12.10,59.50
556,Cannonade, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,1.0人気,3.0,,,0,0.0%,0.0%,0.0%,72.50,12.08,59.59
557,Busted, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,9.0人気,16.4,,,0,0.0%,0.0%,0.0%,73.70,12.28,58.62
558,"Bold Ruckus", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,5.0人気,16.8,,,0,0.0%,0.0%,0.0%,72.90,12.15,59.26
559,"Bold Lad (IRE)", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,8.0人気,48.2,,,0,0.0%,0.0%,0.0%,73.80,12.30,58.54
560,"Bold Bidder", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,3.0人気,6.4,,,0,0.0%,0.0%,0.0%,73.00,12.17,59.18
561,Bernardini, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,12.0人気,134.2,,,0,0.0%,0.0%,0.0%,72.30,12.05,59.75
562,"Bear Hunt", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,3.0人気,7.4,,,0,0.0%,0.0%,0.0%,70.30,11.72,61.45
563,"Arctic Tern", 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,8.0人気,49.6,,,0,0.0%,0.0%,0.0%,74.20,12.37,58.22
564,Alzao, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,1.0人気,4.3,,,0,0.0%,0.0%,0.0%,73.20,12.20,59.02
565,Alysheba, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,7.0人気,29.9,,,0,0.0%,0.0%,0.0%,73.90,12.32,58.46
566,Ahonoora, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,1.0人気,2.3,,,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
567,Affirmed, 0- 0- 0- 1/ 1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,9.0人気,28.5,,,0,0.0%,0.0%,0.0%,73.90,12.32,58.46
568,Cozzene, 0- 0- 0- 0/ 0,,,,,,,,,,,,,,,,,,
